dict	l_id	k1	predicted	reason	plain_excerpt	gold	notes
vei	1144	tArpya	encyclopedic	desc_tok=137_char=928	denotes, in the Atharvaveda 1 and later, 2 a garment made of some material, the nature of which is uncertain. The commentators on the Kātyāyana Śrauta Sūtra and the Śata- patha Brāhmaṇa 3 suggest that a linen garment, or one thrice soaked i		
vei	2984	viSvaka	encyclopedic	desc_tok=33_char=226	in the Rigveda 1 called Kṛṣṇiya (possibly ‘son of Kṛṣṇa ’) is a protégé of the Aśvins, who restored to him his lost son, Viṣṇāpu. See 2. Kṛṣṇa. 1) i. 116, 23; 117. 7; viii. 86, 1; x. 65, 12. Cf. Macdonell, Vedic Mythology, 52.		
vei	3100	vyaDvara	encyclopedic	desc_tok=110_char=757	‘perforating,’ designates a worm in one passage of the Atharvaveda, 1 where there seems to be no good reason to alter the reading to Vyadvara, though Whitney 2 thinks that it may rather be connected with vi-adhvan 3 than with the root vyadh		
vei	462	Ezakfta	residual	crossref	See Śitibāhu.		
vei	1254	daDyASir	residual	crossref	See Dadhi and Soma.		
vei	1070	jIvaja	residual	crossref	See Jarāyu.		
vei	1605	nf	residual	crossref	See Nara.		
vei	3584	sukaparda	residual	crossref	See Kaparda.		
vei	3768	svAtI	residual	crossref	See Nakṣatra.		
vei	3057	veSas	residual	crossref	See 1. Veśa.		
vei	2934	vijAmAtf	residual	crossref	See Jāmātṛ.		
wil	5125	AcAma	synonym	syn_list_n=4	m. ( -maH ) Sipping water, rincing the mouth. E. AN, cama to eat, affix Gaj .		
wil	4087	avivekin	synonym	syn_list_n=6	mfn. ( -kI-kinI-ki ) Ignorant, undiscriminating, defective in judgment, superficial, short sighted. E. aviveka as above, and ini aff.		
wil	18811	dAnu	synonym	syn_list_n=5	m. ( -nuH ) .²1 A donor, a giver. .²2 A victor, a conqueror. .²3 Prosperity. .²4 Air, wind. E. dA to give, Uṇādi affix nu .		
wil	16236	jApana	synonym	syn_list_n=7	n. ( -naM ) .²1 Declining, rejection, dissent. .²2 Dismissing, completing, finishing. E. japa to speak, causal form, lyuw aff.		
wil	12507	kzepizWa	synonym	syn_list_n=4	mfn. ( -zWaH-zWA-zWaM ) Very quick, quickest. E. kzipra quick, and izWan superlative affix, ra rejected.		
wil	32743	lajjyA	synonym	syn_list_n=3	f. ( -jjyA ) Modesty, bashfulness. E. lasja to be ashamed, ya aff.		
wil	42585	sUtta	synonym	syn_list_n=3	mfn. ( -ttaH-ttA-ttaM ) Well or entirely given. E. su , and datta given, form irr.		
wil	40841	samupoQa	synonym	syn_list_n=3	mfn. ( -QaH-QA-QaM ) Suppressed, restrained. E. sam and upa before vaha to bear, kta aff.		
wil	2500	aBicEdya	equivalent	name_formula	m. ( -dyaH ) A name of ŚIŚUPĀLA. E. aBi over, cEdya the people of Cedi .		
wil	8072	fzyaSfNga	equivalent	name_formula	m. ( -NgaH ) The name of a holy sage celebrated in the first book of the Rāmāyaṇa .		
wil	15722	jaganmAtf	equivalent	name_formula	f. ( -tA ) A name of DURGĀ. E. jamat , and mAtf mother.		
wil	9525	kalasIsuta	equivalent	name_formula	m. ( -taH ) A name of the saint AGASTYA: see GawodBava and agastya .		
wil	32809	lambodara	equivalent	name_formula	m. ( -raH ) .²1 A name of GAṆEŚA. .²2 A glutton. E. lamba large, and udara the belly.		
wil	24574	pAlakApya	equivalent	name_formula	m. ( -pyaH ) A name of a Muni or saint, a form of the divine physician DHANVANTARI.		
wil	32255	rADAnATa	equivalent	name_formula	m. ( -TaH ) A name of KṚṢṆA. E. rADA , and nATa lord.		
wil	42259	suBadreSa	equivalent	name_formula	m. ( -SaH ) A name of ARJUNA. E. suBadrA the sister of JAGANNĀTHA, and ISa lord.		
wil	20500	Darmmya	encyclopedic	desc_tok=22_char=147	mfn. ( -rmmyaH-rmmyA-rmmAM ) .²1 Conformable or according to justice or morality. .²2 Obtainable by virtue or justice. E. Darmma as above, yat aff.		
wil	39315	SlIpadapraBava	encyclopedic	desc_tok=24_char=178	m. ( -vaH ) The mango tree. E. SlIpada twelled->swelled 20210731 Dr. Sampada Savardekar https://github.com/sanskrit-lexicon/csl-corrections/issues/66 leg, and praBava production.		
wil	24	aMSuka	encyclopedic	desc_tok=34_char=197	n. ( -kaM ) .²1 Fine cloth, muslin. .²2 A mantle, a wrapper, a robe, a linen garment worn round the upper part of the body. .²3 Cloth in general. .²4 White cloth. .²5 A leaf. E. aMSa and kan added.		
wil	15334	cIvarin	encyclopedic	desc_tok=16_char=81	m. ( -rI ) A Bauddha or Jaina mendicant. E. cIvara a beggar's dress, and ini aff.		
wil	13983	gopa	encyclopedic	desc_tok=124_char=765	mfn. ( -paH-pA-paM ) .²1 A helper, a friend or patron. .²2 A preserver, a cherisher. .²3 Who or what hides or conceals. m. ( -paH ) .²1 Superintendent of a district. .²2 The head of a cowpen. .²3 A herdsman, a cowherd, a milkman by caste an		
wil	29991	mahASrI	encyclopedic	desc_tok=21_char=127	f. ( -SrIH ) .²1 A goddess peculiar to the Jainas . .²2 An epithet of LAKṢMĪ. E. mahA great, and SrI prosperity or the goddess.		
wil	40721	samIca	encyclopedic	desc_tok=26_char=141	m. ( -caH ) The ocean. f. ( -cI ) .²1 A deer, a doe. .²2 Praise, eulogium. E. sam before iRa to go, Uṇādi aff. caw , and the vowel made long.		
wil	33278	vakerukA	encyclopedic	desc_tok=27_char=130	f. ( -kA ) .²1 A small crane. .²2 The branch of a tree bent by the wind. E. vaka a crane, or crooked, Ira to go or be, aff. ukan .		
wil	610	aYjalikA	residual	crossref_short	f. ( -kA ) See aYjanikA .		
wil	4868	ahahA	residual	crossref_short	ind. See the preceding.		
wil	6385	irvvAlu	residual	crossref_short	m. ( -luH ) See irvvAru .		
wil	9524	kalasi	residual	crossref_short	f. ( -siH ) See kalaSi .		
wil	9376	karbara	residual	crossref_short	m. ( -raH ) See karvara .		
wil	9715	kastUrikA	residual	crossref_short	f. ( -kA ) See kastUrI .		
wil	10936	kulapAlikA	residual	crossref_short	f. ( -kA ) See kulapAli .		
wil	16922	tatva	residual	crossref_short	n. ( -tvaM ) See tattva .		
