dict	l_id	k1	predicted	sample_seq
pwg	9962	ikzuyoni	equivalent	193
pwg	99639	Sivajyotirvid	equivalent	194
pwg	10058	ityarTam	encyclopedic	195
pwg	101688	SrIpAda	encyclopedic	196
pwg	106567	sarj	encyclopedic	197
pwg	110866	suBUti	encyclopedic	198
pwg	112432	sUryasUri	encyclopedic	199
pwg	11268	udavasAnIya	encyclopedic	200
pwg	114057	sTiratva	encyclopedic	201
pwg	114464	sPAra	encyclopedic	202
pwg	114970	svani	encyclopedic	203
pwg	116463	hava	encyclopedic	204
pwg	117232	hIra	encyclopedic	205
pwg	117587	hemavant	encyclopedic	206
pwg	117615	hemAhva	encyclopedic	207
pwg	117804	hrada	encyclopedic	208
pwg	117833	hrasvaPala	encyclopedic	209
pwg	119296	kawuka	encyclopedic	210
pwg	119525	kuraNgaka	encyclopedic	211
pwg	121127	prasah	encyclopedic	212
pwg	122480	satyANga	encyclopedic	213
pwg	12932	fGAy	encyclopedic	214
pwg	13198	ekakapAla	encyclopedic	215
pwg	13468	ekoddizwa	encyclopedic	216
pwg	16212	kARqapawa	encyclopedic	217
pwg	171	akzaja	encyclopedic	218
pwg	1734	adfpita	encyclopedic	219
pwg	17364	kIrezwa	encyclopedic	220
pwg	18238	kuSaRqa	encyclopedic	221
pwg	19956	kroDana	encyclopedic	222
pwg	20351	kzIra	encyclopedic	223
pwg	21804	gaBIra	encyclopedic	224
pwg	22707	gurulAGava	encyclopedic	225
pwg	23739	grAmaGAta	encyclopedic	226
pwg	23919	Gawwa	encyclopedic	227
pwg	24987	carmakIla	encyclopedic	228
pwg	27157	jAgaraRa	encyclopedic	229
pwg	290	aKila	encyclopedic	230
pwg	29508	tAluSoza	encyclopedic	231
pwg	29718	tiryagga	encyclopedic	232
pwg	30145	tuvara	encyclopedic	233
pwg	30731	tya	encyclopedic	234
pwg	3248	antakft	encyclopedic	235
pwg	34415	devaganDarva	encyclopedic	236
pwg	34699	devasarasa	encyclopedic	237
pwg	35195	dyumnahUti	encyclopedic	238
pwg	36669	DArAvarza	encyclopedic	239
pwg	40779	netra	encyclopedic	240
pwg	4149	apIti	encyclopedic	241
pwg	41676	pawolaka	encyclopedic	242
pwg	42759	paricCeda	encyclopedic	243
pwg	44975	pASa	encyclopedic	244
pwg	45294	pitfzvasar	encyclopedic	245
pwg	48374	pratiprajYAti	encyclopedic	246
pwg	48875	pratyaNmuKa	encyclopedic	247
pwg	48900	pratyaBivAdana	encyclopedic	248
pwg	50170	praskandana	encyclopedic	249
pwg	50563	prARanATa	encyclopedic	250
pwg	53147	bfhannArAyaRopanizad	encyclopedic	251
pwg	56359	maYjunASI	encyclopedic	252
pwg	58004	marS	encyclopedic	253
pwg	60862	muKyArTa	encyclopedic	254
pwg	61413	mUzika	encyclopedic	255
pwg	65228	arz	encyclopedic	256
pwg	67033	ASvina	encyclopedic	257
pwg	6724	avigna	encyclopedic	258
pwg	72274	Kanitra	encyclopedic	259
pwg	74186	jambAla	encyclopedic	260
pwg	74817	tantra	encyclopedic	261
pwg	76605	DArya	encyclopedic	262
pwg	76672	Dfti	encyclopedic	263
pwg	77788	pakzapAta	encyclopedic	264
pwg	78172	pariDAna	encyclopedic	265
pwg	78664	pIyUza	encyclopedic	266
pwg	80987	yajYamus	encyclopedic	267
pwg	81344	yaTAvakASam	encyclopedic	268
pwg	85221	reRurUzita	encyclopedic	269
pwg	85396	ropaRa	encyclopedic	270
pwg	88735	vali	encyclopedic	271
pwg	89260	vahnivarRa	encyclopedic	272
pwg	89606	vAqaBIkAra	encyclopedic	273
pwg	90033	vAmya	encyclopedic	274
pwg	92538	viBvatazwa	encyclopedic	275
pwg	92672	vimfgya	encyclopedic	276
pwg	93190	vivecana	encyclopedic	277
pwg	93558	viSvamAtar	encyclopedic	278
pwg	94345	vI	encyclopedic	279
pwg	94831	vatrahatya	encyclopedic	280
pwg	97745	SanErmeha	encyclopedic	281
pwg	98396	SaSAda	encyclopedic	282
pwg	100566	SUkapiRqi	residual	283
pwg	109469	sinDukaPa	residual	284
pwg	110157	sutapAvan	residual	285
pwg	120921	putrapOtraka	residual	286
pwg	20407	kzIrasa	residual	287
pwg	21866	garAgarI	residual	288
pwg	33773	durlalitaka	residual	289
pwg	37303	nakti	residual	290
pwg	38998	niPena	residual	291
pwg	70849	kujana	residual	292
pwg	74861	tamaNga	residual	293
pwg	79991	boDacittavivaraRa	residual	294
pwg	8554	Anaquhaka	residual	295
pwg	85956	latAvalaya	residual	296
pwg	88012	vapAwikA	residual	297
pwg	96087	vESvAnarapaTa	residual	298
pwg	98163	SarIratva	residual	299
pwg	99507	SilamAnaKAna	residual	300
skd	12354	cAkacakyaM	synonym	1
skd	15970	danSa	synonym	2
skd	16940	devatAqaH	synonym	3
skd	18533	nAkulI	synonym	4
skd	21361	pAlaNkaH	synonym	5
skd	25720	maYjulaM	synonym	6
skd	28907	raktaSigruH	synonym	7
skd	29780	ruDa	synonym	8
skd	30599	loDaH	synonym	9
skd	33225	viSizwAdvEtavAdI	synonym	10
skd	33392	vizavEdyaH	synonym	11
skd	38186	sammArjjanI	synonym	12
skd	41314	haMsapAdaM	synonym	13
skd	41977	hfza	synonym	14
skd	10007	KaRqaSAKA	equivalent	15
skd	10116	Kala	equivalent	16
skd	10232	KullatAtaH	equivalent	17
skd	10275	KoliH	equivalent	18
skd	10994	guqucI	equivalent	19
skd	11289	goqumbikA	equivalent	20
skd	11434	golAsaH	equivalent	21
skd	11572	grahakallolaH	equivalent	22
skd	11757	GarGarikA	equivalent	23
skd	12139	candrakAntaM	equivalent	24
skd	13145	janakasutA	equivalent	25
skd	13458	jalukA	equivalent	26
skd	13669	jihmaSalyaH	equivalent	27
skd	13701	jIrRabuDnakaM	equivalent	28
skd	14619	tARqavapriyaH	equivalent	29
skd	15378	tokmaM	equivalent	30
skd	15644	triSfNgI	equivalent	31
skd	1584	aprApyaM	equivalent	32
skd	16843	dfQaPalaH	equivalent	33
skd	16907	dedIpyamAnaH	equivalent	34
skd	17699	DarmmavAsaraH	equivalent	35
skd	18044	DmA	equivalent	36
skd	18076	DrE	equivalent	37
skd	18758	nAlIkinI	equivalent	38
skd	1876	amizaM	equivalent	39
skd	19621	netramInA	equivalent	40
skd	19793	paNkaruw	equivalent	41
skd	20306	payasvalaH	equivalent	42
skd	20334	parajAtaH	equivalent	43
skd	20337	paraYjanaH	equivalent	44
skd	20661	paruH	equivalent	45
skd	20702	parRalatA	equivalent	46
skd	22120	pUja	equivalent	47
skd	22257	pUrvva	equivalent	48
skd	22370	pecilaH	equivalent	49
skd	2258	ardDavIkzaRaM	equivalent	50
skd	22936	pradattaM	equivalent	51
skd	23293	prahAraRaM	equivalent	52
skd	23454	prAmAdyaH	equivalent	53
skd	23800	PalendraH	equivalent	54
skd	24125	bahunAqIkaH	equivalent	55
skd	24354	bukka	equivalent	56
skd	25383	BfNgapriyA	equivalent	57
skd	25427	BfzwAnnaM	equivalent	58
skd	25599	BrezaRaM	equivalent	59
skd	26061	maDureRuH	equivalent	60
skd	26351	marutkriyA	equivalent	61
skd	27798	mfgacewakaH	equivalent	62
skd	27976	me	equivalent	63
skd	28091	melAnandA	equivalent	64
skd	2831	aSvabAlaH	equivalent	65
skd	28653	yuja	equivalent	66
skd	29094	ratikuharaM	equivalent	67
skd	29471	rAjaSayyA	equivalent	68
skd	29699	ru	equivalent	69
skd	29714	ruksadma	equivalent	70
skd	29835	rUzakaH	equivalent	71
skd	30083	laKa	equivalent	72
skd	30451	luk	equivalent	73
skd	30470	luRwa	equivalent	74
skd	30658	lohadrAvI	equivalent	75
skd	30807	vaNkaH	equivalent	76
skd	31033	vanabIjaH	equivalent	77
skd	31151	vaprI	equivalent	78
skd	31386	vardDa	equivalent	79
skd	31453	varzika	equivalent	80
skd	3168	AkalpakaH	equivalent	81
skd	31835	vAwyapuzpI	equivalent	82
skd	31855	vAtaGnI	equivalent	83
skd	32085	vAridaM	equivalent	84
skd	32275	vAhaSrezWaH	equivalent	85
skd	32423	vigrahAvaraM	equivalent	86
skd	32431	viGnakArI	equivalent	87
skd	32432	viGnanAyakaH	equivalent	88
skd	3253	AgUH	equivalent	89
skd	33118	viloqitaM	equivalent	90
skd	33206	viSAraRaM	equivalent	91
skd	33256	viSriH	equivalent	92
skd	33749	vfja	equivalent	93
skd	33791	vftraBojanaH	equivalent	94
skd	34377	vyaya	equivalent	95
skd	34576	vraRakft	equivalent	96
skd	35795	SIGragAmI	equivalent	97
skd	35858	SItasahaH	equivalent	98
skd	36099	SuSumA	equivalent	99
skd	36158	SUdraprezyaH	equivalent	100
skd	37100	zWaga	equivalent	101
skd	37589	sadaMSavadanaH	equivalent	102
skd	39287	suKA	equivalent	103
skd	39828	suSalyaH	equivalent	104
skd	40635	sTirapuzpaH	equivalent	105
skd	41127	svargalokeSaH	equivalent	106
skd	41157	svarRapadmA	equivalent	107
skd	4134	induBft	equivalent	108
skd	41514	hariScandrapuraM	equivalent	109
skd	4175	indravfkzaH	equivalent	110
skd	42065	helAvukaH	equivalent	111
skd	42095	hoqA	equivalent	112
skd	4283	Ija	equivalent	113
skd	4412	ucCizwaBojanaH	equivalent	114
skd	4593	utplavA	equivalent	115
skd	4837	unmanTaH	equivalent	116
skd	5268	UQakaNkawaH	equivalent	117
skd	5959	kawuPalaH	equivalent	118
skd	6132	kaTaNkaTikaH	equivalent	119
skd	6239	kandAluH	equivalent	120
skd	6259	kanyAkA	equivalent	121
skd	7129	kAciGaH	equivalent	122
skd	7380	kAramihikA	equivalent	123
skd	7651	kiMvadantiH	equivalent	124
skd	8199	kurumbikA	equivalent	125
skd	843	aDikardDiH	equivalent	126
skd	8451	kUja	equivalent	127
skd	8819	kelivfkzaH	equivalent	128
skd	9060	kozI	equivalent	129
skd	9484	kzAramaDyaH	equivalent	130
skd	9709	kzudrodumbarikA	equivalent	131
skd	9975	KaqI	equivalent	132
skd	1059	aniScitaH	encyclopedic	133
skd	10758	gavalaH	encyclopedic	134
skd	11116	guhA	encyclopedic	135
skd	11346	gopanIyaM	encyclopedic	136
skd	1164	anuvAkaH	encyclopedic	137
skd	12880	CagalA	encyclopedic	138
skd	12954	CAgavAhanaH	encyclopedic	139
skd	13050	jakzmaH	encyclopedic	140
skd	1315	annakozWakaH	encyclopedic	141
skd	1346	anyedyu	encyclopedic	142
skd	13477	jalOkAH	encyclopedic	143
skd	13525	jANgalaH	encyclopedic	144
skd	13696	jIrRajvaraH	encyclopedic	145
skd	13823	jeyaH	encyclopedic	146
skd	14640	tApaH	encyclopedic	147
skd	15080	tunnavAyaH	encyclopedic	148
skd	15108	tumburuH	encyclopedic	149
skd	15868	dattakaH	encyclopedic	150
skd	15967	dandaSUkaH	encyclopedic	151
skd	16807	dUzyA	encyclopedic	152
skd	17290	druRaM	encyclopedic	153
skd	17445	dvitIyaM	encyclopedic	154
skd	1754	aBIzwA	encyclopedic	155
skd	17592	DanizWA	encyclopedic	156
skd	17605	DanurDArI	encyclopedic	157
skd	17656	DaraRIsutA	encyclopedic	158
skd	17747	DAkaH	encyclopedic	159
skd	18428	nalakaM	encyclopedic	160
skd	18448	nava	encyclopedic	161
skd	18543	nAgakeSaraH	encyclopedic	162
skd	18645	nAqI	encyclopedic	163
skd	18848	nikocakaH	encyclopedic	164
skd	18919	nidigDaM	encyclopedic	165
skd	19002	niyamasevA	encyclopedic	166
skd	1923	ambazWaH	encyclopedic	167
skd	19262	niSAratnaM	encyclopedic	168
skd	19883	paYcapittaM	encyclopedic	169
skd	20071	paRyavITikA	encyclopedic	170
skd	20127	patraRA	encyclopedic	171
skd	20151	patraSAkaH	encyclopedic	172
skd	20362	param	encyclopedic	173
skd	20675	parepaM	encyclopedic	174
skd	20726	paryyantaH	encyclopedic	175
skd	21174	pAnakaM	encyclopedic	176
skd	21205	pApardDiH	encyclopedic	177
skd	21210	pApI	encyclopedic	178
skd	21741	pInasaH	encyclopedic	179
skd	21836	puRyavAn	encyclopedic	180
skd	21926	purastAt	encyclopedic	181
skd	22075	puzpavantO	encyclopedic	182
skd	22243	pUrvvarAtraH	encyclopedic	183
skd	22270	pfktaM	encyclopedic	184
skd	22700	pratigrahaH	encyclopedic	185
skd	22984	prapORqarIkaM	encyclopedic	186
skd	22990	prabalaH	encyclopedic	187
skd	23251	prasevaH	encyclopedic	188
skd	23442	prAptaH	encyclopedic	189
skd	23476	prAleyaM	encyclopedic	190
skd	23662	plihA	encyclopedic	191
skd	23820	PAH	encyclopedic	192
skd	23895	bakapaYcakaM	encyclopedic	193
skd	24203	bahusvanaH	encyclopedic	194
skd	24238	bADaH	encyclopedic	195
skd	24482	brahmayonI	encyclopedic	196
skd	2486	avapAtaH	encyclopedic	197
skd	24908	BAgineyaH	encyclopedic	198
skd	24925	BARqAgAraH	encyclopedic	199
skd	25027	BAsantaH	encyclopedic	200
skd	25354	BUSayaH	encyclopedic	201
skd	25397	BfNgAraH	encyclopedic	202
skd	25570	BrAtrIyaH	encyclopedic	203
skd	25698	maYcakaH	encyclopedic	204
skd	25834	matteBagamanA	encyclopedic	205
skd	26396	markawenduH	encyclopedic	206
skd	26444	malayajaM	encyclopedic	207
skd	26868	mahAsAntapanaM	encyclopedic	208
skd	27601	muniH	encyclopedic	209
skd	28001	meGapuzpaH	encyclopedic	210
skd	28146	mocaH	encyclopedic	211
skd	28727	yogapawwaM	encyclopedic	212
skd	29175	ranDanaM	encyclopedic	213
skd	29467	rAjavAhyaH	encyclopedic	214
skd	29703	ruk	encyclopedic	215
skd	2987	asuH	encyclopedic	216
skd	30003	rohiRyazwamI	encyclopedic	217
skd	30331	lAkzAprasAdanaH	encyclopedic	218
skd	30701	lOhamalaM	encyclopedic	219
skd	3086	asvaraH	encyclopedic	220
skd	30890	vajrI	encyclopedic	221
skd	30950	vataRqaH	encyclopedic	222
skd	31127	vanyaM	encyclopedic	223
skd	31353	varRi	encyclopedic	224
skd	31861	vAtapramIH	encyclopedic	225
skd	32364	vikfzwakAlaH	encyclopedic	226
skd	32456	vicAritaH	encyclopedic	227
skd	32490	vijayaH	encyclopedic	228
skd	32540	viwaH	encyclopedic	229
skd	32589	vitaraRaM	encyclopedic	230
skd	3279	AcamanIyaM	encyclopedic	231
skd	32995	viyat	encyclopedic	232
skd	33273	viSvakSenA	encyclopedic	233
skd	33600	vIjamAtfkA	encyclopedic	234
skd	33754	vfjinaH	encyclopedic	235
skd	34066	veDanI	encyclopedic	236
skd	34145	vehAraH	encyclopedic	237
skd	34232	vEnayikaH	encyclopedic	238
skd	34343	vyaNgyaH	encyclopedic	239
skd	34468	vyApakaH	encyclopedic	240
skd	34823	SatakumBaH	encyclopedic	241
skd	34828	SataGnI	encyclopedic	242
skd	35376	SAradaH	encyclopedic	243
skd	35591	SipivizwaH	encyclopedic	244
skd	35686	SilodBavaM	encyclopedic	245
skd	36080	SuBraM	encyclopedic	246
skd	36223	SUlI	encyclopedic	247
skd	36257	SfNgAwakaM	encyclopedic	248
skd	37247	saMsfzwaH	encyclopedic	249
skd	37392	saNKyAtaM	encyclopedic	250
skd	37444	sajAtiH	encyclopedic	251
skd	37504	satIrTyaH	encyclopedic	252
skd	38150	sambanDI	encyclopedic	253
skd	3831	AvAhanI	encyclopedic	254
skd	38374	sarvvaTA	encyclopedic	255
skd	38845	sArA	encyclopedic	256
skd	38902	sAvitrIvrataM	encyclopedic	257
skd	39112	siDmaM	encyclopedic	258
skd	39163	sipraH	encyclopedic	259
skd	40187	sEranDrI	encyclopedic	260
skd	40472	stuBaH	encyclopedic	261
skd	41074	svapanaM	encyclopedic	262
skd	41149	svarRagrIvA	encyclopedic	263
skd	41192	svalpakeSarI	encyclopedic	264
skd	41386	hanta	encyclopedic	265
skd	4358	ukza	encyclopedic	266
skd	47	akarttavyaM	encyclopedic	267
skd	4847	unmuKaH	encyclopedic	268
skd	4880	upaGnaH	encyclopedic	269
skd	4958	upayAcitaM	encyclopedic	270
skd	5307	UrdDvakaH	encyclopedic	271
skd	5472	ekapatnI	encyclopedic	272
skd	5596	EReyaM	encyclopedic	273
skd	5844	kaccaraM	encyclopedic	274
skd	6607	karRaH	encyclopedic	275
skd	7446	kAlakawaNkawaH	encyclopedic	276
skd	7638	kAsUH	encyclopedic	277
skd	7930	kuwI	encyclopedic	278
skd	8073	kundaraH	encyclopedic	279
skd	815	aDamarRikaH	encyclopedic	280
skd	8266	kulAyaH	encyclopedic	281
skd	8880	kesaraH	encyclopedic	282
skd	8901	kEtakaM	encyclopedic	283
skd	9072	kOYjAyanI	encyclopedic	284
skd	9424	kzattriyI	encyclopedic	285
skd	9536	kzipaRyuH	encyclopedic	286
skd	9735	kzura	encyclopedic	287
skd	9909	KagAntakaH	encyclopedic	288
skd	23857.01	PenI	residual	289
skd	23889.01	vaka	residual	290
skd	23891.01	vakaciYcikA	residual	291
skd	24064.01	valipriyaH	residual	292
skd	24075.01	valI	residual	293
skd	24242.01	vADitaH	residual	294
skd	32291.01	bAhyendriyaM	residual	295
skd	32819.01	bindupatraH	residual	296
skd	33942.01	bfhattvak	residual	297
skd	33964.01	bfhadrAvI	residual	298
skd	39209.01	SIraH	residual	299
skd	39211.01	SIraDvajaH	residual	300
vcp	1385	aDoBuvana	synonym	1
vcp	20103	cetoMSu	synonym	2
vcp	26720	dvipAtra	synonym	3
vcp	28462	nAntra	synonym	4
vcp	31712	pAna	synonym	5
vcp	33451	prakAlana	synonym	6
vcp	38533	mfgarasA	synonym	7
vcp	41912	vizaGna	synonym	8
vcp	42251	vfScika	synonym	9
vcp	427	agrediDizu	synonym	10
vcp	42760	vyomamudgara	synonym	11
vcp	45436	samUhanI	synonym	12
vcp	45998	sAraNga	synonym	13
vcp	46001	sAraRa	synonym	14
vcp	47778	hanu	synonym	15
vcp	7790	ASramavAsa	synonym	16
vcp	10289	UrdDvacaraRa	equivalent	17
vcp	10368	fkCas	equivalent	18
vcp	11009	Oqa	equivalent	19
vcp	11300	kaNkaSatru	equivalent	20
vcp	11388	kawaMvarA	equivalent	21
vcp	11503	kaqamba	equivalent	22
vcp	11567	kaRwavfkza	equivalent	23
vcp	11614	kaRqvoGa	equivalent	24
vcp	11772	kandAQya	equivalent	25
vcp	11909	kapIvaha	equivalent	26
vcp	12039	karagraha	equivalent	27
vcp	13083	kAmaSara	equivalent	28
vcp	13099	kAmAnaSana	equivalent	29
vcp	1362	aDUmaka	equivalent	30
vcp	13853	kuYjAdi	equivalent	31
vcp	1403	aDyavasAyin	equivalent	32
vcp	14205	kuraRwa	equivalent	33
vcp	15308	kORqAgnaka	equivalent	34
vcp	15542	krimija	equivalent	35
vcp	15964	kzIravallI	equivalent	36
vcp	16123	kzuramuRqin	equivalent	37
vcp	16258	Kagendra	equivalent	38
vcp	1636	anAkAra	equivalent	39
vcp	16498	Kalevusa	equivalent	40
vcp	17626	guqaSigru	equivalent	41
vcp	18570	grAmyavallaBA	equivalent	42
vcp	18805	GuRa	equivalent	43
vcp	18976	cakradatta	equivalent	44
vcp	19018	cakraliptA	equivalent	45
vcp	19221	catuScatvAriMSat	equivalent	46
vcp	19567	cAwupawu	equivalent	47
vcp	19919	cirasUtA	equivalent	48
vcp	20346	Cidira	equivalent	49
vcp	207	aKinna	equivalent	50
vcp	20895	jalavallI	equivalent	51
vcp	21311	jIvanaka	equivalent	52
vcp	21478	jYA	equivalent	53
vcp	24306	dantakAzWaka	equivalent	54
vcp	24326	dantamala	equivalent	55
vcp	24342	dantaSaWa	equivalent	56
vcp	25273	duHzUti	equivalent	57
vcp	25634	dUradfS	equivalent	58
vcp	25718	dfQalatA	equivalent	59
vcp	2572	apacyuta	equivalent	60
vcp	25758	dfPa	equivalent	61
vcp	25763	dfmicaRqeSvara	equivalent	62
vcp	26754	dvirAtrIRa	equivalent	63
vcp	27002	DaraRapriyA	equivalent	64
vcp	27013	DaraRISvara	equivalent	65
vcp	27028	DarttUra	equivalent	66
vcp	27189	DAtupArAyaRa	equivalent	67
vcp	28254	nasatta	equivalent	68
vcp	28684	nikzA	equivalent	69
vcp	2968	apomaya	equivalent	70
vcp	29878	nOkAdaRqa	equivalent	71
vcp	30641	payoDArA	equivalent	72
vcp	30666	paracCanda	equivalent	73
vcp	31301	palAladohada	equivalent	74
vcp	31641	pAToniDi	equivalent	75
vcp	31843	pAriDeya	equivalent	76
vcp	31999	pika	equivalent	77
vcp	32310	pItayUTI	equivalent	78
vcp	32363	pIva	equivalent	79
vcp	33231	peQAna	equivalent	80
vcp	33285	pEtta	equivalent	81
vcp	33324	potu	equivalent	82
vcp	33731	pratiparRaSiPA	equivalent	83
vcp	33818	pratiSAsana	equivalent	84
vcp	34535	prAkPAlguna	equivalent	85
vcp	34770	prAvawa	equivalent	86
vcp	34795	prAveSika	equivalent	87
vcp	35345	balAtkAra	equivalent	88
vcp	35490	bADA	equivalent	89
vcp	36078	BaNgi	equivalent	90
vcp	36079	BaNgiman	equivalent	91
vcp	36333	Bazaka	equivalent	92
vcp	37197	makzikAsana	equivalent	93
vcp	37362	maRqalAkfta	equivalent	94
vcp	37521	madyapuzpA	equivalent	95
vcp	37572	maDurAmlaka	equivalent	96
vcp	38090	mAtAmaha	equivalent	97
vcp	38325	muktAprAlamba	equivalent	98
vcp	38654	medaskft	equivalent	99
vcp	38703	mEnAka	equivalent	100
vcp	39009	yAzwIka	equivalent	101
vcp	39094	yogyA	equivalent	102
vcp	39136	raktakanda	equivalent	103
vcp	39258	raNgAri	equivalent	104
vcp	39268	rajana	equivalent	105
vcp	39393	rasa	equivalent	106
vcp	39530	rAjaSAka	equivalent	107
vcp	39703	ruja	equivalent	108
vcp	39835	roDa	equivalent	109
vcp	39936	laGaw	equivalent	110
vcp	40299	lOhaja	equivalent	111
vcp	40694	vardDa	equivalent	112
vcp	40781	valBa	equivalent	113
vcp	40889	vasvOkasArA	equivalent	114
vcp	40911	vahnikAzWa	equivalent	115
vcp	41906	viz	equivalent	116
vcp	41971	vizkala	equivalent	117
vcp	42162	vfkArAti	equivalent	118
vcp	42420	vepana	equivalent	119
vcp	42615	vyaTA	equivalent	120
vcp	43565	SivatAti	equivalent	121
vcp	43775	SuWa	equivalent	122
vcp	43907	SUlagranTi	equivalent	123
vcp	44084	SORqin	equivalent	124
vcp	44162	SranTa	equivalent	125
vcp	4445	arTasaMgraha	equivalent	126
vcp	4491	ardDadrORika	equivalent	127
vcp	45056	sana	equivalent	128
vcp	45295	samADmAta	equivalent	129
vcp	45619	sarpAkzI	equivalent	130
vcp	4607	alaNkarmmIRa	equivalent	131
vcp	46283	sukARqin	equivalent	132
vcp	46449	supaTin	equivalent	133
vcp	46464	supuzkarA	equivalent	134
vcp	46524	sumeru	equivalent	135
vcp	46578	surarzi	equivalent	136
vcp	46691	suzi	equivalent	137
vcp	47312	snuta	equivalent	138
vcp	47518	svaguptA	equivalent	139
vcp	47830	hariRANka	equivalent	140
vcp	48170	hUrcCana	equivalent	141
vcp	48328	hrasvagarBa	equivalent	142
vcp	48336	hrasvaSAKASiPa	equivalent	143
vcp	4999	avalokita	equivalent	144
vcp	5049	avasfzwa	equivalent	145
vcp	5099	avAgra	equivalent	146
vcp	5198	avinDya	equivalent	147
vcp	7245	Amupa	equivalent	148
vcp	7925	AstAra	equivalent	149
vcp	8145	itikaTA	equivalent	150
vcp	8322	indriyasaMprayoga	equivalent	151
vcp	8779	utkAkA	equivalent	152
vcp	8880	uttarasADaka	equivalent	153
vcp	10065	urubila	encyclopedic	154
vcp	10169	uzadgu	encyclopedic	155
vcp	10210	uzRIza	encyclopedic	156
vcp	10215	uzman	encyclopedic	157
vcp	10235	Uta	encyclopedic	158
vcp	10282	UrdDakarmman	encyclopedic	159
vcp	10319	UrdDvaSozam	encyclopedic	160
vcp	10465	ftIya	encyclopedic	161
vcp	10887	Etihya	encyclopedic	162
vcp	10901	Endri	encyclopedic	163
vcp	12249	karRacCidra	encyclopedic	164
vcp	12254	karRRatAla	encyclopedic	165
vcp	12323	karRRopakarRRikA	encyclopedic	166
vcp	12415	karmmaSAlA	encyclopedic	167
vcp	12699	kazAyin	encyclopedic	168
vcp	13170	kAraRqava	encyclopedic	169
vcp	13221	kArttasvara	encyclopedic	170
vcp	13404	kAlADyakza	encyclopedic	171
vcp	13582	kiMyu	encyclopedic	172
vcp	13791	kukkuwamaRqapa	encyclopedic	173
vcp	14171	kumBasarpis	encyclopedic	174
vcp	1418	aDyAropa	encyclopedic	175
vcp	14256	kula	encyclopedic	176
vcp	1453	aDvAntaSAtrava	encyclopedic	177
vcp	1454	aDvAyana	encyclopedic	178
vcp	14552	kUwaSAlmali	encyclopedic	179
vcp	1470	anaGa	encyclopedic	180
vcp	14804	kfzRa	encyclopedic	181
vcp	15226	koSa	encyclopedic	182
vcp	15676	klada	encyclopedic	183
vcp	15859	kzArameha	encyclopedic	184
vcp	16505	KallIwa	encyclopedic	185
vcp	16616	Kulaka	encyclopedic	186
vcp	1671	anADfzya	encyclopedic	187
vcp	17027	ganDarasa	encyclopedic	188
vcp	17222	garBavAsa	encyclopedic	189
vcp	17340	gavyayI	encyclopedic	190
vcp	1750	anirjYAta	encyclopedic	191
vcp	17729	gupta	encyclopedic	192
vcp	17757	gurupatnI	encyclopedic	193
vcp	17916	gfhabali	encyclopedic	194
vcp	1816	anuguRa	encyclopedic	195
vcp	18246	govikarttf	encyclopedic	196
vcp	1831	anujAta	encyclopedic	197
vcp	18392	gOrizakya	encyclopedic	198
vcp	19436	carama	encyclopedic	199
vcp	19506	caryyA	encyclopedic	200
vcp	19901	cirajAta	encyclopedic	201
vcp	19959	cihla	encyclopedic	202
vcp	20990	jalpana	encyclopedic	203
vcp	21560	jyotsnA	encyclopedic	204
vcp	22241	taratsama	encyclopedic	205
vcp	23301	tfmPAdi	encyclopedic	206
vcp	23609	triguRI	encyclopedic	207
vcp	23830	trizaMvatsara	encyclopedic	208
vcp	24012	tvacya	encyclopedic	209
vcp	24586	daSasAhasrika	encyclopedic	210
vcp	25008	divAnDa	encyclopedic	211
vcp	25186	dIrGadru	encyclopedic	212
vcp	2594	apatrapA	encyclopedic	213
vcp	25973	devayAvan	encyclopedic	214
vcp	26000	devavidyA	encyclopedic	215
vcp	26498	druhyu	encyclopedic	216
vcp	26687	dvitra	encyclopedic	217
vcp	26851	dvEyahakAlya	encyclopedic	218
vcp	26925	DanADipati	encyclopedic	219
vcp	27180	DAtu	encyclopedic	220
vcp	27249	DAmakeSin	encyclopedic	221
vcp	27450	DUmralocana	encyclopedic	222
vcp	27659	Dvanana	encyclopedic	223
vcp	2836	apAMsaDim	encyclopedic	224
vcp	28403	nAwyaSAlA	encyclopedic	225
vcp	29041	nirRikta	encyclopedic	226
vcp	29359	nizWAnaka	encyclopedic	227
vcp	29391	nizpraBa	encyclopedic	228
vcp	29801	nEpuRa	encyclopedic	229
vcp	3093	aprAptA	encyclopedic	230
vcp	31284	palaBA	encyclopedic	231
vcp	31793	pAradArika	encyclopedic	232
vcp	3212	aBakzya	encyclopedic	233
vcp	32268	pIWamardda	encyclopedic	234
vcp	33053	pUrvAnilaH	encyclopedic	235
vcp	33131	pfTu	encyclopedic	236
vcp	33255	pezaRa	encyclopedic	237
vcp	33473	prakxpti	encyclopedic	238
vcp	3368	aBiprajYA	encyclopedic	239
vcp	34207	pramodana	encyclopedic	240
vcp	34383	prasakzin	encyclopedic	241
vcp	34455	prastAva	encyclopedic	242
vcp	34649	prARidyUta	encyclopedic	243
vcp	34654	prAReSa	encyclopedic	244
vcp	34658	prAtaHsanDyA	encyclopedic	245
vcp	35937	brahmasU	encyclopedic	246
vcp	36100	BawwAra	encyclopedic	247
vcp	36522	BikzA	encyclopedic	248
vcp	37827	maskarin	encyclopedic	249
vcp	3839	amukti	encyclopedic	250
vcp	39293	raRqASramin	encyclopedic	251
