pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
214853	7-323-b	utsahanA	utsahanā	nearform1.00		utsAhana		utsAhana	covered-by-fold-twin-flagged	2	bhs;sch	0		0	0	114	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
214859	7-323-c	utsfzwaloman	utsṛṣṭaloman	NO-MATCH	A		A:utsfjya;A:utsekin		confirmed-missing	2	md;sch	0		0	0	44	
214863	7-323-c	udakakamaRqalu	udakakamaṇḍalu	NO-MATCH	A		B:utsrotas;A:udakakfcCra		confirmed-missing	1	sch	0		0	0	46	
214865	7-323-c	udakakftya	udakakṛtya	NO-MATCH	A		A:udakakfcCra;B:udakagAha		confirmed-missing	1	sch	0		0	0	42	
214867	7-323-c	udakapAtra	udakapātra	nearform0.90		udarapAtra		udarapAtra	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'udarapAtra' is a separate pw.txt entry at 1-229-a (candidate at 7-323-c) carrying its own distinct sense - omission stands
214869	7-323-c	udakapeya	udakapeya	NO-MATCH	B		B:udakapUrva		confirmed-missing	1	sch	0		0	0	94	
214870	7-323-c	udakamaRi	udakamaṇi	NO-MATCH	A		A:udakarakzikA		confirmed-missing	2	bhs;sch	0		0	0	41	
214876	7-323-c	udakaprasravaRa	udakaprasravaṇa	nearform0.97		udakprasravaRa		udakprasravaRa	near-form-needs-eyes	0		0		0	0	47	
214877	7-323-c	udakaprasravaRAnvita	udakaprasravaṇānvita	nearform0.97		udakprasravaRAnvita		udakprasravaRAnvita	near-form-needs-eyes	0		0		0	0	52	
214879	7-323-c	udakiSaras	udakiśaras	nearform0.84		udakSiras		udakSiras	near-form-needs-eyes	0		0		0	0	42	
214881	7-323-c	udagapavarga	udagapavarga	stem				udagapavargam	covered-by-MW-stem-form	1	sch	0		0	0	63	
214883	7-323-c	udagvaMSa	udagvaṃśa	nearform0.82		udagdaSa		udagdaSa	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'udagdaSa' is a separate pw.txt entry at 1-227-c (candidate at 7-323-c) carrying its own distinct sense - omission stands
214887	7-323-c	udacana	udacana	nearform0.93		udaYcana		udaYcana	near-form-needs-eyes	1	sch	0		1	0	39	auto-confirm withheld: candidate's own pw entry equates it to the near form (udaYcana) - variant/editorial call, not a clean omission
214898	7-323-c	udaraBedin	udarabhedin	nearform0.80		upalaBedin		upalaBedin	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'upalaBedin' is a separate pw.txt entry at 1-244-a (candidate at 7-323-c) carrying its own distinct sense - omission stands
214909	7-323-d	udApu	udāpu	stem				udAp;udApi	covered-by-MW-stem-form	2	sch;vcp	0		0	0	37	
214911	7-323-d	udAyuvana	udāyuvana	nearform0.82		udBAvana		udBAvana	confirmed-missing	1	sch	0		1	0	41	add-check:auto-confirmed-false-friend: near form 'udBAvana' is a separate pw.txt entry at 1-233-c (candidate at 7-323-d) carrying its own distinct sense - omission stands
214913	7-323-d	udAracaritra	udāracaritra	nearform0.96		udAracarita		udAracarita	near-form-needs-eyes	1	sch	0		0	0	63	auto-confirm withheld: candidate's own pw entry equates it to the near form (udAracarita) - variant/editorial call, not a clean omission
214916	7-323-d	udAsitar	udāsitar	nearform0.88		udAsTita		udAsTita	confirmed-missing	1	sch	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'udAsTita' is a separate pw.txt entry at 1-230-b (candidate at 7-323-d) carrying its own distinct sense - omission stands
214918	7-323-d	udAharaRI	udāharaṇī	stem				udAharaRa	covered-by-MW-stem-form	1	sch	0		0	0	41	
214924	7-323-d	udIcInapAda	udīcīnapāda	NO-MATCH	B		B:uditvara		confirmed-missing	1	sch	0		0	0	43	
214925	7-323-d	udubrahmIya	udubrahmīya	NO-MATCH	A		A:udumbara		confirmed-missing	1	sch	0		1	0	177	
214927	7-323-d	udumbaraparRI	udumbaraparṇī	nearform0.92		uqumbaraparRI		uqumbaraparRI	near-form-needs-eyes	6	pwg;sch;shs;skd;wil;yat	0		0	0	48	
214929	7-323-d	udetos	udetos	NO-MATCH	A		A:udUrmi		confirmed-missing	4	cae;ccs;md;sch	0		0	0	45	
214930	7-323-d	udgamadoza	udgamadoṣa	NO-MATCH	B		B:udgamanIya		confirmed-missing	1	sch	0		0	0	42	
214932	7-323-d	udgAna	udgāna	nearform0.91		udAna		udAna	near-form-needs-eyes	1	sch	0		0	0	38	auto-confirm withheld: a case-folded MW headword exists (Akalita/akalita trap: SLP1 case is phonemic) - needs eyes
214934	7-323-d	udguRWikA	udguṇṭhikā	NO-MATCH	B		B:udgAra		confirmed-missing	1	bhs	1	263,17	0	0	150	
214935	7-323-d	udguraRa	udguraṇa	nearform0.93		udgUrRa		udgUrRa	confirmed-missing	2	bhs;sch	1	261,53	0	0	137	add-check:auto-confirmed-false-friend: near form 'udgUrRa' is a separate pw.txt entry at 2-295-b (candidate at 7-323-d) carrying its own distinct sense - omission stands
214936	7-324-a	udgUrayitar	udgūrayitar	nearform0.86		udgUrayitf		udgUrayitf	near-form-needs-eyes	1	sch	0		0	0	43	
214938	7-324-a	udgrahItavya	udgrahītavya	NO-MATCH	A		A:udgUrRa		confirmed-missing	1	sch	0		0	0	44	
214939	7-324-a	udgrAhiRikA	udgrāhiṇikā	nearform0.91		udgrAhaRikA		udgrAhaRikA	confirmed-missing	1	sch	0		0	0	81	add-check:auto-confirmed-false-friend: near form 'udgrAhaRikA' is a separate pw.txt entry at 1-231-b (candidate at 7-324-a) carrying its own distinct sense - omission stands
214940	7-324-a	udGawaka	udghaṭaka	nearform1.00		udGAwaka		udGAwaka	covered-by-fold-twin-flagged	2	bhs;sch	0		1	0	122	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
214942	7-324-a	udGAtikA	udghātikā	nearform0.88		udGAtaka		udGAtaka	confirmed-missing	2	bhs;sch	0		0	0	112	add-check:auto-confirmed-false-friend: near form 'udGAtaka' is a separate pw.txt entry at 1-231-c (candidate at 7-324-a) carrying its own distinct sense - omission stands
214944	7-324-a	uddarpa	uddarpa	NO-MATCH	B		B:udGuzwa;B:uddAna		confirmed-missing	3	md;sch;stc	0		1	0	39	
214950	7-324-a	udDartavE	uddhartavai	nearform0.84		udDartavya		udDartavya	confirmed-missing	1	sch	0		0	0	72	add-check:auto-confirmed-false-friend: near form 'udDartavya' is a separate pw.txt entry at 1-233-a (candidate at 7-324-a) carrying its own distinct sense - omission stands
214955	7-324-a	udDUtatva	uddhūtatva	nearform0.89		udBUtatva		udBUtatva	confirmed-missing	1	sch	0		0	0	107	add-check:auto-confirmed-false-friend: near form 'udBUtatva' is a separate pw.txt entry at 4-296-c (candidate at 7-324-a) carrying its own distinct sense - omission stands
214956	7-324-a	udDftakaWina	uddhṛtakaṭhina	NO-MATCH	B		B:udbarhis		confirmed-missing	1	sch	1	281,204	0	0	131	
214960	7-324-a	udBija	udbhija	stem				udBij	covered-by-MW-stem-form	5	pwg;sch;shs;wil;yat	0		0	0	72	
214964	7-324-a	udBUtarUpakAraRatAvAda	udbhūtarūpakāraṇatāvāda	NO-MATCH	B		B:udBUtatva		confirmed-missing	2	acc;sch	0		0	0	54	
214965	7-324-a	udBUtasparSavant	udbhūtasparśavant	nearform0.97		udBUtasparSavat		udBUtasparSavat	near-form-needs-eyes	1	sch	0		0	0	48	
214967	7-324-a	udyatahoma	udyatahoma	NO-MATCH	B		B:udman		confirmed-missing	1	sch	0		0	0	42	
214968	7-324-a	udyamam	udyamam	stem				udyama	covered-by-MW-stem-form	1	sch	0		0	1	40	
214969	7-324-a	udyApanaviDAna	udyāpanavidhāna	NO-MATCH	B		B:udyAva		confirmed-missing	2	acc;sch	0		0	0	65	
214971	7-324-a	udyUTikAgamana	udyūthikāgamana	NO-MATCH	B		B:udyAva		confirmed-missing	1	sch	1	261	0	0	187	
214972	7-324-b	udyojaka	udyojaka	nearform0.82		uddyotaka		uddyotaka	confirmed-missing	2	sch;vcp	0		1	0	105	add-check:auto-confirmed-false-friend: near form 'uddyotaka' is a separate pw.txt entry at 1-232-c (candidate at 7-324-b) carrying its own distinct sense - omission stands
214977	7-324-b	udvaditos	udvaditos	NO-MATCH	A		A:udroka;B:udvapanI		confirmed-missing	1	sch	0		0	0	42	
214983	7-324-b	udvijitavya	udvijitavya	NO-MATCH	A		B:udvAsya;A:udvecam		confirmed-missing	3	md;sch;stc	0		0	0	43	
214992	7-324-b	unmattIkaraRa	unmattīkaraṇa	nearform0.80		unmuKIkaraRa		unmuKIkaraRa	confirmed-missing	1	sch	0		1	0	45	add-check:auto-confirmed-false-friend: near form 'unmuKIkaraRa' is a separate pw.txt entry at 1-236-c (candidate at 7-324-b) carrying its own distinct sense - omission stands
214996	7-324-b	unmAdacikitsApawala	unmādacikitsāpaṭala	NO-MATCH	A		B:unmAdaka;A:unmAdin		confirmed-missing	2	acc;sch	0		0	0	51	
215001	7-324-b	unmInaketana	unmīnaketana	NO-MATCH	B		B:unmizita;B:unmukti		confirmed-missing	1	sch	0		0	0	44	
215004	7-324-b	unmUrDan	unmūrdhan	NO-MATCH	A		B:unmuKa;A:unmokzA		confirmed-missing	3	md;sch;stc	0		0	0	40	
215014	7-324-c	upakftimant	upakṛtimant	nearform0.95		upakftimat		upakftimat	near-form-needs-eyes	2	ben;sch	0		0	0	43	
215026	7-324-c	upacAyaka	upacāyaka	nearform0.95		upacAyyaka		upacAyyaka	near-form-needs-eyes	2	bhs;sch	1	126	1	0	89	auto-confirm withheld: near form is a pw cross-reference entry with no own sense
215032	7-324-c	upajIka	upajīka	stem				upajIkA	covered-by-MW-stem-form	6	ap;ap90;mw72;pwg;sch;vcp	0		1	0	106	
215033	7-324-c	upajIvita	upajīvita	stem				upajIvitf	covered-by-MW-stem-form	2	bhs;sch	0		0	0	126	
215034	7-324-c	upajIvitar	upajīvitar	nearform0.84		upajIvitf		upajIvitf	near-form-needs-eyes	1	sch	0		0	0	45	
215037	7-324-c	upanapana	upanapana	nearform0.89		upanahana		upanahana	confirmed-missing	0		0		0	0	98	add-check:auto-confirmed-false-friend: near form 'upanahana' is a separate pw.txt entry at 1-240-c (candidate at 7-324-c) carrying its own distinct sense - omission stands
215038	7-324-c	upatapant	upatapant	nearform0.94		upatapat		upatapat	near-form-needs-eyes	2	pwg;sch	0		1	0	45	
215039	7-324-d	upatulA	upatulā	nearform0.86		upatEla		upatEla	confirmed-missing	3	ap;pwg;sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'upatEla' is a separate pw.txt entry at 1-239-c (candidate at 7-324-d) carrying its own distinct sense - omission stands
215044	7-324-d	upadeSavivaraRa	upadeśavivaraṇa	NO-MATCH	B		B:upadeSaratnamAlA		confirmed-missing	1	sch	0		0	0	99	
215045	7-324-d	upadrazwrikA	upadraṣṭrikā	nearform0.87		upadrazwfkA		upadrazwfkA	near-form-needs-eyes	1	sch	0		0	0	45	
215046	7-324-d	upadrotar	upadrotar	nearform0.82		upadruta		upadruta	confirmed-missing	2	bhs;sch	1	146	0	0	110	add-check:auto-confirmed-false-friend: near form 'upadruta' is a separate pw.txt entry at 1-240-a (candidate at 7-324-d) carrying its own distinct sense - omission stands
215050	7-324-d	upaDivAra	upadhivāra	NO-MATCH	A		A:upaDi;A:upaDenu		confirmed-missing	2	bhs;sch	0		0	0	219	
215053	7-324-d	upanaptar	upanaptar	nearform0.84		upaGnataru		upaGnataru	near-form-needs-eyes	1	sch	0		0	0	41	
215054	7-324-d	upanAgaraka	upanāgaraka	nearform0.91		upanAgarikA		upanAgarikA	near-form-needs-eyes	1	sch	0		0	0	43	
215055	7-324-d	upanABi	upanābhi	nearform0.80		upanAyin		upanAyin	confirmed-missing	2	sch;stc	0		1	1	85	add-check:auto-confirmed-false-friend: near form 'upanAyin' is a separate pw.txt entry at 5-250-b (candidate at 7-324-d) carrying its own distinct sense - omission stands
215056	7-324-d	upanAma	upanāma	stem				upanAman	covered-by-MW-stem-form	1	sch	0		0	0	39	
215057	7-324-d	upanAyikam	upanāyikam	stem				upanAyika	covered-by-MW-stem-form	1	sch	0		0	0	130	
215065	7-324-d	upaniSA	upaniśā	stem				upaniSam	covered-by-MW-stem-form	2	bhs;sch	0		0	0	91	
215067	7-324-d	upanItirAga	upanītirāga	NO-MATCH	B		B:upanizad		confirmed-missing	0		0		0	0	43	
215068	7-324-d	upanIvi	upanīvi	nearform0.93		upaniviS		upaniviS	near-form-needs-eyes	2	sch;stc	0		1	1	59	
215072	7-324-d	upapadyaparinirvAyin	upapadyaparinirvāyin	NO-MATCH	A		A:upapatti		confirmed-missing	1	sch	1	46	0	0	171	
215073	7-325-a	upapayoDi	upapayodhi	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	86	
215074	7-325-a	upaparIkzaka	upaparīkṣaka	nearform0.92		upaparIkzaRa		upaparIkzaRa	confirmed-missing	2	bhs;sch	0		1	0	105	add-check:auto-confirmed-false-friend: near form 'upaparIkzaRa' is a separate pw.txt entry at 1-241-b (candidate at 7-325-a) carrying its own distinct sense - omission stands
215075	7-325-a	upaparIkzitavya	upaparīkṣitavya	nearform0.80		upalakzayitavya		upalakzayitavya	confirmed-missing	1	sch	1	245,1047	0	0	107	add-check:auto-confirmed-false-friend: near form 'upalakzayitavya' is a separate pw.txt entry at 1-243-c (candidate at 7-325-a) carrying its own distinct sense - omission stands
215077	7-325-a	upaprasannarzi	upaprasannarṣi	NO-MATCH	A		A:upapAyana		confirmed-missing	1	sch	0		0	0	46	
215078	7-325-a	upaprAtar	upaprātar	nearform0.89		upaprApta		upaprApta	near-form-needs-eyes	1	sch	0		0	0	41	
215081	7-325-a	upaBogadeha	upabhogadeha	NO-MATCH	A		A:upabilam;B:upamaDyamA		confirmed-missing	1	sch	0		0	0	107	
215084	7-325-a	upamarditatva	upamarditatva	NO-MATCH	A		A:upamanTana		confirmed-missing	1	sch	0		0	0	45	
215085	7-325-a	upamAtar	upamātar	nearform0.88		upamantr		upamantr	near-form-needs-eyes	2	pwg;sch	0		0	0	43	
215087	7-325-a	upamuKa	upamukha	stem				upamuKam	covered-by-MW-stem-form	1	sch	0		0	0	124	
215089	7-325-a	upayuktatamatva	upayuktatamatva	NO-MATCH	A		B:upayama;A:upayoga		confirmed-missing	1	sch	0		0	0	47	
215093	7-325-a	uparamam	uparamam	stem				uparama	covered-by-MW-stem-form	1	sch	0		0	1	100	
215094	7-325-a	uparAgavant	uparāgavant	nearform0.95		uparAgavat		uparAgavat	near-form-needs-eyes	1	sch	0		0	0	43	
215097	7-325-a	uparima	uparima	nearform0.86		uparAma		uparAma	confirmed-missing	2	bhs;sch	1	15	1	0	88	add-check:auto-confirmed-false-friend: near form 'uparAma' is a separate pw.txt entry at 1-243-a (candidate at 7-325-a) carrying its own distinct sense - omission stands
215102	7-325-a	uparizwAdAsecanavant	upariṣṭādāsecanavant	NO-MATCH	B		B:uparizwAtsvAhAkAra;B:uparizwAdudarka		confirmed-missing	1	sch	0		0	0	52	
215104	7-325-a	uparizwAddEkza	upariṣṭāddaikṣa	nearform0.83		uparizwAdudarka		uparizwAdudarka	confirmed-missing	1	sch	0		0	0	46	add-check:auto-confirmed-false-friend: near form 'uparizwAdudarka' is a separate pw.txt entry at 3-257-b (candidate at 7-325-a) carrying its own distinct sense - omission stands
215109	7-325-a	upalakzitavESizyajYAna	upalakṣitavaiśiṣyajñāna	NO-MATCH	A		A:uparudita;A:upalakzmI		confirmed-missing	1	sch	0		0	0	54	
215112	7-325-b	upavaktar	upavaktar	nearform0.82		uparakta		uparakta	confirmed-missing	3	fri;pwg;sch	0		0	1	79	add-check:auto-confirmed-false-friend: near form 'uparakta' is a separate pw.txt entry at 5-250-b (candidate at 7-325-b) carrying its own distinct sense - omission stands
215121	7-325-b	upavIRay	upavīṇay	stem				upavIRaya	covered-by-MW-stem-form	2	pwg;sch	0		1	0	106	
215122	7-325-b	upavItitva	upavītitva	nearform0.84		upavIjita		upavIjita	near-form-needs-eyes	1	sch	0		0	0	118	
215129	7-325-b	upaSlokay	upaślokay	stem				upaSlokaya	covered-by-MW-stem-form	2	pwg;sch	0		0	0	46	
215130	7-325-b	upaSlokayitavya	upaślokayitavya	nearform0.87		upalakzayitavya		upalakzayitavya	confirmed-missing	3	md;sch;stc	0		0	0	47	add-check:auto-confirmed-false-friend: near form 'upalakzayitavya' is a separate pw.txt entry at 1-243-c (candidate at 7-325-b) carrying its own distinct sense - omission stands
215134	7-325-b	upasaMhAravijaya	upasaṃhāravijaya	NO-MATCH	A		A:upasaMhAra		confirmed-missing	2	acc;sch	0		0	0	48	
215135	7-325-b	upasaMhftatva	upasaṃhṛtatva	nearform0.81		upasaMhartavya		upasaMhartavya	confirmed-missing	1	sch	0		0	0	45	add-check:auto-confirmed-false-friend: near form 'upasaMhartavya' is a separate pw.txt entry at 1-245-b (candidate at 7-325-b) carrying its own distinct sense - omission stands
215136	7-325-b	upasaKi	upasakhi	nearform0.86		upasami		upasami	near-form-needs-eyes	2	sch;stc	0		1	1	93	
215137	7-325-b	upasaMkrama	upasaṃkrama	nearform0.95		upasaMkram		upasaMkram	near-form-needs-eyes	2	bhs;sch	0		1	1	114	
215138	7-325-b	upasaMjihIrzu	upasaṃjihīrṣu	NO-MATCH	C				confirmed-missing	1	sch	0		1	0	45	
215139	7-325-b	upasasADAna	upasasādhāna	nearform0.91		upasamADAna		upasamADAna	confirmed-missing	0		0		0	0	143	add-check:auto-confirmed-false-friend: near form 'upasamADAna' is a separate pw.txt entry at 1-245-c (candidate at 7-325-b) carrying its own distinct sense - omission stands
215141	7-325-b	upasargay	upasargay	stem				upasargaya	covered-by-MW-stem-form	0		0		0	0	43	
215147	7-325-c	upaskAram	upaskāram	stem				upaskAra	covered-by-MW-stem-form	1	sch	0		0	1	59	
215154	7-325-c	upasTURaka	upasthūṇaka	nearform0.84		upasTURam		upasTURam	confirmed-missing	1	sch	0		1	0	71	add-check:auto-confirmed-false-friend: near form 'upasTURam' is a separate pw.txt entry at 1-247-a (candidate at 7-325-c) carrying its own distinct sense - omission stands
215155	7-325-c	upahAramaya	upahāramaya	NO-MATCH	A		A:upAMSuGAtaka		confirmed-missing	1	sch	0		0	0	147	
215157	7-325-c	upAMSupAvana	upāṃśupāvana	nearform0.92		upAMSusavana		upAMSusavana	confirmed-missing	1	sch	0		0	0	44	add-check:auto-confirmed-false-friend: near form 'upAMSusavana' is a separate pw.txt entry at 1-247-c (candidate at 7-325-c) carrying its own distinct sense - omission stands
215160	7-325-c	upAkartavya	upākartavya	nearform1.00		upakartavya		upakartavya	covered-by-fold-twin-flagged	1	sch	0		0	0	43	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215162	7-325-c	upANgiraHsmfti	upāṅgiraḥsmṛti	NO-MATCH	A		B:upAgama;A:upAttasAra		confirmed-missing	2	acc;sch	0		0	0	46	
215164	7-325-c	upAtti	upātti	stem				upAtta	covered-by-MW-stem-form	1	sch	0		0	0	38	
215165	7-325-c	upAdAnatvasamarTana	upādānatvasamarthana	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	51	
215166	7-325-c	upAdAyarUpa	upādāyarūpa	NO-MATCH	C				confirmed-missing	2	bhs;sch	1	101,10	0	0	97	
215167	7-325-c	upADimaRqana	upādhimaṇḍana	nearform0.92		upADiKaRqana		upADiKaRqana	confirmed-missing	1	acc	0		0	0	78	add-check:auto-confirmed-false-friend: near form 'upADiKaRqana' is a separate pw.txt entry at 1-248-b (candidate at 7-325-c) carrying its own distinct sense - omission stands
215170	7-325-c	upAyAsa	upāyāsa	nearform0.93		upanyAsa		upanyAsa	confirmed-missing	2	bhs;sch	0		1	1	39	add-check:auto-confirmed-false-friend: near form 'upanyAsa' is a separate pw.txt entry at 1-241-a (candidate at 7-325-c) carrying its own distinct sense - omission stands
215171	7-325-c	upAroha	upāroha	nearform0.80		upagrAha		upagrAha	confirmed-missing	1	sch	0		1	1	129	add-check:auto-confirmed-false-friend: near form 'upagrAha' is a separate pw.txt entry at 1-238-b (candidate at 7-325-c) carrying its own distinct sense - omission stands
215176	7-325-c	upAsakADyayana	upāsakādhyayana	NO-MATCH	B		B:upAvft		confirmed-missing	1	sch	0		0	0	46	
215177	7-325-c	upAsanAsidDa	upāsanāsiddha	nearform0.87		upasaMnadDa		upasaMnadDa	near-form-needs-eyes	1	sch	0		0	0	168	
215178	7-325-d	upAsanAsidDi	upāsanāsiddhi	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	140	
215179	7-325-d	upAsAsidDa	upāsāsiddha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	99	
215180	7-325-d	upAsitAvin	upāsitāvin	nearform0.80		upAsAditin		upAsAditin	confirmed-missing	1	sch	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'upAsAditin' is a separate pw.txt entry at 1-249-a (candidate at 7-325-d) carrying its own distinct sense - omission stands
215184	7-325-d	upoti	upoti	stem				upotI;upota	covered-by-MW-stem-form	1	sch	0		0	0	38	
215188	7-325-d	upozaDozita	upoṣadhoṣita	NO-MATCH	A		B:upozaRa;A:uptakeSa		confirmed-missing	1	sch	0		0	0	141	
215191	7-325-d	uBayakAlika	ubhayakālika	NO-MATCH	A		A:uptakeSa		confirmed-missing	1	sch	0		0	0	43	
215192	7-325-d	uBayakowivinirmukta	ubhayakoṭivinirmukta	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	144	
215193	7-325-d	uBayakowispfS	ubhayakoṭispṛś	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	156	
215194	7-325-d	uBayagrAsarAhUdaya	ubhayagrāsarāhūdaya	NO-MATCH	A		A:uBayataHkzRU		confirmed-missing	2	acc;sch	0		0	0	69	
215197	7-325-d	uBayataHPala	ubhayataḥphala	NO-MATCH	B		B:uBayataHpakza		confirmed-missing	1	sch	0		0	0	44	
215198	7-325-d	uBayataHSikya	ubhayataḥśikya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	65	
215199	7-325-d	uBayatoBAgavimukta	ubhayatobhāgavimukta	NO-MATCH	C				confirmed-missing	2	bhs;sch	1	46	0	0	177	
215200	7-325-d	uBayatomoda	ubhayatomoda	nearform0.86		uBayatodat		uBayatodat	near-form-needs-eyes	1	sch	0		1	0	82	
215201	7-325-d	uBayatovESvAnara	ubhayatovaiśvānara	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	142	
215202	7-325-d	uBayadant	ubhayadant	nearform0.95		uBayAdanti		uBayAdanti	confirmed-missing	2	cae;sch	0		0	0	45	add-check:auto-confirmed-false-friend: near form 'uBayAdanti' is a separate pw.txt entry at 1-251-a (candidate at 7-325-d) carrying its own distinct sense - omission stands
215203	7-325-d	uBayadeha	ubhayadeha	NO-MATCH	A		A:uBayavartanin		confirmed-missing	1	sch	0		0	0	146	
215205	7-325-d	uBayaSiraska	ubhayaśiraska	NO-MATCH	A		A:uBayavartanin		confirmed-missing	1	sch	0		0	0	44	
215206	7-325-d	uBayaspfS	ubhayaspṛś	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	112	
215207	7-325-d	uBayAvAhu	ubhayāvāhu	nearform0.89		uBayAbAhu		uBayAbAhu	confirmed-missing	0		0		0	0	44	add-check:auto-confirmed-false-friend: near form 'uBayAbAhu' is a separate pw.txt entry at 3-257-c (candidate at 7-325-d) carrying its own distinct sense - omission stands
215208	7-326-a	uBayAsidDa	ubhayāsiddha	nearform0.80		uBayavidyA		uBayavidyA	near-form-needs-eyes	1	sch	1	199,91	0	0	136	
215209	7-326-a	umeSvara	umeśvara	NO-MATCH	C				confirmed-missing	2	bhs;sch	0		0	0	40	
215210	7-326-a	uyamAnavaDana	uyamānavadhana	NO-MATCH	B		B:uragASana		confirmed-missing	0		0		0	0	69	
215212	7-326-a	uraMDrA	uraṃdhrā	nearform0.86		uranDrA		uranDrA	confirmed-missing	0		0		0	0	39	add-check:auto-confirmed-false-friend: near form 'uranDrA' is a separate pw.txt entry at 6-299-a (candidate at 7-326-a) carrying its own distinct sense - omission stands
215214	7-326-a	uraHSiram	uraḥśiram	stem				uraHSiras	covered-by-MW-stem-form	0		0		0	0	106	
215215	7-326-a	uram	uram	stem				urA;urI;uraH	covered-by-MW-stem-form	0		0		0	0	105	
215219	7-326-a	urudrapsa	urudrapsa	stem				urudrapsu	covered-by-MW-stem-form	1	sch	0		0	0	42	
215223	7-326-a	urovidAram	urovidāram	NO-MATCH	B		B:uroja;B:urvIDara		confirmed-missing	1	sch	0		0	0	42	
215228	7-326-a	ulaBIya	ulabhīya	nearform0.80		upalaBya		upalaBya	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'upalaBya' is a separate pw.txt entry at 1-244-a (candidate at 7-326-a) carrying its own distinct sense - omission stands
215229	7-326-a	uluka	uluka	nearform1.00		ulUka		ulUka	covered-by-fold-twin-flagged	2	bhs;sch	1	167,53	0	0	145	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215231	7-326-a	ulkapAta	ulkapāta	nearform1.00		ulkApAta		ulkApAta	covered-by-fold-twin-flagged	1	sch	0		0	0	85	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215232	7-326-a	ullaNGikA	ullaṅghikā	NO-MATCH	C				confirmed-missing	2	bhs;sch	1	263,24	0	0	89	
215233	7-326-a	ullaBya	ullabhya	nearform0.80		upAlaBya		upAlaBya	near-form-needs-eyes	1	sch	0		0	0	39	auto-confirm withheld: near form is a pw cross-reference entry with no own sense
215238	7-326-a	ulluka	ulluka	nearform0.91		ulUka		ulUka	confirmed-missing	2	bhs;sch	1	167,53	0	0	87	add-check:auto-confirmed-false-friend: near form 'ulUka' is a separate pw.txt entry at 1-253-a (candidate at 7-326-a) carrying its own distinct sense - omission stands
215242	7-326-a	uSanastArakA	uśanastārakā	NO-MATCH	A		A:ullola;A:uzApariRaya		confirmed-missing	1	sch	1	71,6	0	0	109	
215245	7-326-a	uzRagata	uṣṇagata	NO-MATCH	B		B:uzRaga;B:uzRapa		confirmed-missing	1	sch	0		1	0	135	
215248	7-326-b	uzRihAkakuBO	uṣṇihākakubhau	NO-MATCH	B		B:uzRaBAs		confirmed-missing	1	sch	0		0	0	138	
215249	7-326-b	uzRIzakuRqala	uṣṇīṣakuṇḍala	NO-MATCH	B		B:uzRIzaBAjana		confirmed-missing	1	sch	0		0	0	45	
215252	7-326-b	uzRIpaSiraska	uṣṇīpaśiraska	NO-MATCH	A		A:uzRIzavijaya;A:usmita		confirmed-missing	0		1	17	0	0	164	
215254	7-326-b	uhAra	uhāra	nearform0.89		uhra		uhra	near-form-needs-eyes	1	sch	0		0	0	56	
215255	7-326-b	UKala	ūkhala	NO-MATCH	B		B:UQa		confirmed-missing	1	sch	0		0	0	37	
215261	7-326-b	UnaviMSativarzopasaMpAdana	ūnaviṃśativarṣopasaṃpādana	NO-MATCH	A		A:UnavAda;A:UnazoqaSavarza		confirmed-missing	1	sch	1	261	0	0	144	
215263	7-326-b	UnI	ūnī	stem				Una	covered-by-MW-stem-form	1	sch	0		0	0	38	
215265	7-326-b	UyamAnavarDana	ūyamānavardhana	NO-MATCH	A		A:UnendupUrRimA		confirmed-missing	1	sch	1	260	0	0	198	
215266	7-326-b	Ura	ūra	stem				UrI;Uru	covered-by-MW-stem-form	1	sch	0		0	0	35	
