sup7_headword	class	verdict	pw_L	pw_pc	pwkvn_L	pwkvn_pc	bhs_L	bhs_pc	mahavy	mahavy_refs	corr_n	corr_dicts	review_note
ativatsala	never-seen	confirmed-missing	579200	3-248-a	11620	3-248-a			0		3	md;sch;stc	
ativfzya	never-seen	confirmed-missing	594083	6-293-b	26422	6-293-b			0		1	sch	
ativiBIzaRa	never-seen	confirmed-missing	579215	3-248-b	11635	3-248-b			0		1	sch	
ativiBinna	never-seen	confirmed-missing	584200	4-291-c	16609	4-291-c			0		2	sch;stc	
ativiDe	never-seen	covered-by-MW-stem-form	594077	6-293-b	26416	6-293-b			0		1	sch	MW99 stem-family forms: ativiDA
ativiGawwita	never-seen	confirmed-missing	573798	2-287-c	6232	2-287-c			0		1	sch	
ativiSAla	never-seen	confirmed-missing	600773	7-294-a	33088	7-294-a			0		1	sch	
ativiSramBa	never-seen	covered-by-MW-stem-form	568529	1-285-a	982	1-285-a			0		1	sch	MW99 stem-family forms: ativiSramB
ativihvala	never-seen	confirmed-missing	573810	2-287-c	6244	2-287-c			0		2	sch;stc	
ativijYa	never-seen	confirmed-missing	587451	5-241-b	19837	5-241-b			0		1	sch	
ativiklava	never-seen	confirmed-missing	587442	5-241-b	19828	5-241-b			0		1	sch	
ativikrama	never-seen	confirmed-missing	573795	2-287-c	6229	2-287-c			0		2	sch;stc	
ativilambitam	never-seen	confirmed-missing	579218	3-248-b	11638	3-248-b			0		1	sch	
ativimala	never-seen	confirmed-missing	568526	1-285-a	979	1-285-a			0		1	sch	
ativimanas	never-seen	confirmed-missing	587454	5-241-b	19840	5-241-b			0		1	sch	
ativiparyaya	never-seen	confirmed-missing	573804	2-287-c	6238	2-287-c			0		3	md;sch;stc	
ativipraDarza	never-seen	confirmed-missing	600746	7-294-a	33061	7-294-a			0		1	sch	
ativirAjin	never-seen	confirmed-missing	587457	5-241-b	19843	5-241-b			0		2	md;sch	
ativisaMzWula	never-seen	confirmed-missing	587469	5-241-b	19855	5-241-b			0		3	cae;ccs;sch	
ativismaya	never-seen	confirmed-missing	587475	5-241-c	19861	5-241-c			0		2	sch;stc	
ativismita	never-seen	confirmed-missing	594080	6-293-b	26419	6-293-b			0		2	sch;stc	
ativisratva	never-seen	confirmed-missing	587478	5-241-c	19864	5-241-c			0		1	sch	
ativistara	never-seen	confirmed-missing	7664	1-024-b	19858	5-241-c			0		5	ben;cae;ccs;sch;stc	
ativitaTa	never-seen	confirmed-missing	573801	2-287-c	6235	2-287-c			0		3	md;sch;stc	
ativitaTavAc	never-seen	confirmed-missing	568517	1-285-a	970	1-285-a			0		1	sch	
ativizWita	never-seen	confirmed-missing	600791	7-294-a	33106	7-294-a			0		3	ap;sch;stc	
ativizama	never-seen	confirmed-missing	7649	1-024-b	19852	5-241-b			0		4	md;pwg;sch;stc	
ativyAkula	never-seen	confirmed-missing	579227	3-248-b	11647	3-248-b			0		1	sch	
ativyaTita	never-seen	confirmed-missing	594101	6-293-b	26440	6-293-b			0		2	sch;stc	
ativyapahAra	never-seen	confirmed-missing	568547	1-285-a	1000	1-285-a			0		1	sch	
ativyavAya	never-seen	confirmed-missing	584203	4-291-c	16612	4-291-c			0		1	sch	
ativyavAyin	never-seen	confirmed-missing	594104	6-293-b	26443	6-293-b			0		1	sch	
atiyAcita	never-seen	confirmed-missing	584194	4-291-c	16603	4-291-c			0		3	ben;sch;stc	
atizkad	never-seen	confirmed-missing	7882	1-025-a	26491	6-293-b			0		4	cae;ccs;gra;sch	
atodya	never-seen	covered-by-fold-twin-flagged	573846	2-287-c	6280	2-287-c			0		2	sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
atoya	never-seen	confirmed-missing	568628	1-285-b	1078	1-285-b			0		1	sch	
atrARa	never-seen	confirmed-missing	573879	2-288-a	6313	2-288-a	372	011,1	0		2	bhs;sch	
atrAsuka	never-seen	confirmed-missing	568700	1-285-c	1150	1-285-c			0		1	sch	
atrasta	never-seen	confirmed-missing	573876	2-288-a	6310	2-288-a			0		7	ap;ap90;ben;fri;md;sch;vcp	
atrigotrA	never-seen	confirmed-missing	579281	3-248-b	11701	3-248-b			0		1	sch	
atrija	never-seen	confirmed-missing	568703	1-285-c	1153	1-285-c			0		2	cae;sch	
atrivarza	never-seen	confirmed-missing	573882	2-288-a	6316	2-288-a			0		3	cae;md;sch	
attvAya	never-seen	confirmed-missing	601217	7-294-d	33532	7-294-d			0		1	sch	
atulasundara	never-seen	confirmed-missing	579260	3-248-b	11680	3-248-b			0		1	sch	
atundila	never-seen	confirmed-missing	587496	5-241-c	19882	5-241-c			0		2	sch;stc	
aturmuhya	never-seen	confirmed-missing	584215	4-291-c	16624	4-291-c			0		1	sch	
atuzwikara	never-seen	confirmed-missing	641560	7-385-a	73384	7-385-a			0		3	cae;sch;stc	
atvarita	never-seen	confirmed-missing	579284	3-248-b	11704	3-248-b			0		1	sch	
atyAga	never-seen	confirmed-missing	573861	2-287-c	6295	2-287-c			0		4	md;sch;stc;vcp	
atyAgraha	never-seen	confirmed-missing	587508	5-241-c	19894	5-241-c			0		1	sch	
atyAjya	never-seen	confirmed-missing	573864	2-287-c	6298	2-287-c			0		6	lan;md;sch;shs;vcp;wil	
atyAkulita	never-seen	confirmed-missing	568649	1-285-b	1099	1-285-b			0		1	sch	
atyApanna	never-seen	confirmed-missing	579272	3-248-b	11692	3-248-b			0		2	sch;stc	
atyArUQa	never-seen	covered-by-MW-stem-form	573867	2-287-c	6301	2-287-c			0		4	ap;ap90;cae;sch	MW99 stem-family forms: atyArUQi
atyAsAdayitavya	never-seen	confirmed-missing	601325	7-294-d	33640	7-294-d			0		2	sch;stc	
atyAsaNga	never-seen	confirmed-missing	573870	2-287-c	6304	2-287-c			0		3	md;sch;stc	
atyAsannatA	never-seen	confirmed-missing	568670	1-285-b	1120	1-285-b			0		1	sch	
atyUrjasvala	never-seen	confirmed-missing	579275	3-248-b	11695	3-248-b			0		3	md;sch;stc	
atyaDika	never-seen	confirmed-missing	579269	3-248-b	11689	3-248-b			0		1	sch	
atyabja	never-seen	confirmed-missing	568640	1-285-b	1090	1-285-b			0		1	sch	
atyagnizwomaka	never-seen	confirmed-missing	568634	1-285-b	1084	1-285-b			0		1	sch	
atyalpabudDi	never-seen	confirmed-missing	568643	1-285-b	1093	1-285-b			0		2	cae;sch	
atyanUrjita	never-seen	confirmed-missing	601238	7-294-d	33553	7-294-d			0		2	fri;sch	
atyantABeda	never-seen	confirmed-missing	601247	7-294-d	33562	7-294-d			0		1	sch	
atyasahya	never-seen	confirmed-missing	601274	7-294-d	33589	7-294-d			0		2	sch;stc	
atyasita	never-seen	covered-by-fold-twin-flagged	573858	2-287-c	6292	2-287-c			0		3	md;sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
atyatimAtram	never-seen	confirmed-missing	573849	2-287-c	6283	2-287-c			0		2	sch;stc	
atyayIBAva	never-seen	confirmed-missing	601262	7-294-d	33577	7-294-d			0		1	sch	
atyayadeSanA	never-seen	confirmed-missing	601259	7-294-d	33574	7-294-d			0		1	sch	
atyucca	never-seen	confirmed-missing	568673	1-285-b	1123	1-285-b			0		3	md;sch;stc	
atyunmAda	never-seen	confirmed-missing	594263	6-294-a	26602	6-294-a			0		2	sch;stc	
atyunnati	never-seen	confirmed-missing	8655	1-027-b	1135	1-285-c			0		4	cae;ccs;pwg;sch	
atyupasevanA	never-seen	confirmed-missing	601349	7-295-a	33664	7-295-a			0		1	sch	
atyuzRatA	never-seen	confirmed-missing	568688	1-285-c	1138	1-285-c			0		1	sch	
avANgra	never-seen	confirmed-missing	610818	7-311-c	43108	7-311-c			0		0		
avAcInabila	never-seen	confirmed-missing	571578	1-295-a	4024	1-295-a			0		1	sch	
avAcyavacanayudDa	never-seen	confirmed-missing	571581	1-295-a	4027	1-295-a			0		1	sch	
avAkiSaraska	never-seen	confirmed-missing	594767	6-296-a	27106	6-296-a			0		0		
avAleya	never-seen	confirmed-missing	41030	1-128-a	17596	4-295-b			0		1	sch	
avAnta	never-seen	covered-by-fold-twin-flagged	588871	5-246-c	21253	5-246-c	2212	077,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
avAntaraprakfti	never-seen	confirmed-missing	585185	4-295-b	17593	4-295-b			0		1	sch	
avAryamARa	never-seen	confirmed-missing	610878	7-311-c	43168	7-311-c			0		2	sch;stc	
avAtsalya	never-seen	confirmed-missing	580880	3-254-b	13297	3-254-b			0		1	sch	
avEdeSI	never-seen	confirmed-missing	594845	6-296-b	27184	6-296-b			0		1	sch	
avEkfta	never-seen	confirmed-missing	594842	6-296-b	27181	6-296-b			0		3	md;sch;stc	
avEra	never-seen	confirmed-missing	611481	7-312-c	43768	7-312-c	2285	079,1	0		3	bhs;sch;vcp	
avErin	never-seen	confirmed-missing	594848	6-296-b	27187	6-296-b			0		2	sch;stc	
avEvartacakra	never-seen	confirmed-missing	611487	7-312-c	43774	7-312-c			1	651	1	sch	MAHAVY 651
avIrahatya	never-seen	confirmed-missing	580919	3-254-b	13336	3-254-b			0		1	sch	
avIrasTa	never-seen	confirmed-missing	594839	6-296-a	27178	6-296-a			0		1	sch	
avIryavant	never-seen	confirmed-missing	571665	1-295-a	4111	1-295-a			0		1	sch	
avaDAnavant	never-seen	confirmed-missing	571458	1-294-b	3904	1-294-b			0		1	sch	
avaDUlay	never-seen	confirmed-missing	571467	1-294-c	3913	1-294-c			0		0		named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
avaSarDayitar	never-seen	confirmed-missing	580862	3-254-b	13279	3-254-b			0		1	sch	
avaYcaka	never-seen	confirmed-missing	588736	5-246-a	21118	5-246-a			0		2	cae;sch	
avaYcita	never-seen	covered-by-fold-twin-flagged	588739	5-246-a	21121	5-246-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
avacCedakatattvanirukti	never-seen	confirmed-missing	575202	2-292-a	7633	2-292-a			0		1	sch	
avacitapUrva	never-seen	confirmed-missing	580835	3-254-a	13252	3-254-a			0		1	sch	
avadravya	never-seen	confirmed-missing	588760	5-246-a	21142	5-246-a			0		1	sch	
avaga	never-seen	covered-by-MW-stem-form	610248	7-310-c	42538	7-310-c	2049	070,2	1	246	2	bhs;sch	MW99 stem-family forms: avagA;avagF;avagam
avagaRanA	never-seen	covered-by-MW-stem-form	588724	5-246-a	21106	5-246-a			0		1	sch	MW99 stem-family forms: avagaRana
avagataraSmivant	never-seen	confirmed-missing	575184	2-292-a	7615	2-292-a			0		1	sch	
avahant	never-seen	covered-by-MW-stem-form	588844	5-246-b	21226	5-246-b			0		2	lan;sch	MW99 stem-family forms: avahantf
avahasita	never-seen	confirmed-missing	594764	6-295-c	27103	6-295-c			0		1	sch	
avahitatva	never-seen	confirmed-missing	571572	1-295-a	4018	1-295-a			0		1	sch	
avakUlana	never-seen	confirmed-missing	610224	7-310-c	42514	7-310-c			0		0		
avakalpanA	never-seen	confirmed-missing	610215	7-310-b	42505	7-310-b	2026	069,2	1	245	2	bhs;sch	MAHAVY 245
avakarRana	never-seen	confirmed-missing	641935	7-386-b	73759	7-386-b			0		2	sch;stc	
avakarRaprAvfta	never-seen	confirmed-missing	588706	5-246-a	21088	5-246-a			0		1	sch	
avakowaka	never-seen	confirmed-missing	588712	5-246-a	21094	5-246-a			0		1	sch	
avakrAma	never-seen	confirmed-missing	571437	1-294-b	3883	1-294-b	2045	070,1	0		2	bhs;sch	
avalagana	never-seen	confirmed-missing	575277	2-292-a	7708	2-292-a			0		2	ieg;sch	
avalambanaka	never-seen	confirmed-missing	571536	1-294-c	3982	1-294-c			0		1	sch	
avalepavant	never-seen	confirmed-missing	588799	5-246-b	21181	5-246-b			0		1	sch	
avalokitalakzmI	never-seen	confirmed-missing	575280	2-292-a	7711	2-292-a	2161	074,2	0		2	bhs;sch	
avalupta	never-seen	covered-by-MW-stem-form	588796	5-246-b	21178	5-246-b	2152	074,1	0		2	bhs;sch	MW99 stem-family forms: avalupti
avamUrDa	never-seen	confirmed-missing	610506	7-310-d	42796	7-310-d	2129	073,2	1	154	2	bhs;sch	MAHAVY 154
avamarapAWaka	never-seen	confirmed-missing	641962	7-386-b	73786	7-386-b			0		0		
avamfdya	never-seen	confirmed-missing	588775	5-246-b	21157	5-246-b			0		1	sch	
avamya	never-seen	confirmed-missing	594743	6-295-c	27082	6-295-c			0		1	sch	
avanDyaprasAda	never-seen	confirmed-missing	585152	4-295-b	17560	4-295-b			0		1	sch	
avanIBuj	never-seen	confirmed-missing	571482	1-294-c	3928	1-294-c			0		1	sch	
avanaha	never-seen	covered-by-MW-stem-form	610419	7-310-d	42709	7-310-d			1	261	1	sch	MW99 stem-family forms: avanah
avanatI	never-seen	covered-by-MW-stem-form	580844	3-254-a	13261	3-254-a			0		1	sch	MW99 stem-family forms: avanata;avanati
avanektar	never-seen	confirmed-missing	580847	3-254-a	13264	3-254-a			0		1	sch	
avanipAtam	never-seen	confirmed-missing	571476	1-294-c	3922	1-294-c			0		2	md;sch	
avantIkumAra	never-seen	confirmed-missing	571488	1-294-c	3934	1-294-c			0		1	sch	
avantisenA	never-seen	covered-by-MW-stem-form	588769	5-246-a	21151	5-246-a			0		1	sch	MW99 stem-family forms: avantisena
avantisukumAla	never-seen	confirmed-missing	575241	2-292-a	7672	2-292-a			0		1	sch	
avapAkin	never-seen	confirmed-missing	594740	6-295-c	27079	6-295-c			0		1	sch	
avapadas	never-seen	covered-by-MW-stem-form	571500	1-294-c	3946	1-294-c			0		1	sch	MW99 stem-family forms: avapad
avapfzWI	never-seen	confirmed-missing	641956	7-386-b	73780	7-386-b			0		1	sch	
avarRI	never-seen	covered-by-MW-stem-form	575268	2-292-a	7699	2-292-a			0		1	sch	MW99 stem-family forms: avarRa
avaraBAgIya	never-seen	confirmed-missing	610551	7-311-a	42841	7-311-a	2135	073,2	1	109	2	bhs;sch	MAHAVY 109
avaracAmara	never-seen	confirmed-missing	610545	7-311-a	42835	7-311-a			1	154	1	sch	MAHAVY 154
avaragodAnIya	never-seen	confirmed-missing	610542	7-311-a	42832	7-311-a	2134	073,2	1	154	2	bhs;sch	MAHAVY 154
avaroDarakzA	never-seen	confirmed-missing	610581	7-311-a	42871	7-311-a			0		1	sch	
avaruDaka	never-seen	confirmed-missing	588784	5-246-b	21166	5-246-b			0		0		
avaruRagfhIta	never-seen	confirmed-missing	571521	1-294-c	3967	1-294-c			0		1	sch	
avaruRagrAha	never-seen	confirmed-missing	588778	5-246-b	21160	5-246-b			0		1	sch	
avarudDatva	never-seen	confirmed-missing	588781	5-246-b	21163	5-246-b			0		1	sch	
avarzatarkya	never-seen	covered-by-MW-stem-form	610602	7-311-a	42892	7-311-a			0		1	sch	MW99 stem-family forms: avarzatarkye
avarzizyant	never-seen	confirmed-missing	575274	2-292-a	7705	2-292-a			0		1	sch	
avasAnapati	never-seen	confirmed-missing	588826	5-246-b	21208	5-246-b			0		1	sch	
avasTiticApala	never-seen	confirmed-missing	40658	1-127-a	17587	4-295-b			0		1	sch	
avaskAra	never-seen	covered-by-fold-twin-flagged	610749	7-311-b	43039	7-311-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
avasnAna	never-seen	confirmed-missing	588838	5-246-b	21220	5-246-b			0		1	sch	
avastrada	never-seen	confirmed-missing	588832	5-246-b	21214	5-246-b			0		2	sch;stc	
avastupatita	never-seen	confirmed-missing	580871	3-254-b	13288	3-254-b			0		1	sch	
avasvadant	never-seen	confirmed-missing	610776	7-311-c	43066	7-311-c			0		0		
avasyuvAta	never-seen	confirmed-missing	588841	5-246-b	21223	5-246-b			0		1	sch	
avatAraRikA	never-seen	covered-by-fold-twin-flagged	588751	5-246-a	21133	5-246-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
avataMsay	never-seen	confirmed-missing	571449	1-294-b	3895	1-294-b			0		3	cae;ccs;sch	named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
avavartin	never-seen	confirmed-missing	40246	1-125-c	21196	5-246-b			0		2	pwg;sch	
avayE	never-seen	confirmed-missing	571518	1-294-c	3964	1-294-c			0		1	sch	
avayavakroqa	never-seen	confirmed-missing	575253	2-292-a	7684	2-292-a			0		1	acc	
avazwamBanatA	never-seen	confirmed-missing	610695	7-311-b	42985	7-311-b			1	192	1	sch	MAHAVY 192
avedanIya	never-seen	covered-by-fold-twin-flagged	571671	1-295-b	4117	1-295-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
avfTArTa	never-seen	confirmed-missing	589138	5-247-c	21520	5-247-c			0		5	ap;md;sch;shs;wil	
aviBinnakAlam	never-seen	confirmed-missing	571638	1-295-a	4084	1-295-a			0		1	sch	
aviDeya	never-seen	confirmed-missing	41514	1-129-c	4078	1-295-a			0		6	ap;ap90;fri;md;pui;sch	
aviDfta	never-seen	confirmed-missing	580901	3-254-b	13318	3-254-b			0		2	sch;stc	
aviDijYa	never-seen	confirmed-missing	571629	1-295-a	4075	1-295-a			0		1	sch	
aviSAla	never-seen	confirmed-missing	589099	5-247-b	21481	5-247-b			0		1	sch	
aviSArada	never-seen	confirmed-missing	589096	5-247-b	21478	5-247-b			0		2	sch;stc	
aviSaNkin	never-seen	confirmed-missing	42004	1-131-b	21475	5-247-b			0		2	sch;stc	
aviSlizwa	never-seen	confirmed-missing	611355	7-312-c	43642	7-312-c			0		3	sch;stc;vcp	
aviSoDana	never-seen	confirmed-missing	580913	3-254-b	13330	3-254-b			0		1	sch	
aviSramant	never-seen	confirmed-missing	594812	6-296-a	27151	6-296-a			0		2	sch;stc	
aviSvAsya	never-seen	confirmed-missing	589105	5-247-b	21487	5-247-b			0		1	sch	
avibruvant	never-seen	confirmed-missing	585197	4-295-b	17605	4-295-b			0		3	cae;sch;stc	
avicalant	never-seen	confirmed-missing	571611	1-295-a	4057	1-295-a			0		1	sch	
avicezwant	never-seen	confirmed-missing	575313	2-292-b	7744	2-292-b			0		2	sch;stc	
avicintayant	never-seen	confirmed-missing	641968	7-386-c	73792	7-386-c			0		2	sch;stc	
avid	never-seen	covered-by-MW-stem-form	588967	5-247-a	21349	5-247-a			0		3	ben;sch;stc	MW99 stem-family forms: avida
avidDakarRa	never-seen	covered-by-MW-stem-form	41455	1-129-b	27121	6-296-a			0		1	sch	MW99 stem-family forms: avidDakarRA;avidDakarRI
avidUzaka	never-seen	confirmed-missing	588970	5-247-a	21352	5-247-a			0		3	ap;sch;stc	
avidyaka	never-seen	confirmed-missing	594785	6-296-a	27124	6-296-a			0		1	sch	
avigaRita	never-seen	confirmed-missing	610980	7-311-d	43270	7-311-d			0		1	sch	
avihiMsant	never-seen	confirmed-missing	589129	5-247-c	21511	5-247-c			0		1	sch	
avijYAtaprAyaScitta	never-seen	confirmed-missing	594776	6-296-a	27115	6-296-a			0		1	sch	
avijYapti	never-seen	confirmed-missing	611022	7-311-d	43312	7-311-d			1	101	1	sch	MAHAVY 101
avikANkzA	never-seen	confirmed-missing	588895	5-246-c	21277	5-246-c			0		1	sch	
avikAravant	never-seen	confirmed-missing	585191	4-295-b	17599	4-295-b			0		1	sch	
avikAsaBAva	never-seen	confirmed-missing	588904	5-246-c	21286	5-246-c			0		2	sch;stc	
avikampita	never-seen	confirmed-missing	571599	1-295-a	4045	1-295-a			0		3	md;sch;stc	
avikatTin	never-seen	confirmed-missing	588889	5-246-c	21271	5-246-c			0		1	sch	
avilIna	never-seen	confirmed-missing	589072	5-247-b	21454	5-247-b			0		3	md;sch;stc	
avilakzaRa	never-seen	confirmed-missing	589063	5-247-b	21445	5-247-b			0		2	sch;vcp	
avimalapraBa	never-seen	confirmed-missing	589018	5-247-a	21400	5-247-a			0		1	sch	
avimfzwaviDeyAMSa	never-seen	confirmed-missing	589027	5-247-a	21409	5-247-a			0		1	sch	
avindant	never-seen	confirmed-missing	588994	5-247-a	21376	5-247-a			0		2	cae;sch	
aviniryant	never-seen	confirmed-missing	571635	1-295-a	4081	1-295-a			0		1	sch	
avinivartanIya	never-seen	confirmed-missing	611124	7-312-a	43414	7-312-a	2244	078,1	1	24	2	bhs;sch	MAHAVY 24
aviniyoga	never-seen	confirmed-missing	588991	5-247-a	21373	5-247-a			0		1	sch	
avipAkin	never-seen	confirmed-missing	594788	6-296-a	27127	6-296-a			0		1	sch	
avipadyant	never-seen	confirmed-missing	580904	3-254-b	13321	3-254-b			0		2	sch;stc	
avipariRAmavartin	never-seen	confirmed-missing	611139	7-312-a	43429	7-312-a			1	245	1	sch	MAHAVY 245,881
aviparyAsa	never-seen	covered-by-MW-stem-form	589000	5-247-a	21382	5-247-a			0		1	sch	MW99 stem-family forms: aviparyAsam
avipramoha	never-seen	confirmed-missing	589003	5-247-a	21385	5-247-a			0		1	sch	
avirAgin	never-seen	confirmed-missing	589042	5-247-b	21424	5-247-b			0		2	sch;stc	
avirAj	never-seen	confirmed-missing	611250	7-312-b	43537	7-312-b			0		1	sch	
avirAwsaMpanna	never-seen	confirmed-missing	594797	6-296-a	27136	6-296-a			0		1	sch	
avirajas	never-seen	confirmed-missing	611232	7-312-b	43519	7-312-b	2257	078,1	1	251	2	bhs;sch	MAHAVY 251
aviroDana	never-seen	confirmed-missing	589054	5-247-b	21436	5-247-b			0		2	ben;sch	
aviskanttar	never-seen	confirmed-missing	594827	6-296-a	27166	6-296-a			0		1	sch	
avismaya	never-seen	confirmed-missing	611397	7-312-c	43684	7-312-c			0		1	sch	
avisrasta	never-seen	confirmed-missing	594833	6-296-a	27172	6-296-a			0		1	sch	
avitaTavAc	never-seen	confirmed-missing	594779	6-296-a	27118	6-296-a			0		1	sch	
avitarkayant	never-seen	confirmed-missing	571620	1-295-a	4066	1-295-a			0		1	sch	
avitfptaka	never-seen	confirmed-missing	588958	5-247-a	21340	5-247-a			0		1	sch	
avitrasta	never-seen	confirmed-missing	575322	2-292-b	7753	2-292-b			0		1	sch	
avivara	never-seen	confirmed-missing	611310	7-312-b	43597	7-312-b			0		3	sch;stc;vcp	
avizAditA	never-seen	confirmed-missing	611373	7-312-c	43660	7-312-c			0		1	sch	
avizuvatka	never-seen	confirmed-missing	594821	6-296-a	27160	6-296-a			0		1	sch	
avyApakavizayatASUnyatvapattra	never-seen	confirmed-missing	575367	2-292-b	7798	2-292-b			0		2	acc;sch	
avyAtta	never-seen	covered-by-fold-twin-flagged	571692	1-295-b	4138	1-295-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
avyAyuka	never-seen	confirmed-missing	571698	1-295-b	4144	1-295-b			0		1	sch	
avyaBicarita	never-seen	confirmed-missing	575364	2-292-b	7795	2-292-b			0		2	sch;vcp	
avyaktamaya	never-seen	confirmed-missing	594860	6-296-b	27199	6-296-b			0		1	sch	
avyantIkfta	never-seen	confirmed-missing	611529	7-312-d	43816	7-312-d			1	245	1	sch	MAHAVY 245,637
avyatiharant	never-seen	confirmed-missing	594863	6-296-b	27202	6-296-b			0		1	sch	
avyatirikta	never-seen	confirmed-missing	589150	5-247-c	21532	5-247-c			0		3	md;sch;stc	
avyavaDAyaka	never-seen	confirmed-missing	589156	5-247-c	21538	5-247-c			0		1	sch	
avyavasTitacitta	never-seen	confirmed-missing	571686	1-295-b	4132	1-295-b			0		2	sch;stc	
avyayavftti	never-seen	confirmed-missing	571683	1-295-b	4129	1-295-b			0		2	acc;sch	
avyutkrAnta	never-seen	confirmed-missing	571701	1-295-b	4147	1-295-b			0		1	sch	
avyutpattimant	never-seen	confirmed-missing	594893	6-296-b	27232	6-296-b			0		1	sch	
avyutsfjant	never-seen	confirmed-missing	589159	5-247-c	21541	5-247-c			0		1	sch	
awwapAla	never-seen	confirmed-missing	579038	3-247-c	11458	3-247-c			0		1	sch	
ayAcitar	never-seen	confirmed-missing	574986	2-291-b	7417	2-291-b			0		1	sch	
ayAdava	never-seen	confirmed-missing	585061	4-295-a	17470	4-295-a			0		1	sch	
ayUpaka	never-seen	confirmed-missing	585070	4-295-a	17479	4-295-a			0		0		
ayaHSalmalIvana	never-seen	confirmed-missing	608930	7-308-a	41236	7-308-a			1	215	1	sch	MAHAVY 215
ayaHkIlaka	never-seen	confirmed-missing	588366	5-244-c	20749	5-244-c			0		1	sch	
ayaSoDvaja	never-seen	confirmed-missing	608924	7-308-a	41230	7-308-a			0		1	sch	
ayajYavAhin	never-seen	confirmed-missing	585046	4-294-c	17455	4-294-c			0		1	sch	
ayajYopavItin	never-seen	confirmed-missing	580607	3-253-b	13027	3-253-b			0		1	sch	
ayajurvedaDArin	never-seen	confirmed-missing	608870	7-307-d	41176	7-307-d			0		2	sch;stc	
ayamadevatya	never-seen	confirmed-missing	571130	1-293-b	3577	1-293-b			0		1	sch	
ayamasU	never-seen	confirmed-missing	585055	4-295-a	17464	4-295-a			0		1	sch	
ayanacayanAdigaRita	never-seen	confirmed-missing	574980	2-291-b	7411	2-291-b			0		2	acc;sch	
ayanaka	never-seen	confirmed-missing	580613	3-253-b	13033	3-253-b			0		1	sch	
ayaspAtrI	never-seen	covered-by-MW-stem-form	588375	5-244-c	20758	5-244-c			0		1	sch	MW99 stem-family forms: ayaspAtra
ayastapta	never-seen	confirmed-missing	608942	7-308-a	41248	7-308-a			0		1	sch	
ayatta	never-seen	covered-by-fold-twin-flagged	571127	1-293-b	3574	1-293-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
ayavana	never-seen	covered-by-fold-twin-flagged	588372	5-244-c	20755	5-244-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
ayoDyAmAhAtmya	never-seen	confirmed-missing	574992	2-291-b	7423	2-291-b			0		2	acc;sch	
ayogfha	never-seen	confirmed-missing	609044	7-308-b	41350	7-308-b			0		1	sch	
ayogyarUpa	never-seen	confirmed-missing	609050	7-308-b	41356	7-308-b			0		1	sch	
ayonijanman	never-seen	confirmed-missing	580652	3-253-b	13072	3-253-b			0		3	ap;lrv;sch	
ayonisaMBava	never-seen	covered-by-fold-twin-flagged	588396	5-244-c	20779	5-244-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
ayonitva	never-seen	confirmed-missing	594680	6-295-c	27019	6-295-c			0		1	sch	
ayorajomaya	never-seen	confirmed-missing	571169	1-293-c	3616	1-293-c			0		1	sch	
ayuDyant	never-seen	confirmed-missing	580640	3-253-b	13060	3-253-b			0		1	sch	
ayudDamanas	never-seen	confirmed-missing	571148	1-293-b	3595	1-293-b			0		1	sch	
ayudDamati	never-seen	confirmed-missing	580637	3-253-b	13057	3-253-b			0		1	sch	
ayukparRa	never-seen	confirmed-missing	588384	5-244-c	20767	5-244-c			0		1	sch	
azwANgahfdayadIpikA	never-seen	confirmed-missing	575445	2-292-c	7876	2-292-c			0		1	sch	
azwANganiGaRwu	never-seen	confirmed-missing	575442	2-292-c	7873	2-292-c			0		2	acc;sch	
azwASItisahasra	never-seen	confirmed-missing	581006	3-254-c	13423	3-254-c			0		1	sch	
azwAdaSapurARasAra	never-seen	confirmed-missing	575457	2-292-c	7888	2-292-c			0		2	acc;sch	
azwAdaSatA	never-seen	confirmed-missing	571872	1-296-a	4318	1-296-a			0		1	sch	
azwAdaSavAda	never-seen	confirmed-missing	575463	2-292-c	7894	2-292-c			0		2	acc;sch	
azwAvaDAnin	never-seen	confirmed-missing	612210	7-313-d	44497	7-313-d			0		1	sch	
