form_slp1	lemma_slp1	pos	n_entries
AyatAkza	AyatAkza	noun	2
AyatApANga	AyatApANga	noun	2
AyatekzaRA	AyatekzaRa	noun	1
AyatekzaRAm	AyatekzaRa	noun	1
AyatekzaRa	AyatekzaRa	noun	2
AyatekzaRam	AyatekzaRa	noun	3
Ayatikzama	Ayatikzama	noun	2
Ayattatva	Ayattatva	noun	2
Ayavana	Ayu	noun	2
Ayavanam	Ayu	noun	3
Ayavasa	Ayavasa	noun	2
Ayavyaya	Ayavyaya	noun	2
Ayita	Ayi	noun	4
AyoDaya	AyoDi	verb	2
AyoDita	AyoDi	noun	2
AyoDyAyAm	AyuD	noun	1
Ayoda	Ayoda	noun	2
AyogavI	AyogavI	noun	8
AyuDyanta	AyuD	verb	2
AyuDyata	AyuD	verb	2
Ayuktasya	Ayuj	noun	2
Ayurvedamaya	Ayurvedamaya	noun	2
Ayuta	Ayu	noun	2
Ayuvate	Ayu	noun	2
Ayuzkft	Ayuzkft	noun	7
AyuzmatIm	Ayuzmat	noun	2
Aza	Azi	noun	4
Azwra	AzwrA	noun	3
BAHsatya	BAHsatya	noun	2
BAMSa	BAMSa	noun	2
BARqAvakASada	BARqAvakASada	noun	2
BARqapUrRAni	BARqapUrRa	noun	3
BARqavAdana	BARqavAdana	noun	2
BAgAnuBAgena	BAgAnuBAgena	ind	1
BAgArTin	BAgArTin	noun	2
BAgIraTa	BAgIraTa	noun	2
BAgIraTyAm	BAgIraTI	noun	2
BAgIya	BAgIya	noun	2
BAgavitti	BAgavitti	noun	3
BAgyarahita	BAgyarahita	noun	2
BAgyavat	BAgyavat	noun	3
BAgyaviplava	BAgyaviplava	noun	2
BAgyayoga	BAgyayoga	noun	2
BAjayaTa	BAji	verb	5
BAjayate	BAji	noun	10
BAkta	BAkta	noun	4
BAktva	BAktva	noun	2
BAllaveya	BAllaveya	noun	2
BAmi	BAmi	noun	27
BAmita	BAmi	noun	6
BAnava	BAnava	noun	2
BAnta	BAnta	noun	2
BAnudatta	BAnudatta	noun	2
BAnudeva	BAnudeva	noun	2
BAnumaya	BAnumaya	noun	2
BAr	BAri	noun	21
BArAvataraRa	BArAvataraRa	noun	2
BArUpa	BArUpa	noun	2
BAraBft	BAraBft	noun	7
BAradvAjIputra	BAradvAjIputra	noun	2
BArapratyavara	BArapratyavara	noun	2
BArasADana	BArasADana	noun	2
BArasADanam	BArasADana	noun	3
BArasahAn	BArasaha	noun	2
BArasaha	BArasaha	noun	4
BArasaham	BArasaha	noun	6
BAratAcArya	BAratAcArya	noun	2
BAratasAvitrI	BAratasAvitrI	noun	8
BAratavarza	BAratavarza	noun	2
BAravattva	BAravattva	noun	2
BArgavaSrezWam	BArgavaSrezWa	noun	3
BArin	BAri	noun	6
BAruci	BAruci	noun	3
BAryApatI	BAryApati	noun	6
BAryApati	BAryApati	noun	3
BAryArTI	BAryArTin	noun	1
BAryAsamam	BAryAsama	noun	3
BAryAtva	BAryAtva	noun	2
BAryAvat	BAryAvat	noun	3
BAryatAm	BAri	verb	3
BAsAketum	BAsAketu	noun	2
BAsada	BAsada	noun	2
BAsakam	BAsi	noun	12
BAsakarRa	BAsakarRa	noun	2
BAsamAna	BAs	noun	4
BAsase	BAsas	noun	3
BAsatA	BAsatA	noun	3
BAsayat	BAsi	noun	6
BAsayed	BAsi	verb	2
BAskaravat	BAskaravat	noun	3
BAsurahemarASim	BAsurahemarASi	noun	2
BAsvaravarRa	BAsvaravarRa	noun	2
BAtvakzas	BAtvakzas	noun	5
BAvAkUta	BAvAkUta	noun	2
BAvAntara	BAvAntara	noun	2
BAvaSabda	BAvaSabda	noun	2
BAvabanDana	BAvabanDana	noun	2
BAvagrAhya	BAvagrAhya	noun	2
BAvajYa	BAvajYA	noun	3
BAvasTa	BAvasTa	noun	2
BAvasTam	BAvasTa	noun	3
BAvasaMSudDi	BAvasaMSudDi	noun	3
BAvasamAhita	BAvasamAhita	noun	2
BAvasamanvita	BAvasamanvita	noun	2
BAvasarga	BAvasarga	noun	2
BAvayitavya	BAvi	noun	10
BAvayitf	BAvi	noun	15
BAvayu	BAvayu	noun	3
BAvin	BAvi	noun	10
BAvitAtman	BAvitAtman	noun	6
BAvitabudDi	BAvitabudDi	noun	3
BAvitvAt	BAvitva	noun	2
BAvitva	BAvitva	noun	2
BAzamARAm	BAz	noun	2
BAzamARa	BAz	noun	4
BAzeya	BAz	verb	1
BAzin	BAzi	noun	4
BAzyakAra	BAzyakAra	noun	2
BAzyamARa	BAzi	noun	4
BIm	BI	noun	2
BImaDanvAnam	BImaDanvan	noun	1
BImaDanvan	BImaDanvan	noun	2
BImaSAsana	BImaSAsana	noun	2
BImaSara	BImaSara	noun	2
BImadarSanA	BImadarSana	noun	1
BImadarSanAn	BImadarSana	noun	1
BImadarSana	BImadarSana	noun	2
BImadarSanam	BImadarSana	noun	3
BImadarSane	BImadarSana	noun	9
BImagrAhavatI	BImagrAhavat	noun	4
BImakArmuka	BImakArmuka	noun	2
BImakarmARam	BImakarman	noun	2
BImakarmaRA	BImakarman	noun	3
BImakarmaRAm	BImakarman	noun	3
BImakarman	BImakarman	noun	3
BImaparAkramAn	BImaparAkrama	noun	2
BImaparAkrama	BImaparAkrama	noun	4
BImaparAkramam	BImaparAkrama	noun	6
BImarUpARAm	BImarUpa	noun	3
BImarUpAn	BImarUpa	noun	1
BImarUpa	BImarUpa	noun	2
BImarUpe	BImarUpa	noun	9
BImaraTa	BImaraTA	noun	3
BImasenamaya	BImasenamaya	noun	2
BImasuta	BImasutA	noun	3
BImavegayA	BImavega	noun	2
BImavikrama	BImavikrama	noun	4
BImavikramam	BImavikrama	noun	6
BImayu	BImayu	noun	3
BIrutva	BIrutva	noun	2
BItaBIta	BItaBIta	noun	2
BItavat	BI	noun	3
BIzmakAtmajA	BIzmakAtmajA	noun	3
BUDaratA	BUDaratA	noun	3
BUSayyA	BUSayyA	noun	3
BUcarARAm	BUcara	noun	3
BUgata	BUgata	noun	2
BUgola	BUgola	noun	2
BUliNgaSakuni	BUliNgaSakuni	noun	3
BUloka	BUloka	noun	2
BUmiBAga	BUmiBAga	noun	2
BUmiBft	BUmiBft	noun	7
BUmiSaya	BUmiSaya	noun	4
BUmiSayyA	BUmiSayyA	noun	3
BUmiYjaya	BUmiMjaya	noun	2
BUmibuDna	BUmibuDna	noun	2
BUmidAna	BUmidAna	noun	2
BUmida	BUmida	noun	2
BUmideva	BUmideva	noun	2
BUmidfMha	BUmidfMha	noun	2
BUmigata	BUmigata	noun	2
BUmigocara	BUmigocara	noun	2
BUmijAta	BUmijAta	noun	2
BUmikampena	BUmikampa	noun	2
BUmipatim	BUmipati	noun	2
BUmipatitva	BUmipatitva	noun	2
BUmitala	BUmitala	noun	2
BUmitale	BUmitala	noun	9
BUmitva	BUmitva	noun	2
BUmivarDana	BUmivarDana	noun	2
BUmizWa	BUmizWa	noun	2
BUpatI	BUpati	noun	6
BUrRi	BF	noun	3
BUriBAra	BUriBAra	noun	2
BUriDAra	BUriDAra	noun	2
BUriDAre	BUriDAra	noun	9
BUriDAyas	BUriDAyas	noun	5
BUriDAyasam	BUriDAyas	noun	2
BUribalam	BUribala	noun	3
BUricakzas	BUricakzas	noun	5
BUridA	BUridA	noun	2
BUridAvA	BUridAvan	noun	1
BUridAvattarA	BUridAvattara	noun	1
BUridAvattara	BUridAvattara	noun	2
BUridakziRa	BUridakziRa	noun	2
BUridakziRam	BUridakziRa	noun	3
BUrijanman	BUrijanman	noun	3
BUrikarmaRe	BUrikarman	noun	3
BUrimUla	BUrimUla	noun	2
BUripARi	BUripARi	noun	3
BUriretas	BUriretas	noun	5
BUriretasA	BUriretas	noun	3
BUrisTAtrA	BUrisTAtra	noun	1
BUritejas	BUritejas	noun	10
BUrivArA	BUrivAra	noun	1
BUrivAram	BUrivAra	noun	3
BUrivarcas	BUrivarcas	noun	5
BUrivarcasam	BUrivarcas	noun	2
BUrivarpas	BUrivarpas	noun	5
BUrivarpasA	BUrivarpas	noun	3
BUrivarpasam	BUrivarpas	noun	2
BUrivikrama	BUrivikrama	noun	2
BUrivikramam	BUrivikrama	noun	3
BUryAsuti	BUryAsuti	noun	3
BUryakza	BUryakza	noun	2
BUryojAs	BUryojas	noun	2
BUtADipati	BUtADipati	noun	3
BUtAMSa	BUtAMSa	noun	2
BUtAntaka	BUtAntaka	noun	2
BUtAnukampA	BUtAnukampA	noun	3
BUtArTavyAhfti	BUtArTavyAhfti	noun	3
BUtAvAsa	BUtAvAsa	noun	2
BUtaBAvanam	BUtaBAvana	noun	6
BUtaBAvinI	BUtaBAvin	noun	4
BUtaBartf	BUtaBartf	noun	3
BUtaBavya	BUtaBavya	noun	2
BUtaBavyasya	BUtaBavya	noun	2
BUtaBavyeSa	BUtaBavyeSa	noun	2
BUtaBft	BUtaBft	noun	7
BUtaDarA	BUtaDarA	noun	3
BUtadayA	BUtadayA	noun	3
BUtagaRA	BUtagaRa	noun	1
BUtagaRAn	BUtagaRa	noun	1
BUtagaRa	BUtagaRa	noun	2
BUtagrAma	BUtagrAma	noun	2
BUtagrAmam	BUtagrAma	noun	3
BUtagrAmasya	BUtagrAma	noun	2
BUtagrAme	BUtagrAma	noun	9
BUtajaya	BUtajaya	noun	2
BUtakarman	BUtakarman	noun	3
BUtalAt	BUtala	noun	2
BUtala	BUtala	noun	2
BUtalakzaRa	BUtalakzaRa	noun	2
BUtalam	BUtala	noun	3
BUtale	BUtala	noun	9
BUtalonmaTana	BUtalonmaTana	noun	2
BUtamAtra	BUtamAtrA	noun	3
BUtamaheSvara	BUtamaheSvara	noun	2
BUtamaheSvaram	BUtamaheSvara	noun	3
BUtapAla	BUtapAla	noun	2
BUtapUrvAm	BUtapUrva	noun	1
BUtapUrva	BUtapUrva	noun	2
BUtaprakfti	BUtaprakfti	noun	3
BUtasAkzI	BUtasAkzin	noun	1
BUtasTAna	BUtasTAna	noun	2
BUtasTa	BUtasTa	noun	2
BUtasUkzma	BUtasUkzma	noun	2
BUtasaMsAra	BUtasaMsAra	noun	2
BUtasaNGa	BUtasaMGa	noun	2
BUtasammohana	BUtasammohana	noun	2
BUtasammohane	BUtasammohana	noun	9
BUtasarga	BUtasarga	noun	2
BUtasfzwi	BUtasfzwi	noun	3
BUtavAsa	BUtavAsa	noun	2
BUtavAsam	BUtavAsa	noun	3
BUtavidyAm	BUtavidyA	noun	2
BUtayoni	BUtayoni	noun	3
BUtejyA	BUtejya	noun	1
BUtejya	BUtejya	noun	2
BUtikAma	BUtikAma	noun	4
BUtikarman	BUtikarman	noun	3
BUtikarmasu	BUtikarman	noun	3
BUtikftya	BUtikftya	noun	2
BUtilaya	BUtilaya	noun	2
BUtitIrTA	BUtitIrTA	noun	3
BUtopahatacitta	BUtopahatacitta	noun	2
BUyizWaSas	BUyizWaSas	ind	1
BaMsas	BaMsas	noun	5
BaNgIBaktyA	BaNgIBakti	noun	1
BaNgurAvat	BaNgurAvat	noun	3
BaRana	BaR	noun	2
BaRqIra	BaRqIra	noun	2
BaYjanAya	BaYj	noun	4
BaYjyAt	BaYj	noun	6
BadrAha	BadrAha	noun	2
BadrAham	BadrAha	noun	3
BadrAyAm	Badra	noun	3
BadraSoce	BadraSoci	noun	2
BadraSocis	BadraSoci	noun	2
BadrahastA	Badrahasta	noun	1
BadrakAli	BadrakAlI	noun	5
BadrakAra	BadrakAra	noun	2
BadrakarReSvara	BadrakarReSvara	noun	2
Badramfga	Badramfga	noun	2
BadrapApAs	BadrapApa	noun	10
BadrapApasya	BadrapApa	noun	4
BadrasAlavana	BadrasAlavana	noun	2
Badrata	BadratA	noun	3
BadravAdI	BadravAdin	noun	1
BadravrAta	BadravrAta	noun	2
BagIraTasutA	BagIraTasutA	noun	3
BagIraTena	BagIraTa	noun	2
BagaBakta	BagaBakta	noun	2
BagaGna	BagaGna	noun	2
Baganetrahan	Baganetrahan	noun	2
Baganetrahara	Baganetrahara	noun	2
BaganetranipAtana	BaganetranipAtana	noun	2
Bagatti	Bagatti	noun	3
BagavadByAm	Bagavat	noun	12
BagavadgItArTasaNgraha	BagavadgItArTasaMgraha	noun	2
Bagavanmaya	Bagavanmaya	noun	2
Bagavatsmfti	Bagavatsmfti	noun	3
BagavatsvarUpa	BagavatsvarUpa	noun	2
BagavatsvarUpam	BagavatsvarUpa	noun	3
Bagavattara	Bagavattara	noun	2
Bagavedana	Bagavedana	noun	2
BageSam	BageSa	noun	3
Bagin	Bagin	noun	4
BaginIByAm	Bagin	noun	6
BagnASa	BagnASa	noun	2
BagnASasya	BagnASa	noun	2
BagnaSfNgam	BagnaSfNga	noun	3
BagnadaMzwrA	BagnadaMzwra	noun	1
BagnadaMzwra	BagnadaMzwra	noun	2
BagnadarpAn	Bagnadarpa	noun	1
Bagnadarpa	Bagnadarpa	noun	2
BagnamanoraTA	BagnamanoraTa	noun	1
BagnamanoraTa	BagnamanoraTa	noun	2
BagnapfzWa	BagnapfzWa	noun	2
BagnapratijYa	BagnapratijYa	noun	2
BajantI	Baj	noun	4
Bajatam	Baj	verb	1
BajyamAnam	Baj	noun	3
Bajyeran	Baj	verb	1
BaktadA	Baktada	noun	1
BaktadAsa	BaktadAsa	noun	2
BaktadAyaka	BaktadAyaka	noun	2
Baktas	Bakta	noun	2
Baktavatsala	Baktavatsala	noun	2
Baktavatsalam	Baktavatsala	noun	3
BaktimatI	Baktimat	noun	4
BaktivAda	BaktivAda	noun	2
Baktiyogena	Baktiyoga	noun	2
BakzaRIya	Bakzi	noun	6
Bakzayat	Bakzi	noun	9
Bakzayitf	Bakzi	noun	9
Bakzayizyantam	Bakzi	noun	3
Bakzin	Bakzi	noun	6
BakzitAyAm	Bakzi	noun	3
BakzyABakzya	BakzyABakzya	noun	2
BakzyamAlyApaRAnAm	BakzyamAlyApaRa	noun	3
BakzyantAm	Bakzi	verb	3
BallA	Ball	noun	9
Bandadizwaye	Bandadizwi	noun	2
Bandadizwi	Bandadizwi	noun	3
BandamAna	Band	noun	4
Bar	Barv	noun	7
BarIman	BarIman	noun	3
BaraRIya	Bf	noun	4
BaramARa	Bf	noun	4
Baras	Barv	noun	12
BarataSArdUla	BarataSArdUla	noun	2
BarataSrezWa	BarataSrezWa	noun	2
BarataSrezWam	BarataSrezWa	noun	3
BarataSrezWe	BarataSrezWa	noun	9
BaratarzaBAn	BaratafzaBa	noun	1
BaratarzaBa	BaratafzaBa	noun	2
BaratarzaBam	BaratafzaBa	noun	3
BaratarzaBasya	BaratafzaBa	noun	2
BaratarzaBe	BaratafzaBa	noun	9
Baratasattama	Baratasattama	noun	2
Baratasattamam	Baratasattama	noun	3
Baratatva	Baratatva	noun	2
Bareyam	Bf	verb	1
BarezujAm	BarezujA	noun	4
BargasvatIm	Bargasvat	noun	1
Baritra	Baritra	noun	2
Barizu	Bari	noun	3
BartfGna	BartfGna	noun	2
BartfSokABipIqitA	BartfSokABipIqita	noun	1
BartfSoka	BartfSoka	noun	2
BartfSokaparA	BartfSokapara	noun	1
BartfSokaparItANgI	BartfSokaparItANgin	noun	1
BartfdarSanakANkzayA	BartfdarSanakANkzA	noun	2
BartfdarSanalAlasA	BartfdarSanalAlasa	noun	1
BartfdarSanalAlasAm	BartfdarSanalAlasa	noun	1
BartfdfQavratA	BartfdfQavratA	noun	3
BartfhInA	BartfhIna	noun	1
BartfhIna	BartfhIna	noun	2
Bartfloka	Bartfloka	noun	2
Bartflokam	Bartfloka	noun	3
BartfsTAna	BartfsTAna	noun	2
Bartfsneha	Bartfsneha	noun	2
Bartftve	Bartftva	noun	9
Bartfvrata	BartfvratA	noun	3
BartsyamAna	Bartsi	noun	4
Bas	Bas	noun	4
Basadya	Basadya	noun	2
BasamUhena	BasamUha	noun	2
BasmAnta	BasmAnta	noun	4
BasmAvaSeza	BasmAvaSeza	noun	2
BasmAvftANgAn	BasmAvftANga	noun	1
BasmaBUtam	BasmaBUta	noun	3
BasmaSAyin	BasmaSAyin	noun	4
BasmacCanna	BasmacCanna	noun	2
Basmakfta	Basmakfta	noun	2
BasmarASIkftA	BasmarASIkfta	noun	1
BasmarASIkfta	BasmarASIkfta	noun	2
BavAdfSa	BavAdfSa	noun	2
BavAmbuDi	BavAmbuDi	noun	3
BavAntara	BavAntara	noun	2
BavIyas	BavIyas	noun	5
BavaBUtam	BavaBUta	noun	3
BavadBi	BavadBI	noun	5
Bavadvacana	Bavadvacana	noun	2
Bavadvasu	Bavadvasu	noun	3
Bavamanyave	Bavamanyu	noun	2
Bavamaya	Bavamaya	noun	2
BavanIya	BU	noun	4
BavanadvAra	BavanadvAra	noun	2
BavanadvAram	BavanadvAra	noun	3
BavanmaDya	BavanmaDya	noun	2
Bavarasa	Bavarasa	noun	2
BavasAgara	BavasAgara	noun	2
BavatpUrva	BavatpUrva	noun	2
BavatputrARAm	Bavatputra	noun	3
BavatyAm	BavatI	noun	2
Bavita	Bavita	noun	2
Bavitra	Bavitra	noun	2
BavizyAmas	BU	verb	2
BayABaya	BayABaya	noun	2
BayAnvita	BayAnvita	noun	2
BayApahA	BayApaha	noun	2
BayApaha	BayApaha	noun	4
BayArtA	BayArta	noun	1
BayArtAya	BayArta	noun	2
BayArta	BayArta	noun	2
BayArtam	BayArta	noun	3
BayAtura	BayAtura	noun	2
BayAturam	BayAtura	noun	3
BayAvahAnAm	BayAvaha	noun	3
BayAvahAni	BayAvaha	noun	3
BayAvaha	BayAvaha	noun	2
BayAvaham	BayAvaha	noun	3
BayAvahas	BayAvaha	noun	1
BayAvahe	BayAvaha	noun	9
BayaNkare	BayaMkara	noun	18
BayaSokasamAvizwa	BayaSokasamAvizwa	noun	2
BayadA	Bayada	noun	2
BayadAn	Bayada	noun	2
BayadAyi	BayadAyin	noun	3
Bayada	Bayada	noun	4
BayadarSinI	BayadarSin	noun	4
Bayahetu	Bayahetu	noun	3
Bayakara	Bayakara	noun	2
Bayakartf	Bayakartf	noun	3
BayamAna	BayamAna	noun	2
BayasTAna	BayasTAna	noun	2
BayasTAnaSatAni	BayasTAnaSata	noun	3
BayasTAnam	BayasTAna	noun	3
BayatrastA	Bayatrasta	noun	1
Bayatrasta	Bayatrasta	noun	2
Bayatrastam	Bayatrasta	noun	3
Bayuk	Bayuj	noun	7
BedABeda	BedABeda	noun	2
BedabudDi	BedabudDi	noun	3
Bedakara	Bedakara	noun	2
Bedatas	Bedatas	ind	1
Bedin	Bid	noun	2
Bedita	Bedi	noun	2
BejAna	Baj	noun	2
BerISaNKavAda	BerISaNKavAda	noun	2
Beryas	BerI	noun	4
Betavya	BI	noun	2
Betavye	BI	noun	9
Betum	BI	ind	1
BfNgAru	BfNgAru	noun	3
BfSaSokavarDana	BfSaSokavarDana	noun	2
BfSadAruRa	BfSadAruRa	noun	2
BfSadAruRam	BfSadAruRa	noun	3
BfSadAruRe	BfSadAruRa	noun	9
BfSaduHKitA	BfSaduHKita	noun	1
BfSaduHKita	BfSaduHKita	noun	2
BfSakopana	BfSakopana	noun	2
BfSapIqitAn	BfSapIqita	noun	1
BfSapIqita	BfSapIqita	noun	2
BfSasaMhfzwA	BfSasaMhfzwa	noun	1
BfSatayA	BfSatA	noun	2
BfgavARa	BfgavARa	noun	2
BfguSArdUlam	BfguSArdUla	noun	3
BfguSrezWa	BfguSrezWa	noun	2
Bfgusattama	Bfgusattama	noun	2
BfgutuNga	BfgutuNga	noun	2
BfguvaMSa	BfguvaMSa	noun	2
BfguvaMSasya	BfguvaMSa	noun	2
BfjjakaRwaka	BfjjakaRwaka	noun	2
Bfkuwim	Bfkuwi	noun	4
BfmAt	Bfma	noun	2
Bfmala	Bfmala	noun	2
Bfmi	Bfmi	noun	9
BftakADyApaka	BftakADyApaka	noun	2
BftakADyApita	BftakADyApita	noun	2
BftyADyApana	BftyADyApana	noun	2
BftyaBAvi	BftyaBAvin	noun	3
Bftyajana	Bftyajana	noun	2
Bftyavarga	Bftyavarga	noun	2
Bftyavfttaye	Bftyavftti	noun	2
BikzABujAm	BikzABuj	noun	3
BikzAcaraRa	BikzAcaraRa	noun	2
BikzAcarya	BikzAcarya	noun	2
BikzAhAra	BikzAhAra	noun	4
BikzAhAram	BikzAhAra	noun	6
BikzArTin	BikzArTin	noun	2
BikzAwana	BikzAwana	noun	6
BikzamARa	Bikz	noun	4
Bikzita	Bikz	noun	2
BinDi	Bid	verb	1
Binatsi	Bid	verb	1
BindatAm	Bid	noun	2
BinnAYjanacayopama	BinnAYjanacayopama	noun	2
BinnArTa	BinnArTa	noun	2
BinnaBARqa	BinnaBARqa	noun	2
BinnaBARqe	BinnaBARqa	noun	9
BinnaBARqezu	BinnaBARqa	noun	2
BinnaBAjane	BinnaBAjana	noun	9
Binnadeha	Binnadeha	noun	2
Binnahfdaya	Binnahfdaya	noun	2
BinnajAtIya	BinnajAtIya	noun	2
Binnakarawa	Binnakarawa	noun	2
Binnakawa	Binnakawa	noun	2
BinnakumBa	BinnakumBa	noun	2
BinnamarmA	Binnamarman	noun	3
BinnamarmARam	Binnamarman	noun	2
Binnamarma	Binnamarman	noun	3
Binnamarman	Binnamarman	noun	3
BinnamaryAda	BinnamaryAda	noun	2
BinnamastakapiRqaka	BinnamastakapiRqaka	noun	2
BinnatvAt	Binnatva	noun	2
Binnatva	Binnatva	noun	2
Bizaktara	Bizaktara	noun	2
BoBAva	BoBAva	noun	2
BoHSabda	BoHSabda	noun	2
BogAyatana	BogAyatana	noun	2
BogatfzRayA	BogatfzRA	noun	2
Bogavat	Bogavat	noun	6
Bogyatva	Bogyatva	noun	2
BojakanyA	BojakanyA	noun	3
BojakulapradIpa	BojakulapradIpa	noun	2
BojanAcCAdana	BojanAcCAdana	noun	2
BojanArTin	BojanArTin	noun	2
Bojanagara	Bojanagara	noun	2
BojanavelA	BojanavelA	noun	3
Bojapati	Bojapati	noun	3
BojarAja	BojarAja	noun	2
Bojin	Buj	noun	4
BojyAnna	BojyAnna	noun	2
BoktfSakti	BoktfSakti	noun	3
Boktftva	Boktftva	noun	2
BrASyAni	BrAS	noun	3
BrAjadfzwi	BrAjadfzwi	noun	3
BrAjadfzwim	BrAjadfzwi	noun	2
BrAjas	BrAj	noun	38
BrAjayantIm	BrAji	noun	2
BrAjizmat	BrAjizmat	noun	3
BrAmyamARa	Bram	noun	2
BrAntacittA	BrAntacitta	noun	1
BrAntacitta	BrAntacitta	noun	2
BrAntidarSana	BrAntidarSana	noun	2
BrAntidarSanam	BrAntidarSana	noun	3
BrAtfBAryA	BrAtfBAryA	noun	3
BrAtfdatta	BrAtfdatta	noun	4
BrAtfjAyA	BrAtfjAyA	noun	3
BrAtfputra	BrAtfputra	noun	2
BrAtftva	BrAtftva	noun	2
BrAtftvam	BrAtftva	noun	3
BrAtfvyacAtana	BrAtfvyacAtana	noun	2
BrAtfvyakzayaRa	BrAtfvyakzayaRa	noun	2
BrAtrya	BrAtrya	noun	2
BrAtryam	BrAtrya	noun	3
BrUBaNga	BrUBaNga	noun	2
BrUBaNge	BrUBaNga	noun	9
BrUBeda	BrUBeda	noun	2
BrURaGna	BrURaGna	noun	2
BrURahA	BrURahan	noun	2
BrURahan	BrURahan	noun	4
BrUcApAkfzwamukta	BrUcApAkfzwamukta	noun	2
BrUlatA	BrUlatA	noun	3
BrUlata	BrUlatA	noun	3
BrUlate	BrUlatA	noun	14
BrUmaDye	BrUmaDya	noun	9
BrUvijfmBa	BrUvijfmBa	noun	2
BrUvikArAn	BrUvikAra	noun	1
BrUvikriyA	BrUvikriyA	noun	3
BrUvilAsAn	BrUvilAsa	noun	1
BraMSana	BraMS	noun	4
BraMSita	BraMSi	noun	4
Brajas	Braja	noun	1
Brasyate	BraMs	verb	1
BrazwarAjya	BrazwarAjya	noun	2
Brazwayoga	Brazwayoga	noun	2
BrukuwIm	BrukuwI	noun	2
Bruvos	BrU	noun	4
Bu	BU	noun	10
BujAGAtAt	BujAGAta	noun	2
BujAGAta	BujAGAta	noun	2
BujAMsadeSa	BujAMsadeSa	noun	2
BujANka	BujANka	noun	2
BujaNgaBojin	BujaMgaBojin	noun	2
BujaNgadIrGa	BujaMgadIrGa	noun	2
BujaNgamAm	BujaMgamA	noun	2
BujaNgama	BujaMgama	noun	4
BujagAtmajA	BujagAtmajA	noun	3
BujagAtmaje	BujagAtmajA	noun	14
Bujagavalaya	Bujagavalaya	noun	2
Bujagendra	Bujagendra	noun	2
BujalatA	BujalatA	noun	3
BujamaDya	BujamaDya	noun	2
BujavIrya	BujavIrya	noun	4
BujavIrye	BujavIrya	noun	18
BujavIryeRa	BujavIrya	noun	4
BujiNga	BujiNga	noun	2
BujizyAm	BujizyA	noun	2
BujyamAna	Buj	noun	4
Bujyu	Bujyu	noun	6
Buk	Buj	noun	28
BuktaBogA	BuktaBoga	noun	1
BuktaBoga	BuktaBoga	noun	2
BuktaSeza	BuktaSeza	noun	2
BuktamAtre	BuktamAtre	ind	1
BuktocCizwA	BuktocCizwa	noun	1
Bumanyu	Bumanyu	noun	3
BuraRa	BuraRa	noun	2
BuruRqa	BuruRqa	noun	2
But	buD	noun	21
Buvanavidita	Buvanavidita	noun	2
BuvaneSAnI	BuvaneSAnI	noun	8
BuvizWa	BuvizWa	noun	2
CAdayAYcakrire	Cad	verb	2
CAdayetAm	Cad	verb	2
CAditavatI	Cad	noun	4
CAgamAMsa	CAgamAMsa	noun	2
CAgamayam	CAgamaya	noun	3
CAgamuKa	CAgamuKa	noun	2
CAndasatva	CAndasatva	noun	2
CAyAdvitIya	CAyAdvitIya	noun	2
CAyAgrAha	CAyAgrAha	noun	2
CAyAmaya	CAyAmaya	noun	2
CAyApaTa	CAyApaTa	noun	2
CAyAtmA	CAyAtman	noun	3
CAyAvfkzam	CAyAvfkza	noun	3
CAyaka	CAyi	noun	4
CadmadyUta	CadmadyUta	noun	2
Cadman	Cadman	noun	3
CaladyUta	CaladyUta	noun	2
Calana	CalanA	noun	3
Candaskfta	Candaskfta	noun	2
Candastva	Candastva	noun	2
CandasyAm	CandasyA	noun	2
Candita	Cand	noun	2
Candu	Candu	noun	3
Candya	Cand	noun	4
CandyamAna	Cand	noun	2
CandyatAm	Cand	verb	1
CannayA	Canna	noun	1
Caye	Ci	noun	2
Cet	Cedi	noun	21
Cettavya	Cid	noun	2
Cettf	Cid	noun	3
CidrAnusArin	CidrAnusArin	noun	2
CinnaDanvA	CinnaDanvan	noun	1
CinnaDanvAnam	CinnaDanvan	noun	1
CinnaDanvan	CinnaDanvan	noun	2
Cinnahasta	Cinnahasta	noun	2
Cinnahastam	Cinnahasta	noun	3
Cinnahastasya	Cinnahasta	noun	2
CinnamUla	CinnamUla	noun	2
Cinnapakza	Cinnapakza	noun	2
CinnasaMSaya	CinnasaMSaya	noun	2
Cinta	Cid	verb	1
Cita	Co	noun	2
CitvA	Co	ind	1
CowayitvA	Cowi	ind	3
DAmaDA	DAmaDA	noun	2
DAnApUpa	DAnApUpa	noun	2
DAnAvat	DAnAvat	noun	3
DAnyaDana	DAnyaDana	noun	2
DAnyabIjAni	DAnyabIja	noun	3
DAnyada	DAnyada	noun	2
DArAvara	DArAvara	noun	2
DArapUta	DArapUta	noun	2
DAravAkezu	DAravAka	noun	2
DArayam	DAri	noun	3
DArayatkavI	DArayatkavi	noun	6
DArayatkziti	DArayatkziti	noun	3
DArayeya	DAri	verb	4
DArayitf	DAri	noun	12
DArayu	DArayu	noun	3
DArmikatva	DArmikatva	noun	2
DArormi	DArormi	noun	3
DAru	DAru	noun	3
DAsi	DAsi	noun	6
DAsyU	DAsyu	noun	6
DAtryAm	DAtrI	noun	2
DAtumaya	DAtumaya	noun	2
DAtusAmya	DAtusAmya	noun	2
DAvAt	DUni	noun	16
DAvad	sf	noun	3
DAyu	DAyu	noun	3
DIjavana	DIjavana	noun	2
DImat	DImat	noun	6
