slp1	iast	freq_band	poly_band	mw_gold_words	heritage_gloss_sha256	heritage_gloss_words	ru_gloss_sha256	ru_gloss_words	ru_renderings_kept	ru_renderings_distinct	ru_rank1_share	ru_n_total
kataka	kataka	mid	poly2_4	30	1985033d0944d4ec1307883a946ae910ec9c4bccab56a8893b5d7fcacc02997e	31	af9d9b399e609f5e696771e1ee10914459d617d52011d5750be6b2e40c401edb	1	1	1	1.0	1
rajaka	rajaka	mid	poly2_4	53	13a1b4c9119b7512e592c7796daa92f112bfa911988aa55cfa2d241e5cd8af4f	5	46e6262112401f09514bb9ed7c7dd35c32c8f68f2811a0fd355ed4e5566da09b	3	3	3	0.4	5
apanayana	apanayana	mid	poly2_4	11	94756652d7c205f624ec6cee4373d356e0206b2de717903d48634d9c8d8abd89	11	4c82806cb391d4ce9553b2094394f3480b3cad8d7f4e3f45c90b3b05f8b0c14d	3	3	3	0.3333	3
pUrti	pūrti	mid	poly2_4	15	b26aac3ac1d39c6f03e69975b742f45a97b491813e2926503288d39ccd50eea0	13	8fbd13e7f9393a7a88107882563f8bcb29ae787e957530a622bed02e71492fc6	4	3	3	0.5	4
viBU	vibhū	mid	poly2_4	123	1b4817459f15ca517d9b7bbd6f0cf3964259e82151de60881e4bd703c24325cb	32	aa97cb7f7c6f9dcbf3b2db2a2c8b857d4481cf4c8fc109c144747a194e29f037	5	5	9	0.3077	13
rAsaBa	rāsabha	mid	poly2_4	13	40514f3eae2a63429ad90d678a5d21beba96d6d7e14e30efc1936e01ef9f65b3	5	b84dd8abb6b16625b6b7ddf97914a3af2b32e4de2d3cfce2882151d23ceded64	5	5	6	0.5	14
pUzan	pūṣan	mid	poly2_4	127	53dc40901437331f5e48e7b27f3b56a94498fba1bea8b997de9c067ae9e21d3d	142	44e17424e8bfd5eb3d24a242ac8072d03dcb312ed79f1a731b4305a95cca11f5	5	5	17	0.6736	193
tura	tura	mid	poly2_4	21	66327ad6f0a9cd38c17633198b9ad1be3fc73b698c5e95ba5a61c2551f6cc771	17	7093cfae0f455fd8dd5a3ef3dd2be16fdedabb024c8bc2c84d0c1e35d377684d	5	5	45	0.0517	58
kApuruza	kāpuruṣa	mid	poly2_4	9	3f1922184732c1e6f6b24ef0343129cf10144cf0773e8948c0414736f6d6be00	8	1455b311c9354d150bdc18173c522db8a3c927dda1a0030efb870517ea894ee4	8	5	9	0.4667	15
rasanA	rasanā	mid	poly2_4	17	e5acb4044df9a3f7ba3c97e5379ba5d80bdb81e6489b49108c8012000619788b	15	8e16051d5439f9041d05c29d939b62ac2b10f922e959b3c5fef852918565aee9	2	2	2	0.625	8
rikTa	riktha	mid	poly2_4	17	a7a49561925e45b867f594c2f461a69aa26043fb0a4b653a1fd581c5a16f0e14	13	9d2bba156beeab6bdcad5284745c196fe2829519d430848a21bb3224d95ba94b	4	4	4	0.3333	12
paryaNka	paryaṅka	mid	poly2_4	60	8774b38edd9f032875695941c135337c7f41bd7d0cc57ea238908c4c745b9daa	37	858d634735cbde09cebb625b5371af6f9e99f0ba96c02ee62b152b0d15571def	6	5	7	0.5	12
niravadya	niravadya	mid	poly2_4	28	8a50e57302c7eddd8db6ad40d950913b497ec5df6901ef8e11a52c5ba1ac2cee	14	2875173c8c7991dfeb18858a3a2daddd8e894b54c5e1db3a52058efff2b26165	6	5	7	0.3333	9
draviqa	draviḍa	mid	poly5p	68	6058358a2863ff583cef079e4acb63f0267b1083c308119d35db8738a3f97bc2	33	c89dc6e7f0fd5b8b0ad668de68f4c600132935303691ba9f862c2c1360e8555c	6	5	5	0.5	12
virUpAkza	virūpākṣa	mid	poly5p	93	412670b33c025a71ed6603c454997564d272ed3142dd7e66a4aca762e081c1e4	151	c2c8c8d8ba056cfa36dc5734fb41655703360a9a7ff8e03611de29cdb1f14c70	7	5	14	0.15	20
viSudDi	viśuddhi	mid	poly5p	36	f45125fbdc276cb8d947f3b170c0edafeb08a6034dedc3d4a7ef26741afe5dde	21	1966a2b09198e12d459e7f46d68f5c7410027268b3ec1c3c6c7fd4574e307492	9	5	11	0.1538	13
kuntala	kuntala	mid	poly5p	50	84a0e82207377ded1329d0d59cb791e5351535d90bfff5aee611d5a9cccd81e5	35	5e594bb6ed439645e9d21f19f123bce96b4ed6d2104bea602d63943a8f11d65b	6	5	5	0.375	8
parA	parā	mid	poly5p	72	6fd17e9b319d2495ff7d3e8429ae3295f93856ed32e6049ea9a06d2add55cddf	95	719bd229fafebced1e57a2258dfe7db5d1b2727d91f9fec5abc4a28db62a91a7	3	1	1	1.0	1
mfgendra	mṛgendra	mid	poly5p	40	15c67131c76065b3cc6f3de59a6f1dc2b79b75b58d5a4edcf13db5c3c04ce14a	17	10aedf36f9fef29250a8118f23c1e6b88e8a6998ef94788de8adf367b1642d0f	9	5	8	0.4583	24
prasTAna	prasthāna	mid	poly5p	67	ca2e871d8c3e293bd2aa1cacd1ef6a187bee985fbf4c6e91f1661c40cbedb8b2	38	38d10fd0f8d3c3fa9898d64a85e3483ae2b4cb9c863d85c36d885e34edd4fd9e	8	5	12	0.1429	14
mecaka	mecaka	mid	poly5p	48	45e3f72982e6b30c58d6387ed44022fec14eae369820464464cdcedc65ab31ac	24	8c69e63f2a11105d74d80c5f0ddb47b01f5b365dfad5838e652e9e1fdc1c05d6	4	3	3	0.3333	3
reRu	reṇu	mid	poly5p	73	c9bb02b3dbf5b8dde693d2eb1cff7d5d74c12c6fc66f8659d2134be7955c7d4f	37	10b47ebeac2e90de585d0f4dfc37ad23ea724efcad3c35e8fc6021c5cb890d43	11	5	6	0.7826	23
paYjara	pañjara	mid	poly5p	39	043daa5ac25202a06e45ebf037f8d09d77bd0eea1e05f68e710a2f71ee80ec15	16	6027564dcb001d821284724e2420018b630b1bb3a965e045dcb34a23ccd37abd	6	5	5	0.3333	6
sImanta	sīmanta	mid	poly5p	45	e4966b4b905a76cbbfb78b820fc1bca46ed6da236c90c5abe26bd781cec413a2	25	fc23118877605bbbe9b482b12ccc18c5382f2fd2aac4423a273b73f9ae1737d7	4	4	4	0.4	5
mahApadma	mahāpadma	mid	poly5p	139	d711c323c511262bbdcae3de4c09ca5f34b5f80486a896d9f63fbe2526bbd786	45	1b34c9f633bbab511e33e069ae1f760c6cc03adda48464ee4635c043cfc0faa8	6	4	4	0.5	6
sammati	sammati	mid	poly5p	46	19a2151370c7af2584ec046e9592406079f76260bb3fa6f845feb1827a675c62	30	d6640344e941988f1d03a31610d66cb87e0cb565ef6d782f1cad185ff3d9d961	1	1	1	1.0	1
asu	asu	mid	poly5p	56	03f7c589e9d8471ed4cff3db11bae02d29a75f79f8600093bacd507c4a535ca5	20	de4a86727d58ac809484b5f8affa33c49c83323c4aa214442d2967fab8232e9e	8	5	28	0.1406	64
kfSAnu	kṛśānu	mid	poly5p	78	57180604379d4faac46c9ad70878f7ae408ae99a3d9c4ae42f80f8b10899e705	62	600ad57e948a4c0a72497a6a8640775e77e84eaeb1d374db4c8e71a2c0cbb1ee	6	5	5	0.4545	11
kaMsa	kaṃsa	mid	poly5p	143	dcf5fe683d80365ac33d4f48cea418a872f9602eea2628d88b31d6dfdbbf08c9	152	fc829e6463d57b8b2eff94e0cb448aff5d6a5e385d39a0082b9e3f40af9ee894	6	5	10	0.4348	23
itTA	itthā	mid	poly5p	85	b4f617c42b9874da41a6578af2df309de3108c579ed0e412383ea8d01abe2fea	28	6265925599754b818b68bde3ed9da534600ccffa55e3d5d10b1cbc9885f6ca00	8	5	20	0.2979	47
Urmi	ūrmi	mid	poly5p	81	d06f0b6e89db9f97b43ef2d49c18a1d868a862cd3d54392291f370f515d29107	21	cd05fa8d6da86cd62bbc2235e71b476757c1996405cd9263f4072eef2fa097a9	5	5	18	0.2018	109
lopa	lopa	mid	poly5p	127	9a34b1662ba5a362bf5666aa959be0b4922de0b47ad990202006dffcc0ec6749	29	d88907ab00fa79504adf128bea6631d12401f886100ca191b48ed38069fa22c4	4	4	4	0.4	5
Sibira	śibira	mid	poly5p	37	e42ed7bb65f907d30f5ee84b9046d2872ea93a97fd1fbabfc2305428c873f700	27	f86a4a82430e7bc386689630e998f214a8c0534db49f138e71e59a8884013a14	5	5	22	0.3919	74
mandira	mandira	mid	poly5p	41	4030a0e587667e0d15e3ed20876b1e1657b8ffabbc16bbc12eb3da4132090e6e	15	044d2dbb11d8838661772ef4b88e1b4bcf93a869f0f14210b38bcb4802c9e18b	5	3	3	0.3333	3
nakta	nakta	mid	poly5p	48	4fbfc4f9553eed6d8edf821a125b68e546e2c52021b4c37ff60a8bdd734416a8	15	6fb5da31eda32fbadb48bc9969569515a8d51d5fe1d947abd628ae4a46739ef8	6	5	11	0.6	65
mUrKa	mūrkha	mid	poly5p	29	7c8abf45ade951d6507248fa50ca462054c5a2b1a1b72172bafaee7f66bca88c	53	fac2abab0fb9013ed36448921455c54a2b3eb10230b37a36b4724c91b9c9e438	5	5	14	0.1935	31
pippala	pippala	mid	poly5p	66	dfd430127e3f64a35bd3096a35198e8bf39414a1ce8c03e5a0e952e5705a47c1	47	1932b6a259a23bb46e23c25bd5c894150cd83cb113d91a4543999952088e35cd	6	5	9	0.2273	22
DAraka	dhāraka	mid	poly5p	22	cb24b3d74329450cfc8992bdfa26377eb7403e156e1bbb2817517761f69ff1b0	10	970f3e653e255fa6667d6a771a252a3062fc6df3cea3217e925e1199c63f79fb	4	4	4	0.25	4
Bawa	bhaṭa	mid	poly5p	45	81dc143e2b3282d0ef5d9a136cd5948462ef1ea1bae09dbb741cfe285e5e0c1a	40	0098631f437caa4ee8e30590f560e0be876cf95fabb2f2afdd4fb81a3989a863	3	3	3	0.5	4
padmanABa	padmanābha	mid	poly5p	61	ea4bcdc571ceb2d99eff8f35d18bfb5518d9ca86397f355a40fdec5608f9c8be	23	ef79a62075b2f32833cb31d27fcd8731b2bc3b820e2c2cd596ae7476d48c8d4c	9	4	4	0.5	8
dyumat	dyumat	mid	poly5p	44	f6ccdbee84dfa95062a41d00fbb0a2b17c865da3e97879db9a93db7028d7ca1e	13	3b13c1d29d91a24af5790463ad6159c0e90860835eff505fe31206fa7b664bc3	5	5	33	0.1132	53
mandAra	mandāra	mid	poly5p	76	15f65c4569544d37f8f7b43f39a60d40a0b20a851643705cb89ee44581c0316a	92	fe883a90a0624d20ed0ec97a175c7eedaaaeced22ecdebf7c648da0feaad8f56	7	5	9	0.2667	15
kukkura	kukkura	mid	poly5p	38	e4b00040a887fbc9832036ef1f856ce1412f941936db643db2ea35c5d1471f25	2	21962f2371ea0b1f5225c4029d511474f9b951295484ceae5f62eeb426096a1d	2	2	2	0.5	2
vasati	vasati	mid	poly5p	67	431de2bb1724e307d51b632d9adc5ef5c324cdf7329c3b95acdc362b76e3f34f	68	d0d326bf615dfc7209a0db24dca5c37a7e498ee691cba11f7f2d59149494baa3	8	5	13	0.125	16
jImUta	jīmūta	mid	poly5p	49	418f1df0f2dd0ba656e46139e0a985c684e4161087656830e24f8f34d4e06bfb	40	a1b2b774cc06fcd5ec95d7536e78511046e249303c906b2bbd8fec944adafac8	5	5	15	0.2353	34
vizARa	viṣāṇa	mid	poly5p	114	5c1b709c3cbe64e4ef4625a4697c2c7be9302c91dd65c349fd1da59438602feb	24	7f4965e3d1ee096e9c07c5a002ba854a122c7cb4b3a8e3a79a54d929545501b2	5	5	10	0.3333	18
malayaja	malayaja	mid	poly5p	18	43ba277e561f59839d1b8d4e90da4c878ec4add7bcae00f75b9367a9a2092e52	25	efa93afded5ea634bc82070b1a08dc748cb3c3df814f01237fc9802c251a2673	8	5	5	0.2	5
Danika	dhanika	mid	poly5p	25	2e0c63402985a30441d0e3251d0c06bee08ac703796e9cc97c276f7c31f0ae68	36	642efd6cbca789c4334c331f7a05cd190f0509910b5df93ed1402c51ef5bd61a	2	2	2	0.75	4
aBijana	abhijana	mid	poly5p	24	9470d3eb23d80b3581a44a8b0fd27081c5c1fb49c1c4febd2084bc07fe8abcdc	25	86ac4dfa581eef6d98b470eca79381d336557023af67e8794a7b3916a99df78d	5	5	19	0.0909	22
tiras	tiras	mid	poly5p	45	7c36a392b4b04db44e148641d909db16f2e2b4d6c6f1ef4e13bedab17ae560d9	62	3557ec7387c576752d52351f28603cade1315d8861a26797e2b40490e64acbf3	5	5	20	0.3281	64
BIru	bhīru	mid	poly5p	72	40a3cc16957f40fecf4699040b8efb85c0c86d9275699b01145c01362407fb5d	33	bfca4ec872838e67ad4c68c4bd12fc44b79b9e2b73614d710b6df2b24842b388	6	5	39	0.4314	102
hala	hala	mid	poly5p	52	7610c94f2c7d80f207964ea35306b2dbc491ebf12b28f5295ede96934e484da2	20	6fafbfc390a6b5182892e639ca51083ee42944a9e3acb56cbdd2642d27326508	5	5	5	0.2	5
iriRa	iriṇa	mid	poly5p	41	f5061314ce07dccec7478cb6e6940f62843e8fd3352661c6f54ca7c2c6c6e28d	16	cafddc76da4ca1f109c960f7357dd585bce78fd2afb99815630a2958a1218686	7	5	7	0.25	8
gozWa	goṣṭha	mid	poly5p	56	84a82dd3f2a6ff52695857fbb6b1950f22cd5fe011f4d8374fa16671dad43163	29	b13b24f3aea247e0b87085234892e5769f2f9207766a6377e2d0277cc7da970f	5	5	22	0.1282	39
svarAj	svarāj	mid	poly5p	39	c5bb5d9dc61213e5a0d30c9b11ea4e617508118cc515b7e67c54a904dcd26c9f	36	79502d42bd4d142146d22c62c189c72fa23d064ee6e0f0a4c0385a14459b2e21	5	5	18	0.1714	35
jambuka	jambuka	mid	poly5p	34	1b97f643119fcd4e0100bd9eb152d4a5fa4582146a94d89b2db330e3f9c5df85	6	f9e67cd671c9290afbfcdc1720baeec9da9a89c18cecfa7226e88676240dfbe2	4	4	4	0.4444	9
