slp1	hom	sense_id	gloss_de	ls_loci
AsTA		1	1〉 nach dem Walde geht unser Sinnen und Trachten Spr. 1966	Spr. 1966
AsTA		3	3〉 mit Zuversicht Spr. 920 . KATHĀS. 81,113 . 87,24 . 30,97 . 55,22 . 4,12 . 52,168 . 56,36 . 403 . 69,86 . 119,188 . 120,7	Spr. 920;KATHĀS. 81,113;KATHĀS 87,24;KATHĀS 30,97;KATHĀS 55,22;KATHĀS 4,12;KATHĀS 52,168;KATHĀS 56,36;KATHĀS. 56, 403;KATHĀS 69,86;KATHĀS 119,188;KATHĀS 120,7
AsTA		3	3〉 Verlass auf ( loc. ) Spr. (II) 7558	Spr. (II) 7558
AsTAna		1	1〉 n	
AsTAna		1a	a〉 Standort, Ort, Unterlage VS. 11,21 . 38 . AV. 1,23,3 . 32,2 . 6,77,1 . ŚAT. BR. 5,5,5,14 . 11,5,5,8 . Vgl	VS. 11,21;VS. 11, 38;AV. 1,23,3;AV. 1, 32,2;AV 6,77,1;ŚAT. BR. 5,5,5,14;ŚAT. BR 11,5,5,8
AsTAna		1b	b〉 Versammlung AK. 2,7,15 . H. 481 . Audienzsaal des Königs: KATHĀS. 21,17 . 24,47 . 21,38 . 18,28 . BROCKHAUS : Thron. n. Versammlungszimmer H. 997 . Verz. d. B. H. 172,3	AK. 2,7,15;H. 481;KATHĀS. 21,17;KATHĀS 24,47;KATHĀS 21,38;KATHĀS 18,28;BROCKHAUS;H. 997;Verz. d. B. H. 172,3
AsTAna		2	2〉 f. TRIK. 3,5,21 . Versammlung AK. 2,7,15 . 3,4,90 . PRAB. 102,10 . in den Audienzsaal Kuvera ʼs DAŚAK. 117,3 v. u	TRIK. 3,5,21;AK. 2,7,15;AK 3,4,90;PRAB. 102,10;DAŚAK. 117,3 v. u
AsTAna		1	1〉	
AsTAna		1b	b〉 Empfang bei einem Fürsten, Audienzsaal eines Fürsten HALĀY. 4,93 . RĀJA-TAR. 5,35 . KATHĀS. 44,82 . 45,1 . 50,106 . 53,28 . 36 . 42 . 44 . 49 . 54 . 56 . 65 . 54,137 . 56,358 . 59,24 . 26 . 66,64	HALĀY. 4,93;RĀJA-TAR. 5,35;KATHĀS. 44,82;KATHĀS 45,1;KATHĀS 50,106;KATHĀS 53,28;KATHĀS. 53, 36;KATHĀS. 53, 42;KATHĀS. 53, 44;KATHĀS. 53, 49;KATHĀS. 53, 54;KATHĀS. 53, 56;KATHĀS. 53, 65;KATHĀS 54,137;KATHĀS 56,358;KATHĀS 59,24;KATHĀS. 59, 26;KATHĀS 66,64
AsTApita		1	1〉 adj. s. u. mit im caus	
AsTApita		2	2〉 mit dem Ton auf der ersten Silbe gaṇa zu P. 6,2,146	P. 6,2,146
Asa	3	1	1〉 Sitz s	
Asa	3	2	2〉 n. Gesäss: [Page1-0736] CHĀND. UP. 1,6,7	CHĀND. UP. 1,6,7
Asa	3	3	3〉 Nähe (?), s	
AsaMsAra		1	1〉 adj. beständigem Wandel unterworfen: KATHĀS. 5,103	KATHĀS. 5,103
AsaMsAra		2	2〉 adv. so lange der beständige Wandel der Welt besteht, bis zum Ende der Welt RĀJA-TAR. 5,119	RĀJA-TAR. 5,119
AsaMsAra		1	1〉 zu streichen, da an der angeführten Stelle nach KERN [Page5-1130] ( und werden in Hdschrr. oft verwechselt) so lange die Welt besteht zu lesen ist	KERN
AsaMsAra		2	2〉 so lange die Welt besteht, von Anfang der Welt an Spr. 401 . 3743	Spr. 401;Spr 3743
AsaNga		1	1〉 m	
AsaNga		1a	a〉 das Anhaften, Anhaken, Anhängen (auch in übertr. Bed. ) AK. 3,3,2 . ŚĀK. 32 . KUMĀRAS. 5,9 . ( ) DHŪRTAS. 92,8 . KATHĀS. 12,90 . VID. 269 . PAÑCAT. V, 83 . BHAG. 4,20 . PRAB. 61,14 . SĀH. D. 79,20	AK. 3,3,2;ŚĀK. 32;KUMĀRAS. 5,9;DHŪRTAS. 92,8;KATHĀS. 12,90;VID. 269;PAÑCAT. V, 83;BHAG. 4,20;PRAB. 61,14;SĀH. D. 79,20
AsaNga		1b	b〉 das sich-an-Jmd-Anhängen, Nachstellung: ŚAT. BR. 1,1,2,3 . 3,1,5 . 4,4,8 . 6,1,11 . 5,2,3,5	ŚAT. BR. 1,1,2,3;ŚAT. BR. 1, 3,1,5;ŚAT. BR. 1, 4,4,8;ŚAT. BR. 1, 6,1,11;ŚAT. BR 5,2,3,5
AsaNga		1c	c〉 N. pr. eines Mannes ṚV. 8,1,32 . 33	ṚV. 8,1,32;ṚV. 8,1, 33
AsaNga		2	2〉 n. eine bes. wohlriechende Erde ( ) RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
AsaNga		3	3〉 adj. und adv. = ununterbrochen JAṬĀDH. _im_ ŚKDR. — Vgl	JAṬĀDH;ŚKDR
AsaNga		1	1〉	
AsaNga		1a	a〉 KATHĀS. 61,168 . Spr. 915 . ( adj. ) 4608 . PAÑCAT. V, 83 ist zu streichen, da dieses in + zu zerlegen ist	KATHĀS. 61,168;Spr. 915;Spr 4608;PAÑCAT. V, 83
AsaYjana		1	1〉 das Anhängen, Anhaken: AIT. BR. 5,11 . KĀTY. ŚR. 25,10,14 . ŚĀK. 32 , v. l	AIT. BR. 5,11;KĀTY. ŚR. 25,10,14;ŚĀK. 32
AsaYjana		2	2〉 Henkel, Haken ŚAT. BR. 6,7,1,17 . 19 . 21	ŚAT. BR. 6,7,1,17;ŚAT. BR. 6,7,1, 19;ŚAT. BR. 6,7,1, 21
Asadana		1	1〉 das Sitzen	
Asadana		2	2〉 Sitz: KĀTY. ŚR. 25,7,8	KĀTY. ŚR. 25,7,8
Asakti		1	1〉 das an-Etwas-Hängen ( übertr. ): ŚUK. 40,1	ŚUK. 40,1
Asakti		2	2〉 das sich — an — Jmd — Anhängen, Nachstellung: ṚV. 10,85,28 . — adv. geflissentlich: ŚAT. BR. 9,5,1,16 . 17 . — Vgl. d. folg. W	ṚV. 10,85,28;ŚAT. BR. 9,5,1,16;ŚAT. BR. 9,5,1, 17
Asakti		1	1〉 Spr. 3935 . KATHĀS. 53,87 . 61,141	Spr. 3935;KATHĀS. 53,87;KATHĀS 61,141
Asakti		2	2〉 adv. zusammenhängend, ununterbrochen: PAÑCAV. BR. 6,6,10 . Dieselbe Bed. wird wohl auch für die aus ŚAT. BR. angeführte Stelle anzunehmen sein	PAÑCAV. BR. 6,6,10;ŚAT. BR
Asakti		1	1〉 in eig. Bed. RĀJA-TAR. 3,98 . in übertr. Bed. Spr. (II) 12 . An beiden Stellen am Ende eines adj. comp	RĀJA-TAR. 3,98;Spr. (II) 12
Asana	1	1	1〉 n	
Asana	1	1a	a〉 das Sitzen, Sichsetzen: KĀTY. ŚR. 4,15,33 . 7,5,8 . 16,1,29 . 25,4,7 . M. 6,22 . 7,220 . 11,180 . 224 . N. 2,4 . M. 8,281 . 357 . die Art und Weise des Sitzens bildet einen Bestandtheil der achtgli	KĀTY. ŚR. 4,15,33;KĀTY. ŚR 7,5,8;KĀTY. ŚR 16,1,29;KĀTY. ŚR 25,4,7;M. 6,22;M 7,220;M 11,180;M. 11, 224;N. 2,4;M. 8,281;M. 8, 357;AK. 2,7,39;H. 82;PRAB. 97,15;MADHUS;Ind. St. 1,22
Asana	1	84	Arten des Sitzens erwähnt; s. und	
Asana	1	84b	b〉 das Haltmachen (im Feldzuge), Beziehen eines Lagers AK. 2,8,1,18 . H. 735 . an. 2,357 . MED. n. 36 . M. 7,160 — 162 . 166 . YĀJÑ. 1,346 . PAÑCAT. 12,21 . 153,9 . HIT. 119,17	AK. 2,8,1,18;H. 735;H an. 2,357;MED. n. 36;M. 7,160;M. 7, 162;M. 7, 166;YĀJÑ. 1,346;PAÑCAT. 12,21;PAÑCAT 153,9;HIT. 119,17
Asana	1	84c	c〉 das Sichaufhalten, Wohnen: M. 6,59 . 2,215	M. 6,59;M 2,215
Asana	1	84d	d〉 Sitz, Platz AK. 2,6,3,40 . 7,45 . 3,4,171 . 187 . H. 684 . H. an. MED. KĀTY. ŚR. 1,8,27 . 7,4,32 . 9,9 . 12,4,15 . 25,4,47 . KAUŚ. 3 . TAITT. UP. 1,11,3 . M. 3,208 . KUMĀRAS. 7,12 . BHAG. 6,11 . VI	AK. 2,6,3,40;AK. 2,6, 7,45;AK. 2, 3,4,171;AK. 2,6,3, 187;H. 684;H. an;MED;KĀTY. ŚR. 1,8,27;KĀTY. ŚR 7,4,32;KĀTY. ŚR. 7, 9,9;KĀTY. ŚR 12,4,15;KĀTY. ŚR 25,4,47;KAUŚ. 3;TAITT. UP. 1,11,3;M. 3,208;KUMĀRAS. 7,12;BHAG. 6,11;VIŚV. 2,2;M. 3,99;M 4,154;R. 3,18,29;N. 5,4;M. 2,202;M. 2, 119;ebend;RAGH. 2,6;ŚĀK. 28,8;ŚĀK 63,16;RAGH. 3,1;N. 3,15;M. 4,69;R. 3,67,1;R. 3, 15,12;P. 6,2,151;INDR. 2,20;H. 61;M. 5,94;M 7,141
Asana	1	84e	e〉 Widerrist des Elephanten, der Sitz des Führers, AK. 2,8,2,7 . H. 1224 . H. an. MED	AK. 2,8,2,7;H. 1224;H. an;MED
Asana	1	2	2〉 f. P. 3,3,107 , Sch. VOP. 26,194 . Aufenthalt AK. 3,3,21 . H. 1498	P. 3,3,107;VOP. 26,194;AK. 3,3,21;H. 1498
Asana	1	3	3〉 f	
Asana	1	3a	a〉 Aufenthalt MED. n. 37	MED. n. 37
Asana	1	3b	b〉 Sitz: KAUŚ. 3	KAUŚ. 3
Asana	1	3c	c〉 Bude, Laden H. an. 3,358 . MED	H. an. 3,358;MED
Asana	1	1	1〉	
Asana	1	1a	a〉 DAŚAK. _in_ BENF. Chr. 180,22 . Art und Weise des Sitzens (in der Askese) VEDĀNTAS. (Allah.) No. 127 . 130 . Verz. d. Oxf. H. 11,a, N. 1. fgg. 94,a, N. 2 . 102,b,12. fgg. 233,b,7 . 234,a,14. fgg. 2	DAŚAK;BENF. Chr. 180,22;VEDĀNTAS. (Allah.) No. 127;VEDĀNTAS. (Allah.) No 130;Verz. d. Oxf. H. 11,a, N. 1. fgg;Verz. d. Oxf. H 94,a, N. 2;Verz. d. Oxf. H 102,b,12. fgg;Verz. d. Oxf. H 233,b,7;Verz. d. Oxf. H 234,a,14. fgg;Verz. d. Oxf. H 236,a,31. fgg
Asana	1	1d	d〉 Thron RĀJA-TAR. 4,309	RĀJA-TAR. 4,309
Asana	1	1e	e〉 der Theil des Pferderückens, auf dem der Reiter sitzt, VARĀH. BṚH. S. 93,1 . 3 . — Vgl	VARĀH. BṚH. S. 93,1;VARĀH. BṚH. S. 93, 3
Asana	1	1	1〉	
Asana	1	1a	a〉 über die verschiedenen Arten des Sitzens HEM. YOGAŚ. 4,123. fgg	HEM;YOGAŚ. 4,123. fgg
Asanda		1	1〉 m. ein Beiname Viṣṇu ʼs H. ś. 74 . MED. d. 20 (verdruckt )	H. ś. 74;MED. d. 20
Asanda		2	2〉 f. ein aus Holz oder Flechtwerk gemachter Sessel, Stuhl, Lehnstuhl AK. 3,6,9 . H. 684 . HĀR. 209 . MED. AV. 14,2,65 . 15,3,2. fgg. VS. 8,56 . 19,16 . 86 . TS. 7,5,8,5 . AIT. BR. 8,5 . ŚAT. BR. 5,4,	AK. 3,6,9;H. 684;HĀR. 209;MED;AV. 14,2,65;AV 15,3,2. fgg;VS. 8,56;VS 19,16;VS. 19, 86;TS. 7,5,8,5;AIT. BR. 8,5;ŚAT. BR. 5,4,4,1;ŚAT. BR. 5, 2,1,22;ŚAT. BR. 5, 5,3,7;ŚAT. BR 6,7,1,12. fgg;ŚAT. BR 12,8,3,4. fgg;ŚAT. BR 14,1,3,8. fgg;KĀTY. ŚR. 26,2,8. fgg;KĀTY. ŚR 13,3,2. fgg;KĀTY. ŚR 16,5,5;KAUṢ. UP;Ind. St. 1,397;ŚAT. BR. 12,8,3,4
Asatti		1	1〉 Anschluss, unmittelbare Verbindung H. an. 3,250 . MED. t. 95 . der Worte in einem Satze SĀH. D. 8,17 . 22	H. an. 3,250;MED. t. 95;SĀH. D. 8,17;SĀH. D. 8, 22
Asatti		2	2〉 Erlangung H. an. MED	H. an;MED
Asatti		1	1〉 BHĀṢĀP. 81 . 82 . 63	BHĀṢĀP. 81;BHĀṢĀP 82;BHĀṢĀP 63
Asatti		3	3〉 das in-die-Enge-Kommen, Verlegenheit, ein Zustand, in dem man keinen Rath weiss: MBH. 12,1878 . = NĪLAK	MBH. 12,1878;NĪLAK
Asava	2	1	1〉 das Abkochen; Destillation H. 905	H. 905
Asava	2	2	2〉 Decoct, Abguss, Liquor, häufig ein mit Zucker oder Lauge gemischter Trank SUŚR. 1,70,10 . 145,13 . 163,9 . 10 . 190,6 . MBH. 16,30 . M. 11,95 ( n. als copul. comp. gedeutet). (von den Lexicographen	SUŚR. 1,70,10;SUŚR. 1, 145,13;SUŚR. 1, 163,9;SUŚR. 1,163, 10;SUŚR. 1, 190,6;MBH. 16,30;M. 11,95;SUŚR. 1,190,8;R. 5,12,42;R. 5, 14,44;R. 5,12, 24;SUŚR. 1,190,15;SUŚR. 1, 229,1;SUŚR. 1, 237,21;SUŚR. 1, 238,4;SUŚR. 1,238, 5;SUŚR 2,52,10;SUŚR. 1, 73,11;VIŚV. 3,2;VIKR. 107;ŚĀNTIŚ. 1,29;KATHĀS. 21,8;PRAB. 19,12;DHŪRTAS. 83,7;YĀJÑ. 3,37;AK. 2,10,42;H. 704;RĀJAN;ŚKDR;HĀR. 170;KUMĀRAS. 1,31
Asava	2	2	2〉 ŚĀRṄG. SAṂH. _in_ Verz. d. Oxf. H. 315,a, No. 748 . Spr. 3179 . 820 . — Vgl	ŚĀRṄG. SAṂH;Verz. d. Oxf. H. 315,a, No. 748;Spr. 3179;Spr 820
Asecana	1	1	1〉 das Aufgiessen, Eingiessen KĀTY. ŚR. 9,5,4 . 6,2 . 15,9,4 . 25,12,12	KĀTY. ŚR. 9,5,4;KĀTY. ŚR. 9, 6,2;KĀTY. ŚR 15,9,4;KĀTY. ŚR 25,12,12
Asecana	1	2	2〉 der Ort des Aufgiessens, Behälter von Flüssigkeiten: ṚV. 1,162,13 . ŚAT. BR. 2,1,4,5 . KĀTY. ŚR. 4,8,5	ṚV. 1,162,13;ŚAT. BR. 2,1,4,5;KĀTY. ŚR. 4,8,5
AsevA		1	1〉 dass. : P. 3,4,56 , Sch	P. 3,4,56
AsevA		2	2〉 Verkehr, Umgang: mit der es schwer zu verkehren ist ( ) R. 3,23,15	R. 3,23,15
Asevin		1	1〉 besuchend, sich aufhaltend in: KATHĀS. 71,95	KATHĀS. 71,95
Asevin		2	2〉 betreibend, sich hingebend einer Sache: RĀJA-TAR. 5,207	RĀJA-TAR. 5,207
Askanda		1	1〉 das Aufspringen, Besteigen: KATHĀS. 26,36	KATHĀS. 26,36
Askanda		2	2〉 Angriff oder Angreifer VS. 30,18	VS. 30,18
Askanda		2	2〉 Angriff: Spr. 167 . RĀJA-TAR. 8,2633 . Streiche die Worte oder Angreifer VS. 30,18 und füge hinzu	Spr. 167;RĀJA-TAR. 8,2633;VS. 30,18
Askanda		3	3〉 ein best. Würfel VS. 30,18 . TS. 4,3,3,2 . KĀṬH. 39,7	VS. 30,18;TS. 4,3,3,2;KĀṬH. 39,7
Askanda		4	4〉 eine best. Recitationsweise LĀṬY. 4,1,5 . 6,6,19	LĀṬY. 4,1,5;LĀṬY 6,6,19
Askandana		1	1〉 Angriff, = MALLIN. _zu_ KUMĀRAS. 3,71 . Kampf AK. 2,8,2,72 . H. 797 . an. 4,161 . MED. n. 168	MALLIN;KUMĀRAS. 3,71;AK. 2,8,2,72;H. 797;H an. 4,161;MED. n. 168
Askandana		2	2〉 das Anfahren mit Worten ( ) H. an. MED	H. an;MED
Askandana		3	3〉 das Trocknen ( ) H. an. MED	H. an;MED
Askandana		1	1〉 Angriff: der Angriff auf dich KATHĀS. 49,125	KATHĀS. 49,125
Askandin		1	1〉 auf Jmd springend: RAGH. 17,52	RAGH. 17,52
Askandin		2	2〉 (vom caus. ) fliessen lassend, spendend: KATHĀS. 24,87	KATHĀS. 24,87
Askandin		3	3〉 angreifend; s	
Askandin		2	2〉 (wegen der Cäsur besser ) Spr. (II) 5934	Spr. (II) 5934
Aspada		2	2〉 Geschäft AK. 3,4,96 . H. an. MED	AK. 3,4,96;H. an;MED
Aspada		1	1〉 (die Seele) hat ein endloses Gebiet wie der Himmel TATTVAS. 17 . der Palast eines Fürsten RĀJA-TAR. 5,235 . Aufenthaltsort KATHĀS. 58,111 . 75,128 . [Page5-1132] 68,17 . ein Ort für RĀJA-TAR. 5,44 	TATTVAS. 17;RĀJA-TAR. 5,235;KATHĀS. 58,111;KATHĀS 75,128;KATHĀS 68,17;RĀJA-TAR. 5,44;KATHĀS. 56,308;Spr. 5184;Spr 3278;KATHĀS. 60,9;KATHĀS 61,329
Aspada		2	2〉 Bez. des 10ten astrologischen Hauses VARĀH. BṚH. 9,2 . 4 . 10,1 . 25 (, 6	VARĀH. BṚH. 9,2;VARĀH. BṚH. 9, 4;VARĀH. BṚH 10,1;VARĀH. BṚH 25 (23), 6
AsrAva		1	1〉 das Fliessen, Ausfluss H. an. 4,136 . MED. d. 43 . SUŚR. 1,8,11 . 83,10 . 84,5. fgg. 2,60,13 . 235,7 . 1,155,2 . 2,307,3 . 4	H. an. 4,136;MED. d. 43;SUŚR. 1,8,11;SUŚR. 1, 83,10;SUŚR. 1, 84,5. fgg;SUŚR 2,60,13;SUŚR 235,7;SUŚR 1,155,2;SUŚR 2,307,3
AsrAva		2	2〉 ein Körperschaden, Gebrechen AV. 1,2,4 . 2,3,3 . Vgl. und 2	AV. 1,2,4;AV 2,3,3
AsrAva		1	1〉 Eiterung: Spr. 4444 . — Vgl	Spr. 4444
Asrava		1	1〉 der Schaum auf kochendem Reise H. ś. 94	H. ś. 94
Asrava		2	2〉 Leiden AK. 3,3,29 . Fehler, Gebrechen H. 1375	AK. 3,3,29;H. 1375
Asrava		3	3〉 bei den Jaina das was den im Körper befindlichen Geist auf die äusseren Objecte lenkt COLEBR. Misc. Ess. I, 382 . — Vgl. 2. und 10	COLEBR. Misc. Ess. I, 382
Asrava		3	3〉 bei den Jaina der Einfluss der Aussenwelt auf den Menschen SARVADARŚANAS. 36,14. fgg. 38,20. fgg. 39,16 (wo st. zu lesen ist). 43,16 . 20 ; vgl. WILSON, Sel. Works 1,310	SARVADARŚANAS. 36,14. fgg;SARVADARŚANAS 38,20. fgg;SARVADARŚANAS 39,16;SARVADARŚANAS 43,16;SARVADARŚANAS. 43, 20;WILSON, Sel. Works 1,310
Asrava		3	3〉 (Nachträge) HEM. YOGAŚ. 4,55. fgg. 73. fgg. 80	HEM;YOGAŚ. 4,55. fgg;YOGAŚ. 4, 73. fgg;YOGAŚ. 4, 80
AstAra		1	1〉 Ausbreitung (von mit ), s	
AstAra		2	2〉 in ( AK. 2,7,16 . H. 480 . MBH. 2,1787 ) Mitglied einer Versamlung scheint eher mit als mit in Verbindung zu stehen; vgl	AK. 2,7,16;H. 480;MBH. 2,1787
AstAra		1	¦, DURGĀD. _zu_ NIR. 5,22 erklärt ṚV. 10,43,5 durch . Vgl	DURGĀD;NIR. 5,22;ṚV. 10,43,5
AstIka		1	1〉 m. N. pr. eines alten Weisen, eines Sohnes des und der Jaratkāru , der beim grossen Schlangenopfer einen Theil derselben rettete, TRIK. 2,8,21 . MBH. 1,1634. fgg. 1929. fg. HARIV. 11233 . ein Beina	TRIK. 2,8,21;MBH. 1,1634. fgg;MBH. 1, 1929. fg;HARIV. 11233;ŚABDAR;ŚKDR
AstIka		2	2〉 adj. Āstīka betreffend, über ihn handelnd MBH. 1,304 . 1023 . 1027 . oder heisst ein Abschnitt im 1sten Buch des MBH., Kap. 13 — 58	MBH. 1,304;MBH. 1, 1023;MBH. 1, 1027;MBH., Kap. 13;MBH., Kap 58
AstIka		1	1〉 Verz. d. Oxf. H. 24,b,39 . 40 . 268,a,36	Verz. d. Oxf. H. 24,b,39;Verz. d. Oxf. H. 24,b, 40;Verz. d. Oxf. H 268,a,36
Astara		1	1〉 Decke, Teppich (auch von ausgebreiteten Blumen, Blättern u. s. w. ) H. 680 . ŚĀNTIŚ. 2,19 . KATHĀS. 22,196	H. 680;ŚĀNTIŚ. 2,19;KATHĀS. 22,196
Astara		2	2〉 N. pr. eines Mannes Verz. d. B. H. No. 166	Verz. d. B. H. No. 166
AstaraRa	1	1	1〉 n. = 1. AK. 2,8,2,10 . H. 680 , Sch. AV. 15,3,7 . AIT. BR. 8,5 . KAUŚ. 64 . ĀŚV. GṚHY. 2,3 . MBH. 1,131 . R. 3,49,15 . MBH. 3,15142 . INDR. 5,3 . R. 2,32,9 . 4,25,29 . 33,25 . 5,13,54 . 6,99,13 . Ś	AK. 2,8,2,10;H. 680;AV. 15,3,7;AIT. BR. 8,5;KAUŚ. 64;ĀŚV. GṚHY. 2,3;MBH. 1,131;R. 3,49,15;MBH. 3,15142;INDR. 5,3;R. 2,32,9;R 4,25,29;R. 4, 33,25;R 5,13,54;R 6,99,13;ŚĀK. 33,2;PAÑCAT. I, 190;PAÑCAT 36,12;RAGH. 6,64
AstaraRa	1	2	2〉 f. gaṇa zu P. 4,1,41	P. 4,1,41
Astika		1	1〉 adj. der an die Wahrheit der Ueberlieferung [Page1-0742] glaubt, gläubig ( Gegens. und ) P. 4,4,60 . H. 490 . MBH. 1,3088 . 225 . 3,13782 . 14512 . R. 2,109,37 . YĀJÑ. 1,267 . SUŚR. 1,123,20 . PRAB	P. 4,4,60;H. 490;MBH. 1,3088;MBH. 1, 225;MBH 3,13782;MBH. 3, 14512;R. 2,109,37;YĀJÑ. 1,267;SUŚR. 1,123,20;PRAB. 27,9;MADHUS;Ind. St. 1,13;R. 2,109,36;SIDDH. K;P. 4,4,60
Astika		2	2〉 falsche Form für im ŚKDR. und bei WILSON	ŚKDR;WILSON
Asura		1	1〉 adj. f. nach der doppelten Bedeutung von	
Asura		1a	a〉 geistig, göttlich: ṚV. 3,29,11 . von Varuṇa 5,85,5 . ( vgl. P. 4,4,124 ) VS. 11,69 . AV. 3,22,4	ṚV. 3,29,11;ṚV 5,85,5;P. 4,4,124;VS. 11,69;AV. 3,22,4
Asura		1b	b〉 zu den bösen Geistern gehörig, ihnen geweiht, asurisch, dämonisch: ṚV. 5,40,5 . 9 . 10,131,4 . VS. 19,34 . AV. 8,5,9 . ŚAT. BR. 5,3,2,2 . 4,1,9 . 13,8,1,5 . 2,1 . KĀTY. ŚR. 1,10,14 . CHĀND. UP. 8,8	ṚV. 5,40,5;ṚV. 5,40, 9;ṚV 10,131,4;VS. 19,34;AV. 8,5,9;ŚAT. BR. 5,3,2,2;ŚAT. BR. 5, 4,1,9;ŚAT. BR 13,8,1,5;ŚAT. BR. 13,8, 2,1;KĀTY. ŚR. 1,10,14;CHĀND. UP. 8,8,5;M. 3,21;M. 3, 24;M. 3, 25;M 9,197;M 3,31;M 11,20;ARJ. 10,30;BHAG. 16,7;BHAG 7,15;BHAG 9,12;BHAG 16,4;BHAG. 16, 20;PRAB. 113,19;MBH. 3,765;DAŚ. 1,2;DAŚAK. 64,3 v. u
Asura		2	2〉 m	
Asura		2a	a〉 = ein Asura , gaṇa zu P. 5,4,38 . f. AV. 1,24,1 . 2 . 7,38,2 . AIT. BR. 2,22 (dieselbe Belegstelle ist aus Versehen u. 4,a angegeben worden)	P. 5,4,38;AV. 1,24,1;AV. 1,24, 2;AV 7,38,2;AIT. BR. 2,22
Asura		2b	b〉 = ( s. u. 1, ŚKDR. Bei dieser Heirathsform erkauft der Bräutigam die Braut, indem er nach M. 3,31 den Verwandten und der Braut soviel giebt, als er vermag	ŚKDR;M. 3,31
Asura		2c	c〉 pl. die Sterne der südlichen Hemisphäre SŪRYAS. KĀLAS. 355 . HAUGHTON	SŪRYAS;KĀLAS. 355;HAUGHTON
Asura		2d	d〉 ein Fürst der Asura (eines Kriegerstammes) gaṇa zu P. 5,3,117 ; vgl. Vārtt. 2 zu 4,1,177	P. 5,3,117;Vārtt. 2 zu 4,1,177
Asura		3	3〉 f	
Asura		3a	a〉 Chirurgie VAIDY. und ŚABDAC. _im_ ŚKDR	VAIDY;ŚABDAC;ŚKDR
Asura		3b	b〉 schwarzer Senf, Sinapis ramosa Roxb. , AK. 2,9,19 . H. 419	AK. 2,9,19;H. 419
Asura		4	4〉 n	
Asura		4a	a〉 Blut H. 621	H. 621
Asura		4b	b〉 schwarzes Salz ( ) RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
Asura		1	1〉	
Asura		1a	a〉 auch KĀṬH. 16,7 . TS. 4,1,9,2	KĀṬH. 16,7;TS. 4,1,9,2
Asura		1b	b〉 ( Gegens. ) ṚV. PRĀT. 16,2 . Ind. St. 8,230 . 232 . ĀŚV. GṚHY. 1,6,6 . eines Schule (wohl von ) Ind. St. 3,259	ṚV. PRĀT. 16,2;Ind. St. 8,230;Ind. St. 8, 232;ĀŚV. GṚHY. 1,6,6;Ind. St. 3,259
Asura		2	2〉	
Asura		2a	a〉 KĀṬH. 11,5 . WEBER, RĀMAT. UP. 297	KĀṬH. 11,5;WEBER, RĀMAT. UP. 297
Asura		3	3〉	
Asura		3c	c〉 ( sc. ) Bez. des penis ( ) oder vielmehr der Harnröhre BHĀG. P. 4,25,52 . 29,14 . vulva BURN	BHĀG. P. 4,25,52;BHĀG. P. 4, 29,14;BURN
AsutIvala		1	1〉 Opferpriester, (wohl der Soma -Trankbereiter) TRIK. 3,3,381 . H. 818 . 5,44 . 45 . MED. l. 168	TRIK. 3,3,381;H. 818;H. an 5,44;H. an. 5, 45;MED. l. 168
AsutIvala		2	2〉 ein Bereiter oder Verkäufer von berauschenden Getränken TRIK. H. 901 . H. an	TRIK;H. 901;H. an
AsutIvala		3	3〉 der mit Sclavinnen Handel treibt (!), MED	MED
AsutIvala		1	¦ [ vgl. [Page1-0739]] Die 3te Bedeutung ist zu streichen, da MED. l. 168 offenbar nur Druckfehler für ist	MED. l. 168
AsutIvala		3	3〉 zu streichen, da a. a. O. gewiss nur Druckfehler für ist	
AsvAda		1	1〉 adj. kostend, schmeckend: M. 11,9	M. 11,9
AsvAda		2	2〉 m	
AsvAda		2a	a〉 das Kosten, Genuss (auch in übertr. Bed. ): H. 424 . KUMĀRAS. 3,32 . KATHĀS. 25,105 . VID. 278 . SĀH. D. 27,2 . HIT. I, 145 . das Küssen des Mundes YĀJÑ. 3,229	H. 424;KUMĀRAS. 3,32;KATHĀS. 25,105;VID. 278;SĀH. D. 27,2;HIT. I, 145;YĀJÑ. 3,229
AsvAda		2b	b〉 der an einer Sache haftende Geschmack (auch in übertr. Bed. ): PAÑCAT. 263,22 . 61,11 . 200,7 . R. 4,61,28 . PAÑCAT. I, 429 . HIT. IV, 76 . MEGH. 42 . HIḌ. 1,20	PAÑCAT. 263,22;PAÑCAT 61,11;PAÑCAT 200,7;R. 4,61,28;PAÑCAT. I, 429;HIT. IV, 76;MEGH. 42;HIḌ. 1,20
AsvAda		1	1〉 zu streichen und die Stelle unter	
AsvAda		2	2〉	
AsvAda		2a	a〉 zu setzen; vgl. u	
AsvAda		2	2〉	
AsvAda		2a	a〉 Verz. d. Oxf. H. 231,a,23 . 25 . VEDĀNTAS. (Allah.) No. 139	Verz. d. Oxf. H. 231,a,23;Verz. d. Oxf. H. 231,a, 25;VEDĀNTAS. (Allah.) No. 139
AsvAda		2b	b〉 wie Honig schmeckend MBH. 13,4429	MBH. 13,4429
AsyA		1	1〉 das Sitzen SUŚR. 2,142,20	SUŚR. 2,142,20
