id	k1	hom	L_id	verdict	rule	stratum	pwg_members	index_members	pwg_source_split	mw_first_variant	mw_variant_count	mw_k2_raw	pwg_source_paren	dcs_freq	evidence	reason
mukulIBAva	mukulIBAva		60704	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	mukula + BU	mukulI + BAva	mukula + BU	mukulI + BAva	1	mukulI—BAva	(von {#mukula#} + <hom>1.</hom> {#BU#})			the two sources cut the word in different places and BOTH readings decompose into attested headwords (`mukula + BU` vs `mukulI + BAva`) — a genuine lexicographic disagreement, not a notation difference
muzwiMDama	muzwiMDama		61131	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	muzwim + Dama	muzwi + MDama	muzwim + Dama	muzwi + M-Dama	1	muzwi—M-Dama	({#muzwim#}, <ab>acc.</ab> von {#muzwi#}, + {#Dama#})		index_members_unattested=MDama; mw_hyphen_members=M-Dama; pwg_members_unattested=muzwim	MW puts the linking anusvāra on the right of the cut (`MDama`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`muzwim`) — MW's `MDama` is not a word
nAgacCattrA	nAgacCattrA		38143	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	nAga + Cattra	nAga + cCattrA	nAga + Cattra	nAga + cCattrA	1	nAga—cCattrA	(<hom>1.</hom> {#nAga#} 1,b + {#Cattra#})		index_members_unattested=cCattrA	the two segmentations differ and every PWG member is an attested headword while MW's `cCattrA` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
nAgacUqa	nAgacUqa		38142	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAga + cUqA	nAga + cUqa	nAga + cUqA	nAga + cUqa	1	nAga—cUqa	(<hom>1.</hom> {#nAga#} 1,a + {#cUqA#})		form_diffs=cUqA|cUqa	both sources cut the word in the same place; the members differ only in form (cUqA|cUqa) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAgaganDA	nAgaganDA		38140	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAga + ganDa	nAga + ganDA	nAga + ganDa	nAga + ganDA	1	nAga—ganDA	(<hom>1.</hom> {#nAga#} 1,a + {#ganDa#})	2	form_diffs=ganDa|ganDA	both sources cut the word in the same place; the members differ only in form (ganDa|ganDA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAgamaRqalika	nAgamaRqalika		38195	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nAga + maRqala	nAga + maRqalika	nAga + maRqala	nAga + maRqalika	1	nAga—maRqalika	({#nAga#} + {#maRqala#})		taddhita_suffix=ika	only the final member differs: PWG's `maRqala` is an attested headword and MW's `maRqalika` is that lexeme plus `-ika`, a suffix that derives the WHOLE compound rather than being one of its members
nAgamudra	nAgamudra		38201	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAga + mudrA	nAga + mudra	nAga + mudrA	nAga + mudra	1	nAga—mudra	(<hom>1.</hom> {#nAga#} + {#mudrA#})		form_diffs=mudrA|mudra	both sources cut the word in the same place; the members differ only in form (mudrA|mudra) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAganAmaka	nAganAmaka		38162	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nAga + nAman	nAga + nAmaka	nAga + nAman	nAga + nAmaka	1	nAga—nAmaka	(<hom>1.</hom> {#nAga#} + {#nAman#})		taddhita_suffix=ka	only the final member differs: PWG's `nAman` is an attested headword and MW's `nAmaka` is that lexeme plus `-ka`, a suffix that derives the WHOLE compound rather than being one of its members
nAgaparRI	nAgaparRI		38172	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAga + parRa	nAga + parRI	nAga + parRa	nAga + parRI	1	nAga—parRI	({#nAga#} + {#parRa#})	1	form_diffs=parRa|parRI	both sources cut the word in the same place; the members differ only in form (parRa|parRI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAgapattrA	nAgapattrA		38169	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAga + pattra	nAga + pattrA	nAga + pattra	nAga + pattrA	1	nAga—pattrA	(<hom>1.</hom> {#nAga#} + {#pattra#})		form_diffs=pattra|pattrA; index_members_unattested=pattrA	both sources cut the word in the same place; the members differ only in form (pattra|pattrA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAgapuzpikA	nAgapuzpikA		38179	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAga + puzpa	nAga + puzpikA	nAga + puzpa	nAga + puzpikA	1	nAga—puzpikA	({#nAga#} + {#puzpa#})		form_diffs=puzpa|puzpikA	both sources cut the word in the same place; the members differ only in form (puzpa|puzpikA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAgasena	nAgasena		38247	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAga + senA	nAga + sena	nAga + senA	nAga + sena	1	nAga—sena	(<hom>1.</hom> {#nAga#} + {#senA#})		form_diffs=senA|sena	both sources cut the word in the same place; the members differ only in form (senA|sena) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmaDAtu	nAmaDAtu		38459	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + DAtu	nAma + DAtu	nAman + DAtu	nAma + DAtu	1	nAma—DAtu	({#nAman#} + {#DAtu#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmaDeya	nAmaDeya		38461	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + Deya	nAma + Deya	nAman + Deya	nAma + Deya	1	nAma—De/ya	({#nAman#} + {#Deya#})	167	form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmaSeza	nAmaSeza		38475	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + Seza	nAma + Seza	nAman + Seza	nAma + Seza	1	nAma—Seza	({#nAman#} + {#Seza#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmadeva	nAmadeva		38456	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + deva	nAma + deva	nAman + deva	nAma + deva	1	nAma—deva	({#nAman#} + {#deva#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmagrAha	nAmagrAha		38451	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + grAha	nAma + grAha	nAman + grAha	nAma + grAha	1	nAma—grAha/	({#nAman#} + {#grAha#})	2	form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmagraha	nAmagraha		38449	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + graha	nAma + graha	nAman + graha	nAma + graha	1	nAma—graha	({#nAman#} + {#graha#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmamAtra~~h1	nAmamAtra	1	38467	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + mAtra	nAma + mAtra	nAman + mAtra	nAma + mAtra	1	nAma—mAtra	({#nAman#} + {#mAtra#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmamAtra~~h2	nAmamAtra	2	38467	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + mAtra	nAma + mAtra	nAman + mAtra	nAma + mAtra	1	nAma—mAtra	({#nAman#} + {#mAtra#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmanO	nAmanO		77002	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + nO	nAma + nO	nAman + nO	nAma + nO	1	nAma—nO	({#nAman#} + {#nO#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAmayajYa	nAmayajYa		38471	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAman + yajYa	nAma + yajYa	nAman + yajYa	nAma + yajYa	1	nAma—yajYa	({#nAman#} + {#yajYa#})		form_diffs=nAman|nAma	both sources cut the word in the same place; the members differ only in form (nAman|nAma) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAnAjAtIya	nAnAjAtIya		38374	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nAnA + jAti	nAnA + jAtIya	nAnA + jAti	nAnA + jAtIya	1	nAnA—jAtIya	(von {#nAnA#} + {#jAti#})		taddhita_suffix=Iya	only the final member differs: PWG's `jAti` is an attested headword and MW's `jAtIya` is that lexeme plus `-Iya`, a suffix that derives the WHOLE compound rather than being one of its members
nAnAkAra	nAnAkAra		38371	pwg_members-right	mw_cut_absorbs_initial_vowel	mw_cut_absorbs_initial_vowel	nAnA + AkAra	nAnA + kAra	nAnA + AkAra	nAnA + kAra	1	nAnA—kAra	({#nAnA#} + {#AkAra#})		absorbed_vowel=A	MW's segment `kAra` is PWG's member `AkAra` with its initial `A` eaten by sandhi at the seam — the fragment is not the word, PWG names it
nAnArTa	nAnArTa		38386	pwg_members-right	mw_cut_absorbs_initial_vowel	mw_cut_absorbs_initial_vowel	nAnA + arTa	nAnA + rTa	nAnA + arTa	nAnA + rTa	1	nAnA—rTa	({#nAnA#} + {#arTa#})	2	absorbed_vowel=a; index_members_unattested=rTa	MW's segment `rTa` is PWG's member `arTa` with its initial `a` eaten by sandhi at the seam — the fragment is not the word, PWG names it
nAnAraTam	nAnAraTam		38383	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAnA + raTa	nAnA + raTam	nAnA + raTa	nAnA + raTam	1	nAnA—raTa/m	(von {#nAnA#} + {#raTa#})		form_diffs=raTa|raTam; index_members_unattested=raTam	both sources cut the word in the same place; the members differ only in form (raTa|raTam) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAqIkalApaka	nAqIkalApaka		38316	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nAqI + kalApa	nAqI + kalApaka	nAqI + kalApa	nAqI + kalApaka	1	nAqI—kalApaka	({#nAqI#} + {#kalApa#})		taddhita_suffix=ka	only the final member differs: PWG's `kalApa` is an attested headword and MW's `kalApaka` is that lexeme plus `-ka`, a suffix that derives the WHOLE compound rather than being one of its members
nAqiMDama	nAqiMDama		38310	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	nAqim + Dama	nAqi + MDama	nAqim + Dama	nAqi + M-Dama	1	nAqi—M-Dama	({#nAqim#}, <ab>acc.</ab> von {#nAqI#} mit Kürzung des Vocals, + {#Dama#})		index_members_unattested=MDama; mw_hyphen_members=M-Dama; pwg_members_unattested=nAqim	MW puts the linking anusvāra on the right of the cut (`MDama`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`nAqim`) — MW's `MDama` is not a word
nAsACinnI	nAsACinnI		38616	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAsA + Cinna	nAsA + CinnI	nAsA + Cinna	nAsA + CinnI	1	nAsA—CinnI	({#nAsA#} + {#Cinna#})		form_diffs=Cinna|CinnI; index_members_unattested=CinnI	both sources cut the word in the same place; the members differ only in form (Cinna|CinnI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nAsikaMDama	nAsikaMDama		38634	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	nAsikam + Dama	nAsika + MDama	nAsikam + Dama	nAsika + M-Dama	1	nAsika—M-Dama	({#nAsikam#}, <ab>acc.</ab> von {#nAsikA#} mit Kürzung des Auslauts, + {#Dama#})		index_members_unattested=MDama; mw_hyphen_members=M-Dama; pwg_members_unattested=nAsikam	MW puts the linking anusvāra on the right of the cut (`MDama`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`nAsikam`) — MW's `MDama` is not a word
nAstitA	nAstitA		38649	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	na + asti	nAsti + tA	na + asti	nAsti + tA	1	nAsti—tA	(von <hom>1.</hom> {#na#} + <hom>1.</hom> {#asti#})			the two sources cut the word in different places and BOTH readings decompose into attested headwords (`na + asti` vs `nAsti + tA`) — a genuine lexicographic disagreement, not a notation difference
nAvyudaka	nAvyudaka		38597	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nAvi + udaka	nAvy + udaka	nAvi + udaka	nAvy + udaka	1	nAvy—udaka	({#nAvi#}, <ab>loc.</ab> von {#nO#}, + {#udaka#})		form_diffs=nAvi|nAvy; pwg_members_unattested=nAvi	both sources cut the word in the same place; the members differ only in form (nAvi|nAvy) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nEkaBeda	nEkaBeda		40869	index_members-right	pwg_member_typo_in_source	residual-undersized	nEka + Bade	nEka + Beda	nEka + Bade	nEka + Beda	1	nEka—Beda	({#nEka#} + {#Bade#})		pwg_members_unattested=Bade; pwg_typo_pairs=Bade|Beda	PWG's own text spells the member `Bade` where the word is `Beda` (edit distance 2, unattested vs attested) — a transcription typo in pwg.txt, so the shipped PWG members cannot be promoted
nEkaDA	nEkaDA		40867	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	na + ekaDA	nEka + DA	na + ekaDA	nEka + DA	1	nEka—DA	(<hom>1.</hom> {#na#} + {#ekaDA#})			the two sources cut the word in different places and BOTH readings decompose into attested headwords (`na + ekaDA` vs `nEka + DA`) — a genuine lexicographic disagreement, not a notation difference
nEkaSas	nEkaSas		40871	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	na + ekaSas	nEka + Sas	na + ekaSas	nEka + Sas	1	nEka—Sas	(<hom>1.</hom> {#na#} + {#ekaSas#})			the two sources cut the word in different places and BOTH readings decompose into attested headwords (`na + ekaSas` vs `nEka + Sas`) — a genuine lexicographic disagreement, not a notation difference
nEkaSastramaya	nEkaSastramaya		40872	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nEka + Sastra	nEka + Sastramaya	nEka + Sastra	nEka + Sastra-maya	1	nEka—Sastra-maya	(von {#nEka#} + {#Sastra#})		mw_hyphen_members=Sastra-maya; taddhita_suffix=maya	only the final member differs: PWG's `Sastra` is an attested headword and MW's `Sastramaya` is that lexeme plus `-maya`, a suffix that derives the WHOLE compound rather than being one of its members
nEkapfzWa	nEkapfzWa		40868	index_members-right	pwg_member_typo_in_source	residual-undersized	nEka + pazWa	nEka + pfzWa	nEka + pazWa	nEka + pfzWa	1	nEka—pfzWa	({#nEka#} + {#pazWa#})		pwg_members_unattested=pazWa; pwg_typo_pairs=pazWa|pfzWa	PWG's own text spells the member `pazWa` where the word is `pfzWa` (edit distance 1, unattested vs attested) — a transcription typo in pwg.txt, so the shipped PWG members cannot be promoted
nEkarzi	nEkarzi		77670	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	nEka + fzi	nEka + rzi	nEka + fzi	nEka + rzi	1	nEka—rzi	({#nEka#} + {#fzi#})		index_members_unattested=rzi	the two segmentations differ and every PWG member is an attested headword while MW's `rzi` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
nEzkaSatika	nEzkaSatika		41007	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	nizka + Sata	nEzka + Satika	nizka + Sata	nEzka + Satika	1	nEzka—Satika	(von {#nizka#} + {#Sata#})			the two sources cut the word in different places and BOTH readings decompose into attested headwords (`nizka + Sata` vs `nEzka + Satika`) — a genuine lexicographic disagreement, not a notation difference
nEzkasahasrika	nEzkasahasrika		41008	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	nizka + sahasra	nEzka + sahasrika	nizka + sahasra	nEzka + sahasrika	1	nEzka—sahasrika	(von {#nizka#} + {#sahasra#})			the two sources cut the word in different places and BOTH readings decompose into attested headwords (`nizka + sahasra` vs `nEzka + sahasrika`) — a genuine lexicographic disagreement, not a notation difference
nIcEHkara	nIcEHkara		40408	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIcEs + kara	nIcEH + kara	nIcEs + kara	nIcEH + kara	1	nIcEH—kara	({#nIcEs#} + <hom>1.</hom> {#kara#})		form_diffs=nIcEs|nIcEH	both sources cut the word in the same place; the members differ only in form (nIcEs|nIcEH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIcayonin	nIcayonin		40398	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIca + yoni	nIca + yonin	nIca + yoni	nIca + yonin	1	nIca—yonin	({#nIca#} + {#yoni#})		form_diffs=yoni|yonin	both sources cut the word in the same place; the members differ only in form (yoni|yonin) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIlaBa	nIlaBa		40528	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIla + BA	nIla + Ba	nIla + BA	nIla + Ba	1	nIla—Ba	({#nIla#} + {#BA#})		form_diffs=BA|Ba	both sources cut the word in the same place; the members differ only in form (BA|Ba) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIlacCada	nIlacCada		40497	pwg_members-right	mw_cut_leaves_nonword	mw_cut_leaves_nonword	nIla + Cada	nIla + cCada	nIla + Cada	nIla + cCada	1	nIla—cCada	({#nIla#} + {#Cada#})		index_members_unattested=cCada	the two segmentations differ and every PWG member is an attested headword while MW's `cCada` is not a word — MW cuts inside a sandhi-fused seam (mahA+arha -> mahA|rha) or spells the seam's surface form
nIlagrIva	nIlagrIva		40493	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIla + grIvA	nIla + grIva	nIla + grIvA	nIla + grIva	1	nI/la—grIva	({#nIla#} + {#grIvA#})	19	form_diffs=grIvA|grIva	both sources cut the word in the same place; the members differ only in form (grIvA|grIva) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIlakAyika	nIlakAyika		40482	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nIla + kAya	nIla + kAyika	nIla + kAya	nIla + kAyika	1	nIla—kAyika	({#nIla#} + {#kAya#})		taddhita_suffix=ika	only the final member differs: PWG's `kAya` is an attested headword and MW's `kAyika` is that lexeme plus `-ika`, a suffix that derives the WHOLE compound rather than being one of its members
nIlakeSI	nIlakeSI		40486	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIla + keSa	nIla + keSI	nIla + keSa	nIla + keSI	1	nIla—keSI	({#nIla#} + {#keSa#})	1	form_diffs=keSa|keSI	both sources cut the word in the same place; the members differ only in form (keSa|keSI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIlakuntalA	nIlakuntalA		40483	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIla + kuntala	nIla + kuntalA	nIla + kuntala	nIla + kuntalA	1	nIla—kuntalA	({#nIla#} + {#kuntala#})		form_diffs=kuntala|kuntalA; index_members_unattested=kuntalA	both sources cut the word in the same place; the members differ only in form (kuntala|kuntalA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIlakusumA	nIlakusumA		40485	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIla + kusuma	nIla + kusumA	nIla + kusuma	nIla + kusumA	1	nIla—kusumA	({#nIla#} + {#kusuma#})	1	form_diffs=kusuma|kusumA; index_members_unattested=kusumA	both sources cut the word in the same place; the members differ only in form (kusuma|kusumA) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIlamIlika	nIlamIlika		40536	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nIla + mIlikA	nIla + mIlika	nIla + mIlikA	nIla + mIlika	1	nIla—mIlika	({#nIla#} + {#mIlikA#})		form_diffs=mIlikA|mIlika	both sources cut the word in the same place; the members differ only in form (mIlikA|mIlika) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIlaniryAsaka	nIlaniryAsaka		40510	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nIla + niryAsa	nIla + niryAsaka	nIla + niryAsa	nIla + niryAsaka	1	nIla—niryAsaka	({#nIla#} + {#niryAsa#})	1	index_members_unattested=niryAsaka; taddhita_suffix=ka	only the final member differs: PWG's `niryAsa` is an attested headword and MW's `niryAsaka` is that lexeme plus `-ka`, a suffix that derives the WHOLE compound rather than being one of its members
nIlarUpaka	nIlarUpaka		40543	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nIla + rUpa	nIla + rUpaka	nIla + rUpa	nIla + rUpaka	1	nIla—rUpaka	({#nIla#} + {#rUpa#})		taddhita_suffix=ka	only the final member differs: PWG's `rUpa` is an attested headword and MW's `rUpaka` is that lexeme plus `-ka`, a suffix that derives the WHOLE compound rather than being one of its members
nIrAga	nIrAga		77599	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rAga	nI + rAga	nis + rAga	nI + rAga	1	nI—rAga	({#nis#} + {#rAga#})	1	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIrUpa	nIrUpa		40470	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rUpa	nI + rUpa	nis + rUpa	nI + rUpa	1	nI—rUpa	({#nis#} + {#rUpa#})	4	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIrada~~h1	nIrada	1	40454	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	nIra + da	nI + rada	nIra + da	nI + rada	1	nI—rada	({#nIra#} + <hom>1.</hom> {#da#})	11		the two sources cut the word in different places and BOTH readings decompose into attested headwords (`nIra + da` vs `nI + rada`) — a genuine lexicographic disagreement, not a notation difference
nIrada~~h2	nIrada	2	40455	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rada	nI + rada	nis + rada	nI + rada	1	nI—rada	({#nis#} + {#rada#})	11	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIraja~~h1	nIraja	1	40445	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	nIra + ja	nI + raja	nIra + ja	nI + raja	1	nI—raja	({#nIra#} + {#ja#})	23		the two sources cut the word in different places and BOTH readings decompose into attested headwords (`nIra + ja` vs `nI + raja`) — a genuine lexicographic disagreement, not a notation difference
nIraja~~h2	nIraja	2	40445	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	nIra + ja	nI + raja	nIra + ja	nI + raja	1	nI—raja	({#nIra#} + {#ja#})	23		the two sources cut the word in different places and BOTH readings decompose into attested headwords (`nIra + ja` vs `nI + raja`) — a genuine lexicographic disagreement, not a notation difference
nIrajas	nIrajas		40448	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rajas	nI + rajas	nis + rajas	nI + rajas	1	nI—rajas	({#nis#} + {#rajas#})		form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIrakta	nIrakta		40443	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rakta	nI + rakta	nis + rakta	nI + rakta	1	nI—rakta	({#nis#} + {#rakta#})		form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIrasa	nIrasa		40462	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rasa	nI + rasa	nis + rasa	nI + rasa	1	nI—rasa	({#nis#} + {#rasa#})	24	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIrata	nIrata		40453	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rata	nI + rata	nis + rata	nI + rata	1	nI—rata	({#nis#} + {#rata#})		form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIrava	nIrava		40461	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + rava	nI + rava	nis + rava	nI + rava	1	nI—rava	({#nis#} + {#rava#})	1	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIreRuka	nIreRuka		40471	pwg_members-right	pwg_lexeme_vs_mw_suffixed_tail	pwg_lexeme_vs_mw_suffixed_tail	nis + reRu	nI + reRuka	nis + reRu	nI + reRuka	1	nI—reRuka	({#nis#} + {#reRu#})		taddhita_suffix=ka	only the final member differs: PWG's `reRu` is an attested headword and MW's `reRuka` is that lexeme plus `-ka`, a suffix that derives the WHOLE compound rather than being one of its members
nIroga	nIroga		40472	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + roga	nI + roga	nis + roga	nI + roga	1	nI—roga	({#nis#} + {#roga#})	9	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIroga	nIroga		40472	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + roga	nI + roga	nis + roga	nI + roga	1	nI—roga	({#nis#} + {#roga#})	9	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
