n	tag	word	slp1	form_key	norm	in_union16	in_union15	u16_n_dicts	u16_dicts
57	A	sāṇḍaṃ	sARqaM	sānḍam		0	0		
58	H	yatoadhi--karaṇaṃ	yatoaDikaraRaM	yatoadhikaranam	hyph	1	1	1	BHS
59	N	saugandhi--kāharaṇaṃ	sOganDikAharaRaM	saugandhikāharanam	hyph	1	1	1	INM
60		tāmravaṇaṃ	tAmravaRaM	tāmravanam		0	0		
61	G	sutṛṣṇaṃ	sutfzRaM	sutṛṣnam		1	1	1	PWG
62	H	tīkṣṇaṃ	tIkzRaM	tīkṣnam		1	1	2	BHS SKD
63	H	anurāgataṃ	anurAgataM	anurāgatam		1	1	1	BHS
64	M	pataṃ	pataM	patam		1	1	2	MW SKD
65	H	prātaṃ	prAtaM	prātam		1	1	1	BHS
66	H	samādhitaṃ	samADitaM	samādhitam		1	1	1	BHS
67	H	saṃmitaṃ	saMmitaM	sammitam		1	1	1	BHS
68	H	kṛtaṃ	kftaM	kṛtam		1	1	2	BHS SKD
69	P	anṛtaṃ	anftaM	anṛtam		1	1	1	SKD
70	M	śṛtaṃ	sftaM	sṛtam	acc	1	1	1	AP
71	H	anuśrotaṃ	anusrotaM	anusrotam	acc	0	0		
72	M	naktaṃ	naktaM	naktam		1	1	5	AP BUR MW PWG VCP
73		alaktaṃ	alaktaM	alaktam		0	0		
74	H	khattaṃ	KattaM	khattam		1	1	1	BHS
75	H	kṣattaṃ	kzattaM	kṣattam		1	1	1	BHS
76	H	kuttaṃ	kuttaM	kuttam		1	1	1	BHS
77	H	khuttaṃ	KuttaM	khuttam		1	1	1	BHS
78	H	kṣuttaṃ	kzuttaM	kṣuttam		1	1	1	BHS
79	H	kriyālakṣa--ṇavinivṛttaṃ	kriyAlakzaRavinivfttaM	kriyālakṣanavinivṛttam	hyph	1	1	1	BHS
80	H	paryāptaṃ	paryAptaM	paryāptam		1	1	2	AP MW
81		saṃhatahastaṃ	saMhatahastaM	sanhatahastam		0	0		
82	H	avustaṃ	avustaM	avustam		1	1	1	BHS
83	H	āvustaṃ	AvustaM	āvustam		1	1	1	BHS
84	M	kathaṃ	kaTaM	katham		1	1	11	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP
85	H	etthaṃ	etTaM	ettham		1	1	1	BHS
86	N	gandharvā--ṇāṃcīrthaṃ	ganDarvARAMcIrTaM	gandharvānāncīrtham	hyph	1	1	1	INM
87	N	rudra--syatīrthaṃ	rudrasyatIrTaM	rudrasyatīrtham	hyph	1	1	1	INM
88	N	deva--syatīrthaṃ	devasyatIrTaM	devasyatīrtham	hyph	1	1	1	INM
89	N	bhṛgo--stīrthaṃ	BfgostIrTaM	bhṛgostīrtham	hyph	1	1	1	INM
90	N	paramaṃpadaṃ	paramaMpadaM	paramampadam		1	1	1	INM
91	H	saṃyathīdaṃ	saMyaTIdaM	sanyathīdam		1	1	1	BHS
92	H	sayyathīdaṃ	sayyaTIdaM	sayyathīdam		1	1	1	BHS
93	H	sayya--thāpīdaṃ	sayyaTApIdaM	sayyathāpīdam	hyph	1	1	1	BHS
94		krandaṃ	krandaM	krandam		0	0		
95	A	vyādhaṃ	vyADaM	vyādham		1	1	1	AP
96	H	avidhaṃ	aviDaM	avidham		1	1	1	BHS
97	G	ānidhanaṃ	AniDanaM	ānidhanam		1	1	1	PWG
98	G	abhinidhanaṃ	aBiniDanaM	abhinidhanam		1	1	1	PWG
99		subandhanaṃ	subanDanaM	subandhanam		0	0		
100	H	tatonidānaṃ	tatonidAnaM	tatonidānam		1	1	1	BHS
101	H	ratnajinaṃ	ratnajinaM	ratnajinam		1	1	1	BHS
102	H	tamenaṃ	tamenaM	tamenam		1	1	1	BHS
103	H	naṃ	naM	nam		1	1	11	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH
104	M	śubhaṃ	suBaM	subham	acc	0	0		
105		mahādambhaṃ	mahAdamBaM	mahādambham		0	0		
106	N	sūkṣmaṃta--pastatparamaṃ	sUkzmaMtapastatparamaM	sūkṣmantapastatparamam	hyph	1	1	1	INM
107	G	vyutkramaṃ	vyutkramaM	vyutkramam		1	1	1	PWG
108	H	āyuṣmaṃ	AyuzmaM	āyuṣmam		1	1	1	BHS
109	H	ubhayaṃ	uBayaM	ubhayam		1	1	1	BHS
110	N	bījamavyayaṃ	bIjamavyayaM	bījamavyayam		1	1	1	INM
111	H	avyayaṃ	avyayaM	avyayam		1	1	2	BHS SKD
112	M	svayaṃ	svayaM	svayam		1	1	10	AP BUR CAE CCS GRA MD MW PWG PWK VCP
113	G	bhaganarāyaṃ	BaganarAyaM	bhaganarāyam		0	0		
114	M	sāyaṃ	sAyaM	sāyam		1	1	6	AP MD MW PWG PWK VCP
115	H	aṃuñciyaṃ	aMuYciyaM	anunciyam		0	0		
116	M	dhiyaṃ	DiyaM	dhiyam		1	1	1	MW
117	H	govindīyaṃ	govindIyaM	govindīyam		0	0		
118	H	ākāleyaṃ	AkAleyaM	ākāleyam		1	1	1	BHS
119	H	eyaṃ	eyaM	eyam		1	1	1	BHS
120		etaddevatyaṃ	etaddevatyaM	etaddevatyam		0	0		
121	G	adhihastyaṃ	aDihastyaM	adhihastyam		0	0		
122	G	yauthyáṃ	yOTyaM	yauthyam	acc	0	0		
123	H	sadyaṃ	sadyaM	sadyam		1	1	1	BHS
124		janitavyaṃ	janitavyaM	janitavyam		0	0		
125		grahītavyaṃ	grahItavyaM	grahītavyam		0	0		
126		cetavyaṃ	cetavyaM	cetavyam		0	0		
127	H	atyavaśyaṃ	atyavasyaM	atyavasyam	acc	0	0		
128		atideśyaṃ	atidesyaM	atidesyam	acc	0	0		
129		jyotiṣyaṃ	jyotizyaM	jyotiṣyam		0	0		
130	H	pratibhūṣyaṃ	pratiBUzyaM	pratibhūṣyam		1	1	1	BHS
131		chandasyaṃ	CandasyaM	chandasyam		0	0		
132	H	yaṃ	yaM	yam		1	1	10	AP BUR CAE CCS GRA MD MW PWG PWK SCH
133	H	tāvantaraṃ	tAvantaraM	tāvantaram		1	1	1	BHS
134	M	araṃ	araM	aram		1	1	9	AP BUR CAE CCS GRA MD MW PWG PWK
135	G	pravaraṃ	pravaraM	pravaram		1	1	1	SKD
136	G	vṛttikāraṃ	vfttikAraM	vṛttikāram		1	1	1	PWG
137	H	śuddhāraṃ	sudDAraM	suddhāram	acc	0	0		
138		śitivāraṃ	sitivAraM	sitivāram	acc	0	0		
139	N	svargadvāra--ṃprajādvāraṃ	svargadvAraMprajAdvAraM	svargadvāramprajādvāram	hyph	1	1	1	INM
140	H	ciraṃ	ciraM	ciram		1	1	3	AP MW SKD
141	M	puraṃ	puraM	puram		1	1	2	MW SKD
142	H	paratraṃ	paratraM	paratram		1	1	1	BHS
143	N	cāritraṃ	cAritraM	cāritram		1	1	2	INM SKD
144	N	parama--ṃpavitraṃ	paramaMpavitraM	paramampavitram	hyph	1	1	1	INM
145	N	chattraṃ	CattraM	chattram		1	1	2	INM SKD
146	M	alaṃ	alaM	alam		1	1	9	AP BUR CAE MD MW PWG PWK SKD VCP
147		ekādaśakapālaṃ	ekAdasakapAlaM	ekādasakapālam	acc	0	0		
148	A	śālaṃ	sAlaM	sālam	acc	0	0		
149	G	mahadbilaṃ	mahadbilaM	mahadbilam		1	1	1	PWG
150	H	mūlaṃ	mUlaM	mūlam		1	1	2	BHS SKD
151		pratya--nīkabhāvaṃ	pratyanIkaBAvaM	pratyanīkabhāvam	hyph	0	0		
152		saṃskṛtatvaṃ	saMskftatvaM	sanskṛtatvam		0	0		
153	M	tvaṃ	tvaM	tvam		1	1	6	AP BUR CAE CCS MD PWK
154	H	chaddhvaṃ	CadDvaM	chaddhvam		1	1	1	BHS
155	P	dārvaṃ	dArvaM	dārvam		0	0		
156	H	anupūrvaṃ	anupUrvaM	anupūrvam		1	1	2	MW PD
157	A	svaṃ	svaM	svam		1	1	1	SKD
158	M	śaṃ	saM	sam	acc	1	1	12	AP BHS BUR CAE CCS GRA MD MW PWG PWK SKD VCP
159	M	darśaṃdarśaṃ	darsaMdarsaM	darsandarsam	acc	0	0		
160	H	vaihāyasaṃ	vEhAyasaM	vaihāyasam		1	1	2	AP MW
161	G	sthūlanāsaṃ	sTUlanAsaM	sthūlanāsam		1	1	1	PWG
162	G	kisaṃ	kisaM	kisam		1	1	1	PWG
163	M	saṃ	saM	sam		1	1	12	AP BHS BUR CAE CCS GRA MD MW PWG PWK SKD VCP
164	M	ahaṃ	ahaM	aham		1	1	10	AP BUR CAE CCS GRA MD MW PWG PWK VCP
165	P	balīhaṃ	balIhaM	balīham		0	0		
166	H	mohaṃ	mohaM	moham		1	1	1	BHS
167	H	anyapakṣikāṃ	anyapakzikAM	anyapakṣikām		1	1	1	BHS
168	G	hrasvaga--vedhukāṃ	hrasvagaveDukAM	hrasvagavedhukām	hyph	0	0		
169	M	gāṃ	gAM	gām		1	1	1	MW
170	G	uccā́ṃ	uccAM	uccām	acc	1	1	1	PWG
171	M	jhāṃ	JAM	jhām		1	1	1	MW
172	N	utthānaḥsa--rvakarmaṇāṃ	utTAnaHsarvakarmaRAM	utthānaḥsarvakarmanām	hyph	1	1	1	INM
173	N	pravara--surāṇāṃ	pravarasurARAM	pravarasurānām	hyph	1	1	1	INM
174	N	dhanu--ryantrāṇāṃ	DanuryantrARAM	dhanuryantrānām	hyph	1	1	1	INM
175	N	bandhanaa--surendrāṇāṃ	banDanaasurendrARAM	bandhanaasurendrānām	hyph	1	1	1	INM
176	N	jetāripūṇāṃ	jetAripURAM	jetāripūnām		1	1	1	INM
177	H	salokānāṃ	salokAnAM	salokānām		1	1	1	BHS
178	N	unmādaḥsarva--bhūtānāṃ	unmAdaHsarvaBUtAnAM	unmādaḥsarvabhūtānām	hyph	1	1	1	INM
179	N	prabhavaḥsa--rvabhūtānāṃ	praBavaHsarvaBUtAnAM	prabhavaḥsarvabhūtānām	hyph	1	1	1	INM
180	N	vahitṛsarva--bhūtānāṃ	vahitfsarvaBUtAnAM	vahitṛsarvabhūtānām	hyph	1	1	1	INM
181	H	upāliga--ṅgapālānāṃ	upAligaNgapAlAnAM	upāligangapālānām	hyph	0	0		
182	N	antadevānāṃ	antadevAnAM	antadevānām		1	1	1	INM
183	N	guhāpālap--raveśināṃ	guhApAlapravesinAM	guhāpālapravesinām	hyph|acc	0	0		
184	N	indriyasar--vadehināṃ	indriyasarvadehinAM	indriyasarvadehinām	hyph	1	1	1	INM
185	N	yuvarā--jācedīnāṃ	yuvarAjAcedInAM	yuvarājācedīnām	hyph	1	1	1	INM
186	N	brahmakā--yikamagnīnāṃ	brahmakAyikamagnInAM	brahmakāyikamagnīnām	hyph	1	1	1	INM
187	N	prabhu--ḥprabhūnāṃ	praBuHpraBUnAM	prabhuḥprabhūnām	hyph	1	1	1	INM
188	N	īśapaśūnāṃ	IsapasUnAM	īsapasūnām	acc	0	0		
189	B	āṃ	AM	ām		1	1	9	AP CAE CCS MD MW PWG PWK SCH VCP
190	M	ghrāṃ	GrAM	ghrām		1	1	1	MW
