key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml
tAlamUla	ta1lamu1la	tālamūla	tālamūla	grade	14527	200-3	SCH-grade-12427_cases.xml
tAlavfnta	ta1lavr2nta	tālavṛnta	tālavṛnta	grade	14528	200-3	SCH-grade-12427_cases.xml
tAlavfntaputtalikA	ta1lavr2ntaputtalika1	tālavṛntaputtalikā	tālavṛntaputtalikā	grade	14529	200-3	SCH-grade-12427_cases.xml
tAlAvacAra	ta1la1vaca1ra	tālāvacāra	tālāvacāra	grade	14530	200-3	SCH-grade-12427_cases.xml
tAlu	ta13lu	tālu	tālu	grade	14532	200-3	SCH-grade-12427_cases.xml
tigmagu	tigmagu	tigmagu	tigmagu	grade	14537	201-1	SCH-grade-12427_cases.xml
tigmatviz	tigmatvis2	tigmatviṣ	tigmatviṣ	grade	14540	201-1	SCH-grade-12427_cases.xml
tigmaBAnu	tigmabha1nu	tigmabhānu	tigmabhānu	grade	14542	201-1	SCH-grade-12427_cases.xml
tigmaBAs	tigmabha1s	tigmabhās	tigmabhās	grade	14543	201-1	SCH-grade-12427_cases.xml
tigmamarIci	tigmamari1ci	tigmamarīci	tigmamarīci	grade	14544	201-1	SCH-grade-12427_cases.xml
tigmaroci	tigmaroci	tigmaroci	tigmaroci	grade	14546	201-1	SCH-grade-12427_cases.xml
tiRqukerI	tin2d2ukeri1	tiṇḍukerī	tinḍukerī	grade	14548	201-1	SCH-grade-12427_cases.xml
titau	titau0	titau	titau	grade	14549	201-1	SCH-grade-12427_cases.xml
titikza	titiks2a	titikṣa	titikṣa	grade	14550	201-1	SCH-grade-12427_cases.xml
tiTin	tithin	tithin	tithin	grade	14551	201-1	SCH-grade-12427_cases.xml
tintiRIkA	tintin2i1ka1	tintiṇīkā	tintinīkā	grade	14553	201-1	SCH-grade-12427_cases.xml
tinduka	tinduka	tinduka	tinduka	grade	14555	201-1	SCH-grade-12427_cases.xml
tindukeri	tindukeri	tindukeri	tindukeri	grade	14558	201-1	SCH-grade-12427_cases.xml
tindukerI	tindukeri1	tindukerī	tindukerī	grade	14559	201-1	SCH-grade-12427_cases.xml
timi	Timi	timi	timi	grade	14561	201-1	SCH-grade-12427_cases.xml
timiracCid	timiracchid	timiracchid	timiracchid	grade	14564	201-1	SCH-grade-12427_cases.xml
timiratA	timirata1	timiratā	timiratā	grade	14565	201-2	SCH-grade-12427_cases.xml
timiradruh	timiradruh	timiradruh	timiradruh	grade	14566	201-2	SCH-grade-12427_cases.xml
timirASin	timira1s4in	timirāśin	timirāśin	grade	14569	201-2	SCH-grade-12427_cases.xml
timirIkfta	timiri1kr2ta	timirīkṛta	timirīkṛta	grade	14570	201-2	SCH-grade-12427_cases.xml
timunta	[°timunta	timunta	timunta	grade	14572	201-2	SCH-grade-12427_cases.xml
tiray	tiray	tiray	tiray	grade	14574	201-2	SCH-grade-12427_cases.xml
tiraScInatA	tiras4ci1nata1	tiraścīnatā	tiraścīnatā	grade	14575	201-2	SCH-grade-12427_cases.xml
tiraskAra	tiraska1ra	tiraskāra	tiraskāra	grade	14576	201-2	SCH-grade-12427_cases.xml
tiraskAraka	tiraska1raka	tiraskāraka	tiraskāraka	grade	14577	201-2	SCH-grade-12427_cases.xml
tiraskftAyamAna	tiraskr2ta1yama1na	tiraskṛtāyamāna	tiraskṛtāyamāna	grade	14580	201-2	SCH-grade-12427_cases.xml
tiroga	tiroga	tiroga	tiroga	grade	14583	201-2	SCH-grade-12427_cases.xml
tiryakkf	tiryakkr2	tiryakkṛ	tiryakkṛ	grade	14585	201-2	SCH-grade-12427_cases.xml
tiryaggatin	tiryaggatin	tiryaggatin	tiryaggatin	grade	14591	201-2	SCH-grade-12427_cases.xml
tilakati	tilakati	tilakati	tilakati	grade	14596	201-3	SCH-grade-12427_cases.xml
tilakIkfta	tilaki1kr2ta	tilakīkṛta	tilakīkṛta	grade	14598	201-3	SCH-grade-12427_cases.xml
tilataRqula	tilatan2d2ula	tilataṇḍula	tilatanḍula	grade	14600	201-3	SCH-grade-12427_cases.xml
tilataRqulayita	tilatan2d2ulayita	tilataṇḍulayita	tilatanḍulayita	grade	14602	201-3	SCH-grade-12427_cases.xml
tilataRqulita	tilatan2d2ulita	tilataṇḍulita	tilatanḍulita	grade	14603	201-3	SCH-grade-12427_cases.xml
tilatA	tilata1	tilatā	tilatā	grade	14604	201-3	SCH-grade-12427_cases.xml
tilatuA	tilatua1	tilatuā	tilatuā	grade	14605	201-3	SCH-grade-12427_cases.xml
tilapiSla	tilapis4la	tilapiśla	tilapiśla	grade	14609	201-3	SCH-grade-12427_cases.xml
tilapuzpa	tilapus2pa	tilapuṣpa	tilapuṣpa	grade	14610	201-3	SCH-grade-12427_cases.xml
tilaSoBin	tilas4obhin	tilaśobhin	tilaśobhin	grade	14612	201-3	SCH-grade-12427_cases.xml
tilAhuti	tila1huti	tilāhuti	tilāhuti	grade	14613	201-3	SCH-grade-12427_cases.xml
tilvila	tilvila	tilvila	tilvila	grade	14615	201-3	SCH-grade-12427_cases.xml
tisira	tisira	tisira	tisira	grade	14617	201-3	SCH-grade-12427_cases.xml
tIkzRa	ti1ks2n2a	tīkṣṇa	tīkṣna	grade	14620	202-1	SCH-grade-12427_cases.xml
tIkzRatviz	ti1ks2n2atvis2	tīkṣṇatviṣ	tīkṣnatviṣ	grade	14621	202-1	SCH-grade-12427_cases.xml
tIkzRaDAtu	ti1ks2n2adha1tu	tīkṣṇadhātu	tīkṣnadhātu	grade	14622	202-1	SCH-grade-12427_cases.xml
tIkzRaBAnu	ti1ks2n2abha1nu	tīkṣṇabhānu	tīkṣnabhānu	grade	14623	202-1	SCH-grade-12427_cases.xml
tIkzRavartman	ti1ks2n2avartman	tīkṣṇavartman	tīkṣnavartman	grade	14626	202-1	SCH-grade-12427_cases.xml
tIriRI	ti1rin2i1	tīriṇī	tīrinī	grade	14631	202-1	SCH-grade-12427_cases.xml
tIrTa	ti1rtha	tīrtha	tīrtha	grade	14633	202-1	SCH-grade-12427_cases.xml
tIrTapuruza	ti1rthapurus2a	tīrthapuruṣa	tīrthapuruṣa	grade	14634	202-1	SCH-grade-12427_cases.xml
tIrTayAtrika	ti1rthaya1trika	tīrthayātrika	tīrthayātrika	grade	14635	202-1	SCH-grade-12427_cases.xml
tIrTodDAra	ti1rthoddha1ra	tīrthoddhāra	tīrthoddhāra	grade	14638	202-2	SCH-grade-12427_cases.xml
tIvraBAnu	ti1vrabha1nu	tīvrabhānu	tīvrabhānu	grade	14639	202-2	SCH-grade-12427_cases.xml
tIvraruci	ti1vraruci	tīvraruci	tīvraruci	grade	14640	202-2	SCH-grade-12427_cases.xml
tu	tu	tu	tu	grade	14641	202-2	SCH-grade-12427_cases.xml
tuNgaprakfti	tun3gaprakr2ti	tuṅgaprakṛti	tungaprakṛti	grade	14643	202-2	SCH-grade-12427_cases.xml
tucCIBU	tucchi1bhu1	tucchībhū	tucchībhū	grade	14644	202-2	SCH-grade-12427_cases.xml
tuYjeS	tun5jes4	tuñjeś	tunjeś	grade	14646	202-2	SCH-grade-12427_cases.xml
tuRqIra	tun2d2i1ra	tuṇḍīra	tunḍīra	grade	14650	202-2	SCH-grade-12427_cases.xml
tutTa	tuttha	tuttha	tuttha	grade	14652	202-2	SCH-grade-12427_cases.xml
tundIkfta	tundi1kr2ta	tundīkṛta	tundīkṛta	grade	14658	202-2	SCH-grade-12427_cases.xml
tumaguma	tumaguma	tumaguma	tumaguma	grade	14661	202-2	SCH-grade-12427_cases.xml
turaga	turaga	turaga	turaga	grade	14664	202-2	SCH-grade-12427_cases.xml
turagADipati	turaga1dhipati	turagādhipati	turagādhipati	grade	14666	202-3	SCH-grade-12427_cases.xml
turagADirUQaka	turaga1dhiru1d2haka	turagādhirūḍhaka	turagādhirūḍhaka	grade	14667	202-3	SCH-grade-12427_cases.xml
turagArohaRa	turaga1rohan2a	turagārohaṇa	turagārohana	grade	14668	202-3	SCH-grade-12427_cases.xml
turagAstaraRa	turaga1staran2a	turagāstaraṇa	turagāstarana	grade	14669	202-3	SCH-grade-12427_cases.xml
turagI	turagi1	turagī	turagī	grade	14670	202-3	SCH-grade-12427_cases.xml
turaMgaPala	turam2gaphala	turaṃgaphala	turangaphala	grade	14672	202-3	SCH-grade-12427_cases.xml
turaMgama	turam2gama	turaṃgama	turangama	grade	14673	202-3	SCH-grade-12427_cases.xml
turaMgamA	turam2gama1	turaṃgamā	turangamā	grade	14674	202-3	SCH-grade-12427_cases.xml
turaMgaSatru	turam2gas4atru	turaṃgaśatru	turangaśatru	grade	14676	202-3	SCH-grade-12427_cases.xml
turaMgI	turam2gi1	turaṃgī	turangī	grade	14677	202-3	SCH-grade-12427_cases.xml
turumba	turumba	turumba	turumba	grade	14678	202-3	SCH-grade-12427_cases.xml
tulAkowika	tula1kot2ika	tulākoṭika	tulākoṭika	grade	14681	202-3	SCH-grade-12427_cases.xml
tulAdaRqa	tula1dan2d2a	tulādaṇḍa	tulādanḍa	grade	14683	202-3	SCH-grade-12427_cases.xml
tulADara	tula1dhara	tulādhara	tulādhara	grade	14684	202-3	SCH-grade-12427_cases.xml
tulAraRa	tula1ran2a	tulāraṇa	tulārana	grade	14689	202-3	SCH-grade-12427_cases.xml
tulAvizama	tula1vis2ama	tulāviṣama	tulāviṣama	grade	14690	202-3	SCH-grade-12427_cases.xml
tulitAmara	tulita1mara	tulitāmara	tulitāmara	grade	14691	202-3	SCH-grade-12427_cases.xml
tulyaBojana	tulyabhojana	tulyabhojana	tulyabhojana	grade	14699	203-1	SCH-grade-12427_cases.xml
tuvaNka	tuvan3ka	tuvaṅka	tuvanka	grade	14703	203-1	SCH-grade-12427_cases.xml
tuvarataraNga	tuvarataran3ga	tuvarataraṅga	tuvarataranga	grade	14704	203-1	SCH-grade-12427_cases.xml
tuSita	tus4ita	tuśita	tuśita	grade	14705	203-1	SCH-grade-12427_cases.xml
tuzArakAla	tus2a1raka1la	tuṣārakāla	tuṣārakāla	grade	14708	203-1	SCH-grade-12427_cases.xml
tuzAraDAman	tus2a1radha1man	tuṣāradhāman	tuṣāradhāman	grade	14712	203-1	SCH-grade-12427_cases.xml
tuzAraBAs	tus2a1rabha1s	tuṣārabhās	tuṣārabhās	grade	14713	203-1	SCH-grade-12427_cases.xml
tuzAramarIci	tus2a1ramari1ci	tuṣāramarīci	tuṣāramarīci	grade	14714	203-1	SCH-grade-12427_cases.xml
tuzAramahas	tus2a1ramahas	tuṣāramahas	tuṣāramahas	grade	14715	203-1	SCH-grade-12427_cases.xml
tuzAraruc	tus2a1raruc	tuṣāraruc	tuṣāraruc	grade	14717	203-1	SCH-grade-12427_cases.xml
tuzAraruci	tus2a1raruci	tuṣāraruci	tuṣāraruci	grade	14718	203-1	SCH-grade-12427_cases.xml
tuzAravipakzaBAs	tus2a1ravipaks2abha1s	tuṣāravipakṣabhās	tuṣāravipakṣabhās	grade	14719	203-1	SCH-grade-12427_cases.xml
tuzwipradAna	tus2t2iprada1na	tuṣṭipradāna	tuṣṭipradāna	grade	14721	203-1	SCH-grade-12427_cases.xml
tuhinataru	tuhinataru	tuhinataru	tuhinataru	grade	14725	203-2	SCH-grade-12427_cases.xml
tuhinaBAs	tuhinabha1s	tuhinabhās	tuhinabhās	grade	14726	203-2	SCH-grade-12427_cases.xml
tuhinaruc	tuhinaruc	tuhinaruc	tuhinaruc	grade	14728	203-2	SCH-grade-12427_cases.xml
tuhinaruci	tuhinaruci	tuhinaruci	tuhinaruci	grade	14729	203-2	SCH-grade-12427_cases.xml
tuhinaSiKarin	tuhinas4ikharin	tuhinaśikharin	tuhinaśikharin	grade	14730	203-2	SCH-grade-12427_cases.xml
tuhinAMsumAlin	tuhina1m2suma1lin	tuhināṃsumālin	tuhinānsumālin	grade	14732	203-2	SCH-grade-12427_cases.xml
tuhinAyate	tuhina1y(ate)	tuhināyate	tuhināyate	grade	14733	203-2	SCH-grade-12427_cases.xml
tUra	tu1ra	tūra	tūra	grade	14736	203-2	SCH-grade-12427_cases.xml
tUravAdaka	tu1rava1daka	tūravādaka	tūravādaka	grade	14737	203-2	SCH-grade-12427_cases.xml
tUrin	tu1rin	tūrin	tūrin	grade	14738	203-2	SCH-grade-12427_cases.xml
tUrya	tu1rya	tūrya	tūrya	grade	14739	203-2	SCH-grade-12427_cases.xml
tUlapawI	tu1lapat2i1	tūlapaṭī	tūlapaṭī	grade	14745	203-2	SCH-grade-12427_cases.xml
tUvara	tu1vara	tūvara	tūvara	grade	14750	203-3	SCH-grade-12427_cases.xml
tUvaraka	tu1varaka	tūvaraka	tūvaraka	grade	14751	203-3	SCH-grade-12427_cases.xml
tfkzAtmaja	Tr2ks2a1tmaja	tṛkṣātmaja	tṛkṣātmaja	grade	14756	203-3	SCH-grade-12427_cases.xml
tfRakAminI	tr2n2aka1mini1	tṛṇakāminī	tṛnakāminī	grade	14757	203-3	SCH-grade-12427_cases.xml
tfRapuruza	tr2n2apurus2a	tṛṇapuruṣa	tṛnapuruṣa	grade	14762	203-3	SCH-grade-12427_cases.xml
tfRamuKa	tr2n2amukha	tṛṇamukha	tṛnamukha	grade	14765	203-3	SCH-grade-12427_cases.xml
tfRasvAdin	tr2n2asva1din	tṛṇasvādin	tṛnasvādin	grade	14768	203-3	SCH-grade-12427_cases.xml
tfRAhAra	tr2n2a1ha1ra	tṛṇāhāra	tṛnāhāra	grade	14769	203-3	SCH-grade-12427_cases.xml
tfRIkAra	tr2n2i1ka1ra	tṛṇīkāra	tṛnīkāra	grade	14770	203-3	SCH-grade-12427_cases.xml
tfRolapa	tr2n2olapa	tṛṇolapa	tṛnolapa	grade	14772	203-3	SCH-grade-12427_cases.xml
tftIyajvarin	tr2ti1yajvarin	tṛtīyajvarin	tṛtīyajvarin	grade	14773	203-3	SCH-grade-12427_cases.xml
tftIyAprakfti	tr2ti1ya1prakr2ti	tṛtīyāprakṛti	tṛtīyāprakṛti	grade	14774	203-3	SCH-grade-12427_cases.xml
tfzRatva	tr2s2n2atva	tṛṣṇatva	tṛṣnatva	grade	14776	204-1	SCH-grade-12427_cases.xml
tfzRABUti	tr2s2n2a1bhu1ti	tṛṣṇābhūti	tṛṣnābhūti	grade	14777	204-1	SCH-grade-12427_cases.xml
tfzRAlutA	tr2s2n2a1luta1	tṛṣṇālutā	tṛṣnālutā	grade	14778	204-1	SCH-grade-12427_cases.xml
tejasvin	tejasvin	tejasvin	tejasvin	grade	14782	204-1	SCH-grade-12427_cases.xml
tejojAtya	tejoja1tya	tejojātya	tejojātya	grade	14783	204-1	SCH-grade-12427_cases.xml
tEtala	Taitala	taitala	taitala	grade	14789	204-1	SCH-grade-12427_cases.xml
tEttala	taittala	taittala	taittala	grade	14791	204-1	SCH-grade-12427_cases.xml
tEraSca	tairas4ca	tairaśca	tairaśca	grade	14794	204-1	SCH-grade-12427_cases.xml
tElaparRika	tailaparn2ika	tailaparṇika	tailaparnika	grade	14795	204-1	SCH-grade-12427_cases.xml
tElipa	Tailipa	tailipa	tailipa	grade	14797	204-1	SCH-grade-12427_cases.xml
tottar	tottar	tottar	tottar	grade	14798	204-1	SCH-grade-12427_cases.xml
tottropavAhya	tottropava1hya	tottropavāhya	tottropavāhya	grade	14800	204-2	SCH-grade-12427_cases.xml
totratA	totrata1	totratā	totratā	grade	14801	204-2	SCH-grade-12427_cases.xml
totrin	totrin	totrin	totrin	grade	14802	204-2	SCH-grade-12427_cases.xml
toda	toda	toda	toda	grade	14803	204-2	SCH-grade-12427_cases.xml
todaka	todaka	todaka	todaka	grade	14804	204-2	SCH-grade-12427_cases.xml
toyakarmAntika	toyakarma1ntika	toyakarmāntika	toyakarmāntika	grade	14806	204-2	SCH-grade-12427_cases.xml
toyajanetra	toyajanetra	toyajanetra	toyajanetra	grade	14807	204-2	SCH-grade-12427_cases.xml
toyaturaMgama	toyaturam2gama	toyaturaṃgama	toyaturangama	grade	14808	204-2	SCH-grade-12427_cases.xml
toyadartu	toyadartu	toyadartu	toyadartu	grade	14810	204-2	SCH-grade-12427_cases.xml
toyAntika	toya1ntika	toyāntika	toyāntika	grade	14812	204-2	SCH-grade-12427_cases.xml
toyenDanAnala	toyendhana1nala	toyendhanānala	toyendhanānala	grade	14813	204-2	SCH-grade-12427_cases.xml
toraRamAlA	toran2ama1la1	toraṇamālā	toranamālā	grade	14814	204-2	SCH-grade-12427_cases.xml
toraRamAlikA	toran2ama1lika1	toraṇamālikā	toranamālikā	grade	14815	204-2	SCH-grade-12427_cases.xml
toraRasraj	toran2asraj	toraṇasraj	toranasraj	grade	14816	204-2	SCH-grade-12427_cases.xml
tORika	taun2ika	tauṇika	taunika	grade	14817	204-2	SCH-grade-12427_cases.xml
tOrUpa	tauru1pa	taurūpa	taurūpa	grade	14819	204-2	SCH-grade-12427_cases.xml
tOlana	taulana	taulana	taulana	grade	14822	204-2	SCH-grade-12427_cases.xml
tOlika	taulika	taulika	taulika	grade	14823	204-2	SCH-grade-12427_cases.xml
tyaktAtman	tyakta1tman	tyaktātman	tyaktātman	grade	14825	204-3	SCH-grade-12427_cases.xml
tyakza	tyaks2a	tyakṣa	tyakṣa	grade	14826	204-3	SCH-grade-12427_cases.xml
trapatA	trapata1	trapatā	trapatā	grade	14829	204-3	SCH-grade-12427_cases.xml
trapuDAtu	trapudha1tu	trapudhātu	trapudhātu	grade	14830	204-3	SCH-grade-12427_cases.xml
trayIkavi	trayi1kavi	trayīkavi	trayīkavi	grade	14833	204-3	SCH-grade-12427_cases.xml
tras	tras	tras	tras	grade	14835	204-3	SCH-grade-12427_cases.xml
trastatA	trastata1	trastatā	trastatā	grade	14836	204-3	SCH-grade-12427_cases.xml
trA	tra1	trā	trā	grade	14837	204-3	SCH-grade-12427_cases.xml
trAsikA	tra1sika1	trāsikā	trāsikā	grade	14840	204-3	SCH-grade-12427_cases.xml
triMSadrAtra	trim2s4adra1tra	triṃśadrātra	trinśadrātra	grade	14842	204-3	SCH-grade-12427_cases.xml
trika	[trika]	trika	trika	grade	14845	204-3	SCH-grade-12427_cases.xml
trikaRwaka	trikan2t2aka	trikaṇṭaka	trikanṭaka	grade	14846	204-3	SCH-grade-12427_cases.xml
trikapawa	trikapat2a	trikapaṭa	trikapaṭa	grade	14847	204-3	SCH-grade-12427_cases.xml
trikamata	trikamata	trikamata	trikamata	grade	14848	205-1	SCH-grade-12427_cases.xml
trikUwa	triku1t2a	trikūṭa	trikūṭa	grade	14850	205-1	SCH-grade-12427_cases.xml
triguRita	trigun2ita	triguṇita	trigunita	grade	14854	205-1	SCH-grade-12427_cases.xml
tritAla	trita1la	tritāla	tritāla	grade	14859	205-1	SCH-grade-12427_cases.xml
tridaSa	Tridas4a	tridaśa	tridaśa	grade	14861	205-1	SCH-grade-12427_cases.xml
tridaSagiri	tridas4agiri	tridaśagiri	tridaśagiri	grade	14862	205-1	SCH-grade-12427_cases.xml
tridaSataraNgiRI	tridas4ataran3gin2i1	tridaśataraṅgiṇī	tridaśataranginī	grade	14863	205-1	SCH-grade-12427_cases.xml
tridaSanadI	tridas4anadi1	tridaśanadī	tridaśanadī	grade	14864	205-1	SCH-grade-12427_cases.xml
tridaSanirJariRI	tridas4anirjharin2i1	tridaśanirjhariṇī	tridaśanirjharinī	grade	14865	205-1	SCH-grade-12427_cases.xml
tridaSapuraMDri	tridas4apuram2dhri	tridaśapuraṃdhri	tridaśapurandhri	grade	14866	205-1	SCH-grade-12427_cases.xml
tridaSamahIDra	tridas4amahi1dhra	tridaśamahīdhra	tridaśamahīdhra	grade	14867	205-1	SCH-grade-12427_cases.xml
tridaSamuni	tridas4amuni	tridaśamuni	tridaśamuni	grade	14868	205-1	SCH-grade-12427_cases.xml
tridaSasarit	tridas4asarit	tridaśasarit	tridaśasarit	grade	14870	205-1	SCH-grade-12427_cases.xml
tridaSasudfS	tridas4asudr2s4	tridaśasudṛś	tridaśasudṛś	grade	14871	205-1	SCH-grade-12427_cases.xml
tridaSApagA	tridas4a1paga1	tridaśāpagā	tridaśāpagā	grade	14873	205-1	SCH-grade-12427_cases.xml
tridivataru	tridivataru	tridivataru	tridivataru	grade	14875	205-1	SCH-grade-12427_cases.xml
tridivadruma	tridivadruma	tridivadruma	tridivadruma	grade	14876	205-1	SCH-grade-12427_cases.xml
tridivanivAsa	tridivaniva1sa	tridivanivāsa	tridivanivāsa	grade	14877	205-1	SCH-grade-12427_cases.xml
tridivapaTa	tridivapatha	tridivapatha	tridivapatha	grade	14878	205-1	SCH-grade-12427_cases.xml
tridivaparvata	tridivaparvata	tridivaparvata	tridivaparvata	grade	14879	205-2	SCH-grade-12427_cases.xml
tridivaBid	tridivabhid	tridivabhid	tridivabhid	grade	14880	205-2	SCH-grade-12427_cases.xml
tridivayuvati	tridivayuvati	tridivayuvati	tridivayuvati	grade	14881	205-2	SCH-grade-12427_cases.xml
tridivasad	tridivasad	tridivasad	tridivasad	grade	14882	205-2	SCH-grade-12427_cases.xml
tridivastrI	tridivastri1	tridivastrī	tridivastrī	grade	14883	205-2	SCH-grade-12427_cases.xml
tridivAlaya	tridiva1laya	tridivālaya	tridivālaya	grade	14884	205-2	SCH-grade-12427_cases.xml
trinikAya	trinika1ya	trinikāya	trinikāya	grade	14890	205-2	SCH-grade-12427_cases.xml
trinetra	trinetra	trinetra	trinetra	grade	14891	205-2	SCH-grade-12427_cases.xml
trinetrAcala	Trinetra1cala	trinetrācala	trinetrācala	grade	14892	205-2	SCH-grade-12427_cases.xml
tripaYcaBAgika	tripan5cabha1gika	tripañcabhāgika	tripancabhāgika	grade	14896	205-2	SCH-grade-12427_cases.xml
tripAda	tripa1da	tripāda	tripāda	grade	14903	205-2	SCH-grade-12427_cases.xml
tripuwaka	triput2aka	tripuṭaka	tripuṭaka	grade	14907	205-3	SCH-grade-12427_cases.xml
tripuruza	tripurus2a	tripuruṣa	tripuruṣa	grade	14911	205-3	SCH-grade-12427_cases.xml
tripOruzI	tripaurus2i1	tripauruṣī	tripauruṣī	grade	14914	205-3	SCH-grade-12427_cases.xml
triprakfti	triprakr2ti	triprakṛti	triprakṛti	grade	14916	205-3	SCH-grade-12427_cases.xml
triPalaka	triphalaka	triphalaka	triphalaka	grade	14918	205-3	SCH-grade-12427_cases.xml
triBaNga	tribhan3ga	tribhaṅga	tribhanga	grade	14920	205-3	SCH-grade-12427_cases.xml
triBaNgin	tribhan3gin	tribhaṅgin	tribhangin	grade	14921	205-3	SCH-grade-12427_cases.xml
triBAgamUla	tribha1gamu1la	tribhāgamūla	tribhāgamūla	grade	14923	205-3	SCH-grade-12427_cases.xml
triBuvanatilaka	Tribhuvanatilaka	tribhuvanatilaka	tribhuvanatilaka	grade	14924	205-3	SCH-grade-12427_cases.xml
triBuvananATa	tribhuvanana1tha	tribhuvananātha	tribhuvananātha	grade	14925	205-3	SCH-grade-12427_cases.xml
trimastaka	trimastaka	trimastaka	trimastaka	grade	14929	206-1	SCH-grade-12427_cases.xml
trimArgA	trima1rga1	trimārgā	trimārgā	grade	14931	206-1	SCH-grade-12427_cases.xml
trimUrti	trimu1rti	trimūrti	trimūrti	grade	14933	206-1	SCH-grade-12427_cases.xml
triyazwi	triyas2t2i	triyaṣṭi	triyaṣṭi	grade	14937	206-1	SCH-grade-12427_cases.xml
triyAmA	triya1ma1	triyāmā	triyāmā	grade	14938	206-1	SCH-grade-12427_cases.xml
triyugIRa	triyugi1n2a	triyugīṇa	triyugīna	grade	14940	206-1	SCH-grade-12427_cases.xml
trilokaBartf	trilokabhartr2	trilokabhartṛ	trilokabhartṛ	grade	14943	206-1	SCH-grade-12427_cases.xml
trilokIsad	triloki1sad	trilokīsad	trilokīsad	grade	14944	206-1	SCH-grade-12427_cases.xml
trilocanA	trilocana1	trilocanā	trilocanā	grade	14945	206-1	SCH-grade-12427_cases.xml
trivali	trivali	trivali	trivali	grade	14947	206-1	SCH-grade-12427_cases.xml
trivallIbanDa	trivalli1bandha	trivallībandha	trivallībandha	grade	14948	206-1	SCH-grade-12427_cases.xml
trividrava	trividrava	trividrava	trividrava	grade	14951	206-1	SCH-grade-12427_cases.xml
trivila	trivila	trivila	trivila	grade	14953	206-1	SCH-grade-12427_cases.xml
trivizwapa	trivis2t2apa	triviṣṭapa	triviṣṭapa	grade	14954	206-1	SCH-grade-12427_cases.xml
trivelI	triveli1	trivelī	trivelī	grade	14960	206-2	SCH-grade-12427_cases.xml
triSara	tris4ara	triśara	triśara	grade	14966	206-2	SCH-grade-12427_cases.xml
triSiKAyuDa	tris4ikha1yudha	triśikhāyudha	triśikhāyudha	grade	14968	206-2	SCH-grade-12427_cases.xml
triSUla	tris4u1la	triśūla	triśūla	grade	14969	206-2	SCH-grade-12427_cases.xml
triSUlaBErava	Tris4u1labhairava	triśūlabhairava	triśūlabhairava	grade	14970	206-2	SCH-grade-12427_cases.xml
triSfNgAra	tris4r2n3ga1ra	triśṛṅgāra	triśṛngāra	grade	14971	206-2	SCH-grade-12427_cases.xml
trisaMDimat	trisam2dhimat	trisaṃdhimat	trisandhimat	grade	14978	206-2	SCH-grade-12427_cases.xml
trisaraRa	trisaran2a	trisaraṇa	trisarana	grade	14980	206-2	SCH-grade-12427_cases.xml
trisarikA	trisarika1	trisarikā	trisarikā	grade	14981	206-3	SCH-grade-12427_cases.xml
truwana	trut2ana	truṭana	truṭana	grade	14987	206-3	SCH-grade-12427_cases.xml
trEdaRqika	traidan2d2ika	traidaṇḍika	traidanḍika	grade	14991	206-3	SCH-grade-12427_cases.xml
trEdaSa	traidas4a	traidaśa	traidaśa	grade	14992	206-3	SCH-grade-12427_cases.xml
trowana	trot2ana	troṭana	troṭana	grade	14998	206-3	SCH-grade-12427_cases.xml
tryakzara	tryaks2ara	tryakṣara	tryakṣara	grade	15000	206-3	SCH-grade-12427_cases.xml
tvakkoca	tvakkoca	tvakkoca	tvakkoca	grade	15010	207-1	SCH-grade-12427_cases.xml
tvaktaraMga	tvaktaram2ga	tvaktaraṃga	tvaktaranga	grade	15011	207-1	SCH-grade-12427_cases.xml
tvaksaMkoca	tvaksam2koca	tvaksaṃkoca	tvaksankoca	grade	15012	207-1	SCH-grade-12427_cases.xml
tvaganusArin	tvaganusa1rin	tvaganusārin	tvaganusārin	grade	15013	207-1	SCH-grade-12427_cases.xml
tvazwaki	Tvas2t2aki	tvaṣṭaki	tvaṣṭaki	grade	15020	207-2	SCH-grade-12427_cases.xml
tvazwfkarman	tvas2t2r2karman	tvaṣṭṛkarman	tvaṣṭṛkarman	grade	15022	207-2	SCH-grade-12427_cases.xml
tvizimant	tvis2imant	tviṣimant	tviṣimant	grade	15025	207-3	SCH-grade-12427_cases.xml
TAhaqa	Tha1had2a	thāhaḍa	thāhaḍa	grade	15027	207-3	SCH-grade-12427_cases.xml
TutTukAraka	thutthuka1raka	thutthukāraka	thutthukāraka	grade	15029	207-3	SCH-grade-12427_cases.xml
TUtkfta	thu1tkr2ta	thūtkṛta	thūtkṛta	grade	15030	207-3	SCH-grade-12427_cases.xml
da	da	da	da	grade	15031	207a-1	SCH-grade-12427_cases.xml
daMSin	dam2s4in	daṃśin	danśin	grade	15033	207a-1	SCH-grade-12427_cases.xml
daMzwrA	dam2s2t2ra1	daṃṣṭrā	danṣṭrā	grade	15034	207a-1	SCH-grade-12427_cases.xml
dakzadviz	Daks2advis2	dakṣadviṣ	dakṣadviṣ	grade	15044	207a-1	SCH-grade-12427_cases.xml
dakzamaKamaTana	daks2amakhamathana	dakṣamakhamathana	dakṣamakhamathana	grade	15045	207a-1	SCH-grade-12427_cases.xml
dakziRapaScima	daks2in2apas4cima	dakṣiṇapaścima	dakṣinapaścima	grade	15053	207a-2	SCH-grade-12427_cases.xml
dakziRapUrva	daks2in2apu1rva	dakṣiṇapūrva	dakṣinapūrva	grade	15054	207a-2	SCH-grade-12427_cases.xml
